Year,Month,Region,Total Crime,Active Duty 1941-1947,Active Duty 1941 & Earlier,Active Duty 1947-1950,Active Duty 1950-1955,Active Duty 1955-1964,Active Duty 1964-1975,Active Duty 1975-1990,Active Duty 1990-2001,Active Duty 2001-Recent,Active Duty or Veteran,Carrying Cash,Born Abroad,Born in Territories,Born in US,Naturalized Citizen,Difficulties Concentrating,Difficulties Dressing,Difficulties Going Outside,Difficulties Hearing,Difficulties Seeing,Difficulties with Stairs,Employed,Hate Crime towards Disabled,Hate Crime towards Ethnicity,Hate Crime towards Gender,Hate Crime towards Race,Hate Crime towards Religion,Hate Crime towards Sexuality,High Income,Low Income,Middle Income,Worked in the past 2 Weeks,Worked in the past 6 Months,Worked in the past Week,Federal Employee,Non-Profit Employee,Private Employee,Self-employed,State Employee,Lived at Address 10-15 Years,Lived at Address 15+ Years,Lived at Address 5-10 Years,Lived at Address 0-5 Years,Living on a Reservation,Living at a Dormitory,Living at a House,Living at a NonPermanent Hotel,Living at a Permanent Hotel,Living at a Permanent Mobile Home,Works in Agriculture,Works in Construction,Works in Entertainment,Works in Finance,Works in Government,Works in Manufacturing,Works in Personal Services,Works in Professional Services,Works in Repair Services,Works in Retail Trade,Works in Transportation,Works in Wholesale Trade,Pregnant,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,Hispanic,AAPI,Native,Asian,Black,Multiracial,White,Associates Degree,Bachelors Degree,High School Degree,Less than High School,Masters Degree,Doctorate Degree,Professional Degree,Divorced,Married,Single,Separated,Widowed,College Student,Not a Student,K-12 Student,Trade Student,Vocational Student,Female,Male,Not Heterosexual Identifying,Works in City,Works in Rural Location,Works in Suburb
2006,10,South,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,0,135,73,12,13,156,1,0,26,5,12,23,33,36,96,1,4,239,0,0,6,1,2,5,5,4,5,0,12,1,4,5,0,NA,9,46,45,66,51,18,14,29,0,4,3,52,7,183,16,29,141,42,15,4,2,50,107,63,15,13,31,215,2,0,1,126,123,NA,91,15,23
2006,10,West,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,0,74,78,12,13,114,0,2,21,2,2,27,21,38,65,1,3,192,0,0,3,0,4,3,1,1,4,0,11,1,2,0,0,NA,5,31,45,54,40,15,9,47,0,3,13,6,4,173,11,21,119,28,14,4,2,37,117,34,8,3,14,182,0,0,3,95,104,NA,76,11,16
2006,11,Midwest,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,0,94,50,10,11,100,1,0,19,1,4,26,26,20,63,4,2,176,0,0,7,0,1,5,0,3,5,1,5,0,3,2,1,NA,2,31,48,40,38,13,14,5,0,2,1,29,10,144,9,21,119,30,5,0,0,39,75,49,3,16,14,166,1,2,1,95,91,NA,59,9,14
2006,11,Northeast,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,0,34,46,3,3,66,0,2,13,2,1,16,20,33,27,0,0,111,0,0,0,0,0,3,1,0,2,0,5,0,4,3,0,NA,2,8,22,32,34,5,8,6,0,0,2,15,1,93,13,22,54,7,10,3,2,21,51,23,11,5,6,105,0,0,0,55,56,NA,35,6,16
2006,11,South,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,0,150,73,11,11,169,0,1,36,7,13,23,49,46,102,0,2,289,0,0,10,1,7,6,5,0,6,1,20,2,5,2,2,NA,11,48,62,83,55,20,22,52,0,4,5,65,7,220,17,44,146,64,19,3,4,50,138,73,14,22,27,271,2,0,1,129,172,NA,115,14,23
2006,11,West,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,0,74,80,9,11,129,2,1,14,2,5,21,28,35,74,0,3,199,0,0,5,0,1,1,1,2,1,0,9,0,3,3,3,NA,4,38,45,57,38,17,10,44,0,0,14,7,8,180,14,33,102,26,15,5,8,33,111,47,8,7,27,178,0,2,2,102,107,NA,89,14,18
2006,12,Midwest,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,0,90,41,8,9,88,1,2,13,1,2,10,27,30,59,0,1,160,0,0,8,0,0,2,1,1,0,1,7,0,7,1,0,NA,1,45,39,46,20,9,9,8,0,2,1,28,1,137,14,17,111,17,6,0,1,25,77,45,5,14,19,145,2,0,1,100,69,NA,50,11,18
2006,12,Northeast,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,0,32,35,3,3,56,0,2,11,0,2,8,15,20,34,0,0,87,2,0,0,0,1,2,1,0,1,0,4,0,4,2,0,NA,1,15,11,35,11,7,12,9,0,0,3,11,0,78,10,13,47,16,4,2,0,8,42,27,7,7,7,85,0,0,0,54,38,NA,29,7,12
2006,12,South,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,0,144,87,11,13,171,2,0,30,5,11,21,40,35,124,0,1,274,0,0,12,1,3,5,2,7,5,1,9,2,4,6,3,NA,4,43,64,89,49,21,17,53,1,2,3,64,5,212,28,38,143,50,22,3,1,49,141,58,15,23,20,262,0,2,2,162,125,NA,117,11,23
2006,12,West,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,0,91,59,18,20,120,1,0,9,4,1,20,20,28,79,11,0,185,0,0,7,0,1,1,0,1,0,0,6,2,1,3,2,NA,3,30,32,52,47,18,10,41,1,13,9,9,5,155,19,32,90,28,13,2,2,24,99,40,6,18,17,170,1,3,1,96,96,NA,86,17,15
2007,1,Midwest,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,0,84,48,13,14,87,1,0,19,3,2,17,24,20,57,0,0,165,0,0,4,0,0,6,2,0,0,3,7,0,4,2,1,NA,3,33,37,48,22,15,11,11,0,3,0,24,1,141,8,26,106,19,8,2,0,28,84,37,11,9,12,155,1,0,1,90,79,NA,69,9,8
2007,1,Northeast,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,0,30,39,6,6,53,0,0,7,2,2,9,17,14,35,0,0,88,1,0,0,0,1,3,0,1,2,0,1,0,1,2,1,NA,2,14,18,20,23,7,5,10,0,0,2,10,2,75,7,15,42,15,5,0,5,18,37,28,4,2,7,80,1,1,0,49,40,NA,28,4,17
2007,1,South,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,0,112,78,13,15,139,1,2,23,2,5,21,39,28,93,3,0,236,0,0,12,1,7,3,0,3,3,3,8,0,4,1,0,NA,7,42,60,67,45,19,10,29,0,1,0,49,8,192,27,49,122,39,8,1,3,48,122,49,16,15,25,225,0,0,0,133,117,NA,90,9,14
2007,1,West,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,0,67,60,10,10,114,0,1,16,3,6,14,25,27,67,0,0,174,0,0,3,0,2,0,0,1,1,0,14,0,8,2,0,NA,4,33,33,52,31,16,8,45,1,5,6,16,8,141,14,28,79,36,12,3,2,31,95,48,0,2,23,146,3,3,2,76,101,NA,76,6,18
2007,2,Midwest,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,0,74,39,6,7,86,1,0,21,1,4,13,18,20,56,0,1,137,0,0,5,0,0,2,0,2,2,1,16,1,3,0,1,NA,2,29,34,43,22,9,4,6,0,1,4,18,3,117,7,21,90,15,5,1,1,31,72,28,6,3,12,130,0,0,0,72,71,NA,52,3,17
2007,2,Northeast,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,0,25,29,3,3,56,1,0,9,3,2,5,15,15,24,1,0,76,0,0,1,0,1,2,1,1,1,0,5,0,3,1,0,NA,0,12,16,29,11,6,3,7,0,0,4,8,0,65,11,16,30,8,7,1,4,8,38,22,6,3,2,73,2,0,0,43,34,NA,27,5,18
2007,2,South,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,0,139,70,9,10,153,2,3,20,2,9,19,39,48,105,0,0,252,0,0,10,1,2,2,4,2,6,0,15,0,1,2,1,NA,10,48,63,65,38,27,12,41,0,5,4,53,5,196,14,44,137,45,12,5,2,41,115,69,8,27,22,238,1,1,0,136,127,NA,95,11,22
2007,2,West,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,0,72,52,13,15,97,1,2,14,1,2,7,15,29,75,1,0,159,0,0,5,0,4,3,0,1,2,0,7,0,2,1,0,NA,3,25,40,48,22,15,13,41,2,3,10,9,2,140,15,22,89,26,11,1,0,26,95,35,4,5,7,154,0,1,4,88,78,NA,71,6,7
2007,3,Midwest,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,0,69,51,11,11,101,2,1,11,1,4,17,26,24,64,0,1,160,0,2,5,0,1,2,1,2,3,0,7,1,1,2,0,NA,1,36,30,48,36,10,7,13,0,1,2,20,0,145,21,23,91,21,5,1,4,27,88,34,8,11,8,158,0,0,2,89,79,NA,65,8,21
2007,3,Northeast,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,0,29,32,5,6,46,1,0,6,0,3,8,20,13,31,0,0,86,0,0,3,0,1,5,0,1,2,0,4,0,1,1,0,NA,2,9,21,28,15,9,5,8,0,0,2,10,0,77,5,13,48,9,12,0,1,17,41,16,9,5,11,77,0,1,0,50,39,NA,25,3,13
2007,3,South,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,0,114,62,10,12,146,1,4,26,4,3,20,41,31,92,2,1,233,0,0,4,1,6,2,0,1,4,1,12,2,5,4,0,NA,8,50,51,53,27,36,20,38,0,1,2,52,9,181,23,35,113,49,13,6,4,40,119,56,8,20,29,212,1,1,1,124,121,NA,94,6,16
2007,3,West,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,0,57,58,6,8,95,0,0,10,4,1,14,21,19,67,1,0,154,0,0,6,0,2,0,0,0,0,1,5,0,4,4,0,NA,2,28,41,33,39,10,7,39,2,1,13,3,6,135,23,22,70,31,7,5,1,33,79,35,10,3,13,146,1,0,0,74,86,NA,62,6,10
2007,4,Midwest,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,0,66,49,11,12,90,1,2,15,1,7,22,24,21,51,1,1,144,0,1,7,0,3,5,0,5,1,1,7,0,1,3,0,NA,2,25,26,45,33,9,13,8,1,2,0,21,2,127,14,19,84,23,10,0,3,24,73,33,11,11,16,135,0,1,1,82,71,NA,57,13,15
2007,4,Northeast,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,0,26,51,6,6,70,1,1,16,0,6,13,23,19,42,0,1,108,0,0,1,0,3,4,1,3,1,0,8,0,3,1,1,NA,1,11,26,39,18,10,5,11,0,3,1,16,0,90,14,19,44,17,12,0,2,20,54,26,4,5,15,92,0,1,1,67,43,NA,33,5,22
2007,4,South,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,0,134,70,16,16,142,0,3,16,2,9,21,40,32,98,0,1,240,0,0,13,1,2,4,0,2,2,0,14,0,2,3,0,NA,3,52,61,56,36,31,20,44,1,2,4,55,4,193,28,42,118,53,11,3,2,37,124,52,20,26,24,231,2,0,2,137,122,NA,104,9,17
2007,4,West,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,0,77,68,8,11,103,1,0,19,3,4,14,16,29,80,0,0,173,0,0,5,0,5,0,2,0,2,0,8,0,2,3,5,NA,3,33,46,44,20,18,15,37,5,4,11,8,3,148,16,24,88,28,12,5,4,26,93,42,7,11,19,153,2,0,5,80,99,NA,76,6,12
2007,5,Midwest,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,0,74,42,5,6,83,0,1,13,1,3,18,19,20,54,1,5,146,0,0,3,0,2,3,1,1,5,1,3,0,2,0,0,NA,4,29,32,46,28,10,6,10,0,2,2,17,4,130,13,18,86,25,10,1,2,22,74,46,2,11,11,140,1,2,1,72,83,NA,60,5,11
2007,5,Northeast,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,0,18,32,5,5,41,1,1,3,6,1,8,10,9,33,0,0,69,0,0,1,0,2,0,1,0,2,0,4,0,2,1,0,NA,0,6,17,24,16,4,4,8,0,0,3,11,0,57,6,12,33,8,10,0,2,8,37,18,5,3,6,62,1,2,0,37,34,NA,20,5,16
2007,5,South,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,0,135,62,14,17,146,0,0,33,4,3,29,37,25,88,1,0,241,0,0,5,1,4,3,2,1,4,0,19,0,5,0,1,NA,8,45,53,49,44,30,19,40,0,4,6,47,10,181,18,33,138,41,9,5,3,42,116,50,21,19,24,222,0,1,1,137,111,NA,100,15,18
2007,5,West,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,0,67,58,5,6,118,1,3,13,2,5,21,21,25,63,3,0,164,0,0,4,0,2,5,0,3,2,0,8,0,2,2,0,NA,5,30,28,44,35,18,8,28,2,2,6,7,4,147,11,29,92,18,5,4,6,25,88,39,9,7,17,149,1,1,0,85,83,NA,84,6,11
2007,6,Midwest,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0,62,53,7,8,95,2,0,19,1,0,11,29,19,53,1,1,142,0,0,3,0,1,2,0,1,5,2,4,0,5,2,0,NA,3,23,35,32,30,16,7,10,0,1,1,14,3,127,10,23,79,20,4,2,7,20,75,29,9,12,6,138,1,1,0,80,66,NA,64,8,16
2007,6,Northeast,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,0,40,32,6,6,72,1,1,18,1,8,14,21,16,46,1,2,117,0,0,0,0,1,5,0,5,1,0,5,0,7,5,0,NA,2,23,27,27,19,14,9,13,0,1,1,14,0,105,15,27,50,18,7,2,2,13,52,38,12,6,15,104,0,1,1,61,60,NA,40,5,14
2007,6,South,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,0,127,49,10,10,137,0,1,22,4,7,21,38,37,76,0,0,211,0,0,5,2,4,1,2,4,3,0,14,0,3,0,1,NA,8,41,50,42,36,24,16,33,1,4,3,41,4,164,15,35,116,42,6,0,2,32,105,49,17,14,13,202,0,0,2,123,94,NA,84,12,21
2007,6,West,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,0,61,51,7,9,88,0,0,14,2,1,13,19,23,59,0,0,142,0,0,6,1,0,5,0,1,2,0,2,0,3,2,1,NA,2,20,33,39,34,10,10,19,1,3,6,12,6,120,8,26,80,22,5,2,2,28,72,34,6,6,10,135,0,0,3,83,65,NA,63,7,11
2007,7,Midwest,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,0,80,43,9,12,95,0,0,11,2,0,19,26,20,61,1,3,163,0,0,2,0,0,4,1,0,1,0,4,0,2,1,0,NA,6,34,38,35,27,17,12,10,0,3,0,14,5,147,18,21,99,19,6,3,2,31,73,49,7,9,17,147,2,2,0,101,68,NA,60,10,21
2007,7,Northeast,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,0,38,35,3,4,58,0,1,8,1,5,8,14,21,47,0,1,108,0,0,0,0,1,2,0,4,0,0,7,0,0,1,0,NA,1,20,21,25,24,9,9,10,0,0,1,12,1,95,7,21,54,13,13,0,1,17,46,32,3,11,10,95,0,3,1,62,47,NA,22,8,14
2007,7,South,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,0,100,70,11,11,151,0,1,29,6,3,13,32,39,76,0,0,214,0,0,5,1,7,4,1,5,0,2,7,0,7,4,3,NA,2,51,55,45,36,17,13,31,0,5,0,39,9,166,15,37,109,35,17,2,2,40,101,53,11,13,23,193,1,1,0,116,103,NA,88,13,19
2007,7,West,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,0,54,49,8,9,84,0,0,9,3,0,9,19,22,58,1,1,135,0,0,6,1,1,4,0,0,2,0,3,0,1,1,0,NA,4,16,26,33,30,20,13,24,2,1,6,10,0,123,16,23,73,15,7,5,2,33,66,25,8,9,20,121,1,0,0,76,66,NA,48,8,9
2007,8,Midwest,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,0,71,45,9,11,83,0,2,13,3,5,14,33,16,44,0,0,153,0,0,3,2,2,2,0,0,2,0,9,0,4,1,1,NA,3,26,28,45,33,12,10,15,0,0,2,19,4,132,17,17,70,38,7,1,3,25,72,36,10,12,10,142,1,1,3,77,80,NA,62,4,11
2007,8,Northeast,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,0,19,26,3,3,42,1,2,4,1,6,5,17,10,20,1,2,67,0,0,1,0,0,1,0,4,1,0,6,0,1,1,0,NA,3,6,9,27,15,3,7,7,0,0,1,5,1,63,10,13,29,7,10,0,1,5,42,13,5,5,9,61,0,0,0,33,37,NA,19,7,10
2007,8,South,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,0,108,65,13,13,136,3,0,30,3,4,22,27,45,82,0,0,224,0,0,6,2,2,5,0,3,4,0,8,1,7,4,4,NA,5,41,50,46,49,26,16,30,0,8,1,36,6,182,19,31,119,40,15,6,2,40,94,52,26,20,13,216,3,0,1,120,113,NA,101,12,11
2007,8,West,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,0,55,69,14,17,129,2,1,14,4,5,14,23,20,76,1,1,176,0,0,3,0,1,3,2,3,3,0,5,2,6,2,0,NA,6,40,31,55,33,10,6,27,0,4,9,13,3,152,17,33,94,19,11,2,3,31,83,51,9,4,14,164,0,1,0,84,97,NA,88,11,16
2007,9,Midwest,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,0,72,41,7,11,92,2,1,13,2,4,8,30,34,55,0,4,152,0,0,4,0,3,1,1,0,1,0,12,0,1,2,1,NA,2,29,32,48,25,13,15,8,0,2,3,18,1,140,17,20,83,21,18,1,2,26,81,38,5,14,15,146,0,3,0,84,80,NA,55,10,19
2007,9,Northeast,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,0,24,33,3,3,46,0,1,8,0,4,7,15,8,32,0,1,79,0,0,0,0,0,1,0,2,2,0,6,0,1,1,0,NA,2,13,19,21,10,6,9,7,0,0,2,10,0,68,10,14,30,11,12,0,3,12,38,22,2,6,5,71,0,1,3,35,45,NA,33,4,8
2007,9,South,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,0,99,78,6,6,147,0,1,28,5,5,16,42,29,85,1,0,222,0,0,13,3,2,5,2,3,3,1,9,0,7,3,1,NA,0,50,45,61,43,24,12,34,0,3,3,37,8,184,16,39,121,31,19,5,2,38,114,46,14,22,20,215,0,0,0,122,113,NA,94,18,14
2007,9,West,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,0,55,44,11,12,83,0,0,8,2,3,13,14,27,50,1,0,138,0,1,2,1,0,3,0,2,2,0,4,0,0,1,0,NA,1,31,30,35,23,15,8,29,1,2,3,6,2,129,8,21,72,28,3,2,3,33,63,39,3,5,11,132,0,0,0,66,77,NA,55,8,15
2007,10,Midwest,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,0,95,39,8,8,107,0,1,11,3,6,13,36,19,60,1,3,163,0,0,4,0,3,3,0,2,3,0,9,0,2,1,0,NA,4,33,28,34,37,23,11,8,0,1,1,21,3,144,16,17,94,30,8,1,3,27,74,45,8,16,22,146,2,0,0,90,80,NA,64,17,13
2007,10,Northeast,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,0,27,39,1,1,63,0,3,7,3,7,15,11,18,32,0,6,85,0,0,3,0,0,0,1,2,0,2,8,0,5,1,1,NA,5,15,11,32,25,4,2,3,0,0,1,12,1,80,7,21,44,15,3,2,1,13,43,27,6,5,14,78,0,1,1,50,44,NA,23,9,20
2007,10,South,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,0,110,81,16,20,150,4,4,32,5,8,29,36,36,78,1,2,243,0,0,5,1,5,4,3,5,3,2,15,1,8,4,3,NA,6,51,58,63,39,24,14,37,0,3,8,42,4,198,26,42,117,47,10,8,2,43,128,60,11,12,32,220,1,1,1,126,129,NA,103,10,23
2007,10,West,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,0,47,57,8,8,94,1,1,8,5,3,14,16,22,57,1,1,149,0,1,0,0,0,2,2,1,1,0,10,0,0,1,1,NA,3,34,31,31,31,13,8,25,2,6,2,16,2,123,8,28,78,14,11,3,6,22,77,42,6,4,6,140,1,2,2,65,86,NA,68,5,12
2007,11,Midwest,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,0,49,35,2,2,70,1,0,8,1,5,14,19,17,42,0,0,114,0,0,2,0,1,0,2,1,3,1,4,0,2,1,0,NA,1,17,29,26,22,12,11,9,0,0,2,15,0,101,10,19,71,11,6,0,0,18,66,22,5,7,14,103,1,0,0,57,61,NA,44,3,12
2007,11,Northeast,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,0,30,32,2,3,45,0,1,11,0,4,13,9,16,26,3,3,85,0,0,0,0,0,2,0,2,1,2,6,0,2,0,1,NA,3,10,17,27,15,9,7,6,0,1,0,11,2,74,11,24,34,7,11,1,0,13,41,21,5,8,7,78,0,0,3,58,30,NA,24,3,11
2007,11,South,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,0,100,95,16,17,157,2,3,26,4,14,25,31,41,86,3,0,253,0,0,7,2,3,3,4,4,3,5,22,0,2,1,0,NA,3,49,77,59,44,19,11,42,0,1,6,51,6,198,29,42,117,41,20,5,2,33,137,62,15,14,33,226,1,0,2,133,129,NA,106,11,24
2007,11,West,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,0,62,55,5,5,111,1,2,14,3,2,16,20,28,57,1,0,158,0,0,2,2,1,1,1,1,5,0,4,0,2,1,4,NA,2,35,28,47,26,15,7,33,1,2,10,8,8,131,9,25,81,30,8,2,2,26,79,47,3,4,12,147,0,0,0,68,92,NA,80,8,9
2007,12,Midwest,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,0,65,36,14,15,88,0,0,15,4,5,10,30,18,51,0,0,144,0,0,3,3,1,2,1,2,2,0,9,0,2,2,0,NA,3,33,30,26,30,13,13,9,1,2,4,23,4,114,8,15,87,29,7,0,1,28,63,43,6,7,13,132,2,1,0,70,78,NA,61,7,15
