Year,Month,Region,Total Crime,Active Duty 1941-1947,Active Duty 1941 & Earlier,Active Duty 1947-1950,Active Duty 1950-1955,Active Duty 1955-1964,Active Duty 1964-1975,Active Duty 1975-1990,Active Duty 1990-2001,Active Duty 2001-Recent,Active Duty or Veteran,Carrying Cash,Born Abroad,Born in Territories,Born in US,Naturalized Citizen,Difficulties Concentrating,Difficulties Dressing,Difficulties Going Outside,Difficulties Hearing,Difficulties Seeing,Difficulties with Stairs,Employed,Hate Crime towards Disabled,Hate Crime towards Ethnicity,Hate Crime towards Gender,Hate Crime towards Race,Hate Crime towards Religion,Hate Crime towards Sexuality,High Income,Low Income,Middle Income,Worked in the past 2 Weeks,Worked in the past 6 Months,Worked in the past Week,Federal Employee,Non-Profit Employee,Private Employee,Self-employed,State Employee,Lived at Address 10-15 Years,Lived at Address 15+ Years,Lived at Address 5-10 Years,Lived at Address 0-5 Years,Living on a Reservation,Living at a Dormitory,Living at a House,Living at a NonPermanent Hotel,Living at a Permanent Hotel,Living at a Permanent Mobile Home,Works in Agriculture,Works in Construction,Works in Entertainment,Works in Finance,Works in Government,Works in Manufacturing,Works in Personal Services,Works in Professional Services,Works in Repair Services,Works in Retail Trade,Works in Transportation,Works in Wholesale Trade,Pregnant,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,Hispanic,AAPI,Native,Asian,Black,Multiracial,White,Associates Degree,Bachelors Degree,High School Degree,Less than High School,Masters Degree,Doctorate Degree,Professional Degree,Divorced,Married,Single,Separated,Widowed,College Student,Not a Student,K-12 Student,Trade Student,Vocational Student,Female,Male,Not Heterosexual Identifying,Works in City,Works in Rural Location,Works in Suburb
2000,11,West,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,0,104,71,15,19,125,NA,NA,NA,NA,NA,17,14,26,93,NA,0,192,2,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,70,55,20,14,5,44,NA,NA,NA,NA,NA,NA,0,0,0,78,0,0,0,40,102,48,3,9,15,183,1,2,1,85,118,NA,93,10,13
2000,12,Midwest,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,0,112,50,14,17,113,NA,NA,NA,NA,NA,28,27,23,58,NA,3,180,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,44,41,54,32,8,11,7,NA,NA,NA,NA,NA,NA,0,0,0,88,0,0,0,27,95,49,11,11,10,182,0,0,2,102,92,NA,83,6,28
2000,12,Northeast,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,0,50,54,5,5,85,NA,NA,NA,NA,NA,21,24,15,44,NA,2,124,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,30,35,31,8,6,8,NA,NA,NA,NA,NA,NA,0,0,0,40,0,0,0,17,61,31,6,11,6,118,0,0,3,54,73,NA,34,7,31
2000,12,South,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,0,145,81,13,24,168,NA,NA,NA,NA,NA,26,26,37,97,NA,0,245,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55,67,76,38,12,18,48,NA,NA,NA,NA,NA,NA,0,0,0,117,0,0,0,34,148,60,9,14,18,245,1,1,1,114,153,NA,116,15,24
2000,12,West,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,0,133,104,16,21,183,NA,NA,NA,NA,NA,22,24,32,124,NA,1,261,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,50,83,81,25,18,9,56,NA,NA,NA,NA,NA,NA,0,0,0,94,0,0,0,50,131,67,12,11,35,232,0,2,2,132,140,NA,131,20,25
2001,1,Midwest,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,0,79,53,7,11,95,1,0,71,8,9,21,21,24,48,0,0,151,0,0,1,0,1,0,0,5,1,0,1,1,2,0,0,NA,5,30,38,44,18,13,4,2,NA,NA,NA,NA,NA,NA,0,0,87,81,0,0,0,24,69,47,3,6,14,134,0,0,2,73,79,NA,65,7,17
2001,1,Northeast,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,0,48,28,13,14,55,2,0,45,5,3,10,22,17,39,0,1,98,0,0,4,0,0,0,0,0,1,0,0,2,0,0,1,NA,1,14,29,26,16,12,6,3,NA,NA,NA,NA,NA,NA,0,0,55,52,0,0,0,13,58,19,6,7,6,97,0,0,0,48,56,NA,32,5,20
2001,1,South,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,0,116,68,16,21,130,2,0,94,15,14,25,30,28,87,1,0,199,0,0,18,0,0,0,0,1,0,0,0,0,2,0,0,NA,4,34,43,65,49,10,13,29,NA,NA,NA,NA,NA,NA,0,0,110,112,0,0,0,23,129,41,7,18,9,208,1,0,0,97,121,NA,82,11,25
2001,1,West,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,0,110,49,8,9,121,2,0,86,6,10,19,15,34,80,0,0,175,1,1,8,0,0,0,0,1,1,0,0,0,0,0,0,NA,3,35,42,63,25,12,9,48,NA,NA,NA,NA,NA,NA,0,0,101,110,0,0,0,37,88,41,9,13,14,172,1,0,1,104,85,NA,93,6,10
2001,2,Midwest,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,0,87,60,13,15,109,2,0,59,8,10,13,23,22,59,0,0,159,0,0,2,1,1,0,1,0,0,0,2,0,3,0,0,NA,0,38,42,51,23,7,4,4,NA,NA,NA,NA,NA,NA,0,0,103,81,0,0,0,29,77,40,11,8,10,154,1,0,0,66,99,NA,64,9,30
2001,2,Northeast,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,0,47,35,7,7,53,2,0,32,3,5,15,15,19,29,1,2,86,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,NA,3,11,16,33,21,6,4,6,NA,NA,NA,NA,NA,NA,0,0,47,46,0,0,0,10,48,25,6,4,6,88,0,0,0,46,48,NA,29,3,19
2001,2,South,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,0,145,58,9,13,155,8,0,85,18,25,29,27,38,80,0,0,223,0,0,11,0,0,0,0,0,1,0,6,1,6,1,0,NA,2,35,54,82,37,18,12,43,NA,NA,NA,NA,NA,NA,0,0,124,131,0,0,0,44,133,41,7,13,17,221,0,1,1,108,132,NA,99,9,19
2001,2,West,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,0,103,75,7,8,141,4,0,74,15,22,16,24,32,92,2,1,211,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,NA,4,30,54,66,29,13,17,49,NA,NA,NA,NA,NA,NA,0,0,132,105,0,0,0,35,103,46,12,16,15,193,1,1,2,109,104,NA,101,5,21
2001,3,Midwest,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,0,99,48,18,18,110,2,0,54,12,12,19,23,26,72,2,0,169,0,0,9,1,0,1,1,0,4,0,2,0,0,0,0,NA,2,31,45,52,26,11,12,9,NA,NA,NA,NA,NA,NA,0,0,97,94,0,0,0,29,90,39,9,10,7,169,0,2,1,77,102,NA,73,13,19
2001,3,Northeast,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,0,33,40,6,6,51,1,0,29,6,6,8,17,16,31,0,1,84,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,NA,2,8,22,31,9,6,8,3,NA,NA,NA,NA,NA,NA,0,0,50,39,0,0,0,5,53,21,1,6,5,81,0,0,0,43,43,NA,22,4,24
2001,3,South,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,0,126,60,16,18,131,2,0,74,5,9,26,28,25,85,0,0,191,0,0,16,1,0,0,1,2,3,0,4,1,4,1,0,NA,3,43,48,56,38,14,11,37,NA,NA,NA,NA,NA,NA,0,0,109,120,0,0,0,38,109,46,6,10,9,204,0,0,0,91,122,NA,88,6,23
2001,3,West,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,0,106,75,14,17,126,2,0,64,12,15,22,17,38,84,2,1,203,0,1,8,0,0,1,0,0,0,1,2,2,4,0,1,NA,7,29,63,68,29,9,9,49,NA,NA,NA,NA,NA,NA,0,0,127,108,0,0,0,27,112,49,12,10,17,194,1,1,0,100,114,NA,100,7,15
2001,4,Midwest,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,0,108,39,12,14,112,2,0,50,7,7,18,23,23,71,1,1,177,0,0,4,0,0,1,0,0,3,0,5,2,4,1,0,NA,3,32,45,52,29,13,8,13,NA,NA,NA,NA,NA,NA,0,0,81,110,0,0,0,33,90,45,9,4,9,170,0,2,0,70,112,NA,55,14,27
2001,4,Northeast,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,0,38,30,7,8,52,0,0,25,3,6,8,16,11,39,0,0,83,0,1,3,0,0,0,0,1,0,1,0,1,1,1,0,NA,2,11,19,31,16,6,7,6,NA,NA,NA,NA,NA,NA,0,0,47,48,0,0,0,6,48,15,15,7,2,84,1,1,3,47,45,NA,31,6,16
2001,4,South,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,0,152,70,17,25,168,3,0,67,16,13,28,27,26,107,0,1,243,0,0,18,0,0,0,2,1,3,1,9,4,4,1,0,NA,5,54,63,74,37,16,13,36,NA,NA,NA,NA,NA,NA,0,0,150,128,0,0,0,54,133,54,7,11,11,244,4,1,1,133,129,NA,121,13,33
2001,4,West,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,0,100,71,10,14,126,5,0,50,8,12,16,22,36,77,2,0,201,0,0,4,1,3,0,0,0,0,1,6,3,2,1,0,NA,2,50,51,64,22,13,5,44,NA,NA,NA,NA,NA,NA,0,0,128,100,0,0,0,33,100,49,13,11,19,183,2,2,1,100,107,NA,86,9,17
2001,5,Midwest,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,0,116,65,11,14,124,1,0,44,4,4,22,31,23,73,0,2,191,0,0,8,0,3,1,1,1,5,0,5,1,4,1,2,NA,5,43,44,59,26,12,12,10,NA,NA,NA,NA,NA,NA,0,0,115,107,0,0,0,30,104,50,6,11,10,187,0,2,2,92,109,NA,81,9,26
2001,5,Northeast,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,0,44,41,9,9,66,0,0,19,1,8,10,14,19,31,0,2,95,0,0,2,0,1,0,0,0,3,0,7,0,3,2,0,NA,4,21,20,31,18,4,4,15,NA,NA,NA,NA,NA,NA,0,0,57,53,0,0,0,11,48,32,8,3,7,93,1,1,0,44,58,NA,32,10,19
2001,5,South,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,0,166,86,13,24,190,0,0,63,8,10,30,28,50,111,2,0,261,0,0,28,1,3,1,3,1,3,1,7,0,8,1,0,NA,4,51,77,81,46,19,14,45,NA,NA,NA,NA,NA,NA,0,0,157,152,0,0,0,50,161,49,19,11,13,276,1,0,1,118,174,NA,132,15,27
2001,5,West,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,0,103,71,15,17,142,1,0,36,5,15,16,24,31,76,0,0,194,0,0,11,0,1,0,1,0,2,0,13,0,4,2,0,NA,6,33,51,67,31,12,9,45,NA,NA,NA,NA,NA,NA,0,0,136,96,0,0,0,35,99,59,7,8,23,183,2,0,0,103,106,NA,110,8,9
2001,6,Midwest,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,0,112,61,14,17,135,4,0,26,3,4,24,28,32,76,0,2,186,0,0,6,1,1,0,1,5,5,1,5,4,10,2,3,NA,4,28,50,60,34,12,10,6,NA,NA,NA,NA,NA,NA,0,0,103,106,0,0,0,34,100,44,7,13,12,180,1,2,1,84,114,NA,97,9,23
2001,6,Northeast,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,0,53,43,14,15,76,1,0,7,1,3,19,15,27,41,0,2,126,1,1,1,0,1,0,2,0,1,0,5,1,1,2,1,NA,5,17,27,49,19,7,7,11,NA,NA,NA,NA,NA,NA,0,0,64,73,0,0,0,16,51,45,10,9,11,115,1,4,0,56,75,NA,33,18,21
2001,6,South,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,0,164,83,17,22,181,3,0,33,9,9,34,25,49,100,3,1,257,0,0,23,2,2,4,2,3,5,5,9,6,11,6,0,NA,8,43,65,98,40,18,12,38,NA,NA,NA,NA,NA,NA,0,0,151,161,0,0,0,55,141,59,15,14,13,269,1,0,1,135,149,NA,128,14,25
2001,6,West,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,0,119,68,23,26,151,0,0,18,4,6,19,23,37,89,0,1,215,1,0,9,0,2,1,1,1,2,0,13,3,7,3,0,NA,4,43,60,63,31,19,9,53,NA,NA,NA,NA,NA,NA,0,0,138,116,0,0,0,51,107,52,7,11,21,201,2,1,4,128,101,NA,106,13,24
2001,7,Midwest,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,0,111,63,18,20,144,1,0,16,3,2,24,43,32,66,0,2,203,0,0,4,0,4,0,3,0,3,0,7,1,5,3,0,NA,6,31,53,63,33,18,9,7,NA,NA,NA,NA,NA,NA,0,0,115,116,0,0,0,34,108,48,7,16,13,195,1,1,3,93,120,NA,99,15,25
2001,7,Northeast,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,0,55,47,10,11,93,1,0,12,4,2,20,26,28,44,0,3,136,0,0,4,0,0,0,4,3,1,0,2,1,4,5,1,NA,4,23,38,39,25,8,7,12,NA,NA,NA,NA,NA,NA,0,0,91,68,0,0,0,26,68,35,8,7,14,127,0,2,1,79,65,NA,48,10,32
2001,7,South,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,0,130,85,8,15,174,0,0,29,4,4,19,31,27,87,0,1,230,0,0,21,1,4,1,2,2,5,2,7,2,10,3,0,NA,4,51,60,61,37,21,19,39,NA,NA,NA,NA,NA,NA,0,0,139,135,0,0,0,45,134,48,8,14,19,227,1,1,2,112,141,NA,105,4,41
2001,7,West,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,0,132,64,11,15,148,2,0,20,4,1,20,24,29,84,0,1,220,0,0,10,0,2,1,1,1,4,1,7,4,4,4,1,NA,2,43,67,55,34,21,11,42,NA,NA,NA,NA,NA,NA,0,0,137,118,0,0,0,39,114,60,6,12,25,204,1,0,2,108,125,NA,100,9,24
2001,8,Midwest,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,0,106,63,12,15,157,2,0,22,6,5,23,40,28,76,0,1,204,0,0,10,0,4,2,1,3,2,2,10,1,9,2,0,NA,12,42,41,68,34,16,5,7,NA,NA,NA,NA,NA,NA,0,0,119,121,0,0,0,27,127,46,11,7,12,203,1,2,0,104,114,NA,96,11,34
2001,8,Northeast,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,0,62,48,14,15,82,1,0,9,2,1,19,21,25,52,0,4,139,0,0,5,0,2,1,0,1,0,0,6,0,4,2,0,NA,5,16,34,40,33,8,12,11,NA,NA,NA,NA,NA,NA,0,0,76,77,0,0,0,22,77,33,7,8,11,129,3,4,0,62,86,NA,42,8,31
2001,8,South,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,0,153,78,16,16,187,1,0,21,5,7,30,28,41,107,0,0,262,0,0,22,0,4,0,2,6,6,0,10,1,4,2,2,NA,2,56,73,73,42,19,22,45,NA,NA,NA,NA,NA,NA,0,0,140,168,0,0,0,38,156,57,14,21,15,267,0,2,1,125,162,NA,128,11,25
2001,8,West,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,0,116,59,14,16,139,1,0,16,3,3,15,25,34,74,0,1,204,0,0,10,0,0,2,0,1,3,1,4,2,9,1,1,NA,7,45,48,58,36,14,8,48,NA,NA,NA,NA,NA,NA,0,0,135,101,0,0,0,37,88,62,14,15,30,179,1,1,4,108,108,NA,99,11,22
2001,9,Midwest,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,0,114,57,18,20,121,1,0,20,1,10,22,23,32,70,0,3,185,0,0,14,0,2,1,0,1,3,0,15,4,6,4,0,NA,6,43,48,67,25,7,6,5,NA,NA,NA,NA,NA,NA,0,0,91,123,0,0,0,27,99,53,13,7,17,182,1,0,2,94,108,NA,73,13,26
2001,9,Northeast,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,0,44,50,4,10,93,0,0,12,1,4,14,13,23,60,0,6,127,0,0,2,0,3,1,0,0,1,2,10,0,3,0,0,NA,3,22,39,35,28,4,4,10,NA,NA,NA,NA,NA,NA,0,0,86,58,0,0,0,14,76,34,11,0,13,119,2,1,0,52,83,NA,38,10,31
2001,9,South,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,0,157,83,12,15,175,3,0,22,6,5,39,43,44,105,1,0,256,0,0,27,0,2,1,4,1,3,1,13,2,9,4,0,NA,1,43,68,84,46,17,26,33,NA,NA,NA,NA,NA,NA,0,0,147,152,0,0,0,38,157,54,13,22,20,260,2,1,1,144,141,NA,115,11,30
2001,9,West,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,0,115,75,5,9,142,0,0,15,1,3,24,34,25,67,0,0,208,0,0,8,0,1,0,1,0,2,0,11,2,6,1,0,NA,6,41,49,63,33,11,13,47,NA,NA,NA,NA,NA,NA,0,0,139,99,0,0,0,33,121,45,9,7,26,187,0,0,2,102,114,NA,98,12,16
2001,10,Midwest,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,0,104,62,12,13,115,0,0,12,1,11,17,32,19,83,1,1,187,0,0,7,0,2,0,1,2,2,1,13,1,5,0,2,NA,2,36,51,55,27,13,11,10,NA,NA,NA,NA,NA,NA,0,0,104,101,0,0,0,33,100,43,6,13,10,180,1,1,1,97,98,NA,73,15,24
2001,10,Northeast,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,0,45,36,7,9,63,2,0,6,2,2,9,16,19,44,1,1,105,0,0,0,1,1,1,1,2,1,0,2,2,1,2,0,NA,1,16,22,36,17,9,6,10,NA,NA,NA,NA,NA,NA,0,0,59,52,0,0,0,15,64,18,3,7,4,102,0,0,1,60,47,NA,34,9,20
2001,10,South,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,0,126,77,12,12,161,3,0,20,6,5,25,23,35,100,1,0,235,0,0,15,4,3,0,1,2,2,0,8,4,8,2,2,NA,3,49,64,71,39,8,17,47,NA,NA,NA,NA,NA,NA,0,0,139,128,0,0,0,44,131,50,11,11,10,234,1,0,1,118,133,NA,105,13,26
2001,10,West,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,0,99,73,13,19,141,1,0,17,2,7,17,24,38,69,1,1,200,1,0,8,1,1,1,0,4,1,1,7,1,7,3,2,NA,6,43,55,57,33,8,10,23,NA,NA,NA,NA,NA,NA,0,0,138,106,0,0,0,38,106,60,5,2,20,187,1,2,1,101,111,NA,92,13,22
2001,11,Midwest,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,0,81,62,11,14,111,0,0,13,0,3,13,14,38,65,1,0,172,0,0,7,0,0,1,0,3,3,2,5,0,4,1,0,NA,5,33,38,57,33,9,5,10,NA,NA,NA,NA,NA,NA,0,0,88,104,0,0,0,25,86,46,11,11,8,171,1,0,0,86,94,NA,76,3,21
2001,11,Northeast,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,0,37,35,5,6,75,0,0,12,1,6,12,23,14,42,0,0,106,0,0,0,0,2,0,0,1,3,0,8,1,2,2,0,NA,4,11,24,38,13,14,2,7,NA,NA,NA,NA,NA,NA,0,0,65,49,0,0,0,14,58,23,6,5,8,97,0,0,1,58,48,NA,30,8,30
2001,11,South,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,0,129,76,16,18,156,2,0,33,5,5,24,36,34,95,2,2,230,0,0,18,0,4,1,3,3,2,2,14,2,12,2,2,NA,4,48,59,67,46,16,13,29,NA,NA,NA,NA,NA,NA,0,0,128,146,0,0,0,48,117,57,13,17,15,238,0,0,0,113,140,NA,100,8,32
2001,11,West,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,0,128,70,21,23,146,0,0,16,5,9,21,28,22,89,0,1,223,1,0,4,1,2,1,1,1,2,1,10,5,4,2,1,NA,5,60,58,53,28,11,15,44,NA,NA,NA,NA,NA,NA,0,0,138,109,0,0,0,38,120,61,4,6,26,199,0,0,4,111,119,NA,113,9,18
2001,12,Midwest,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,0,87,50,8,10,107,1,0,14,2,2,10,25,30,50,0,1,158,0,0,6,0,2,0,0,2,4,0,4,1,6,1,1,NA,7,43,33,44,23,7,11,14,NA,NA,NA,NA,NA,NA,0,0,81,101,0,0,0,19,86,52,6,5,16,147,1,2,2,67,101,NA,64,11,22
2001,12,Northeast,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,0,48,29,7,8,56,1,0,8,0,2,10,18,20,37,1,3,94,1,0,1,0,0,0,0,0,0,1,7,1,4,1,0,NA,3,16,22,26,12,14,8,7,NA,NA,NA,NA,NA,NA,0,0,47,56,0,0,0,8,57,24,5,6,6,94,1,0,0,33,68,NA,29,8,13
2001,12,South,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,0,138,63,13,14,152,3,0,20,0,4,15,28,47,88,2,2,216,1,0,22,1,1,0,1,2,4,1,10,2,5,2,0,NA,6,49,61,71,27,13,16,42,NA,NA,NA,NA,NA,NA,0,0,130,132,0,0,0,37,139,46,11,9,15,227,0,1,0,112,131,NA,111,10,20
2001,12,West,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,0,110,83,16,21,161,2,0,19,5,4,22,20,46,90,2,0,235,0,0,5,1,2,2,3,1,1,0,7,3,8,3,0,NA,3,43,59,82,36,16,6,41,NA,NA,NA,NA,NA,NA,0,0,150,112,0,0,0,45,133,46,10,9,19,223,0,0,2,112,133,NA,124,12,20
