,Region,Year,Month,Male,Female,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,AAPI,Native,Asian,Black,White,Hispanic,Total
293,Midwest,2000,July,3.19e-06,9.3e-07,5.12e-07,1.52e-06,9.46e-07,6.2e-07,1.86e-07,1.55e-08,1.71e-07,0.0,3.1e-08,3.1e-08,2.56e-06,1.47e-06,0.0,4.12457046320322e-06
294,Midwest,2000,June,2.37e-06,8.99e-07,5.27e-07,1.07e-06,7.29e-07,4.96e-07,1.24e-07,3.1e-08,6.2e-08,0.0,1.55e-08,0.0,2.14e-06,1.12e-06,1.55e-08,3.27174713853726e-06
295,Midwest,2000,March,2.79e-06,7.91e-07,4.96e-07,1.36e-06,6.2e-07,4.5e-07,2.48e-07,7.75e-08,1.71e-07,0.0,3.1e-08,1.55e-08,2.36e-06,1.18e-06,0.0,3.58186479519344e-06
296,Midwest,2000,May,2.42e-06,8.06e-07,3.41e-07,1.27e-06,6.82e-07,3.57e-07,2.17e-07,6.2e-08,1.09e-07,0.0,0.0,1.55e-08,1.89e-06,1.32e-06,0.0,3.22522948159959e-06
297,Midwest,2000,November,2.9e-06,9.15e-07,5.74e-07,1.35e-06,7.91e-07,5.89e-07,1.09e-07,6.2e-08,2.17e-07,0.0,3.1e-08,6.2e-08,2.47e-06,1.22e-06,3.1e-08,3.8299588514515e-06
298,Midwest,2000,October,3.1e-06,8.37e-07,5.58e-07,1.52e-06,7.75e-07,5.74e-07,1.71e-07,4.65e-08,9.3e-08,0.0,1.55e-08,1.55e-08,2.56e-06,1.27e-06,3.1e-08,3.93849998159858e-06
299,Midwest,2000,September,3.07e-06,8.99e-07,6.51e-07,1.18e-06,8.06e-07,7.13e-07,2.33e-07,3.1e-08,1.86e-07,0.0,3.1e-08,3.1e-08,2.39e-06,1.49e-06,4.65e-08,3.96951173093701e-06
300,Midwest,2001,April,2.7e-06,9.73e-07,5.71e-07,1.33e-06,7.87e-07,4.48e-07,1.7e-07,4.63e-08,1.7e-07,0.0,0.0,0.0,2.36e-06,1.24e-06,0.0,3.68960108551248e-06
301,Midwest,2001,August,3.27e-06,9.73e-07,6.95e-07,1.5e-06,7.1e-07,5.71e-07,1.7e-07,1.24e-07,1.85e-07,0.0,1.54e-08,9.26e-08,2.58e-06,1.54e-06,0.0,4.26079334213851e-06
302,Midwest,2001,December,3.47e-06,1.03e-06,3.86e-07,1.56e-06,1e-06,6.64e-07,3.24e-07,2.01e-07,1.39e-07,0.0,0.0,4.63e-08,2.45e-06,1.98e-06,6.18e-08,4.52323291820232e-06
303,Midwest,2001,February,2.08e-06,7.41e-07,1.85e-07,9.88e-07,5.87e-07,4.48e-07,2.32e-07,3.09e-08,1.54e-07,0.0,0.0,1.54e-08,1.51e-06,1.28e-06,1.54e-08,2.84053091183514e-06
304,Midwest,2001,January,2.7e-06,8.8e-07,5.09e-07,1.24e-06,8.18e-07,3.71e-07,1.24e-07,6.18e-08,2.32e-07,0.0,1.54e-08,7.72e-08,2.07e-06,1.4e-06,0.0,3.59697528332836e-06
305,Midwest,2001,July,3.81e-06,1.19e-06,6.64e-07,1.71e-06,1.08e-06,6.18e-07,2.16e-07,9.26e-08,1.7e-07,0.0,0.0,1.08e-07,3.07e-06,1.68e-06,1.54e-08,5.00179902660335e-06
306,Midwest,2001,June,3.44e-06,7.56e-07,5.87e-07,1.5e-06,8.65e-07,5.25e-07,1.85e-07,1.39e-07,2.01e-07,0.0,0.0,3.09e-08,2.83e-06,1.3e-06,1.54e-08,4.19904284372183e-06
307,Midwest,2001,March,2.32e-06,8.65e-07,4.17e-07,9.42e-07,6.64e-07,4.48e-07,2.93e-07,1.24e-07,1.54e-07,0.0,0.0,0.0,1.74e-06,1.42e-06,1.54e-08,3.21103434913742e-06
308,Midwest,2001,May,3.35e-06,5.56e-07,5.09e-07,1.48e-06,7.26e-07,5.56e-07,2.47e-07,1.54e-07,1.08e-07,0.0,3.09e-08,4.63e-08,2.52e-06,1.31e-06,0.0,3.92116555321525e-06
309,Midwest,2001,November,3.21e-06,9.11e-07,4.63e-07,1.56e-06,1.02e-06,3.4e-07,2.16e-07,1.7e-07,2.01e-07,0.0,3.09e-08,4.63e-08,2.45e-06,1.56e-06,4.63e-08,4.13729234126998e-06
310,Midwest,2001,October,3.32e-06,9.26e-07,5.71e-07,1.33e-06,8.65e-07,5.56e-07,3.86e-07,1.08e-07,1.85e-07,0.0,3.09e-08,0.0,2.59e-06,1.51e-06,1.54e-08,4.2453557177808e-06
311,Midwest,2001,September,3.26e-06,8.95e-07,5.25e-07,1.56e-06,1.07e-06,4.79e-07,2.16e-07,7.72e-08,9.26e-08,0.0,4.63e-08,6.18e-08,2.33e-06,1.64e-06,3.09e-08,4.18360521841084e-06
312,Midwest,2002,April,2.8e-06,7.54e-07,3.38e-07,1.41e-06,7.38e-07,5.54e-07,1.85e-07,6.15e-08,1.54e-07,0.0,0.0,0.0,2.25e-06,1.26e-06,1.54e-08,3.55283996228114e-06
313,Midwest,2002,August,3.17e-06,9.84e-07,4.61e-07,1.51e-06,9.54e-07,4.61e-07,3.08e-07,9.23e-08,2e-07,0.0,0.0,1.54e-08,2.37e-06,1.74e-06,0.0,4.15266884022435e-06
314,Midwest,2002,December,3.2e-06,9.54e-07,4.92e-07,1.37e-06,8e-07,6.15e-07,2.61e-07,1.08e-07,1.69e-07,0.0,0.0,1.54e-08,2.55e-06,1.55e-06,4.61e-08,4.1834292858789e-06
315,Midwest,2002,February,2.48e-06,7.38e-07,3.54e-07,9.69e-07,6.31e-07,5.54e-07,1.69e-07,1.08e-07,2.15e-07,0.0,6.15e-08,4.61e-08,1.86e-06,1.18e-06,0.0,3.21447479533652e-06
316,Midwest,2002,January,2.97e-06,8.92e-07,3.38e-07,1.32e-06,9.38e-07,5.54e-07,2e-07,9.23e-08,2e-07,0.0,4.61e-08,0.0,2.29e-06,1.49e-06,0.0,3.86044456009131e-06
317,Midwest,2002,July,3.52e-06,9.07e-07,4.92e-07,1.83e-06,9.07e-07,6.31e-07,2.15e-07,4.61e-08,1.54e-07,0.0,1.54e-08,0.0,2.78e-06,1.58e-06,1.54e-08,4.46027325352449e-06
318,Midwest,2002,June,2.92e-06,9.38e-07,4.61e-07,1.41e-06,6.31e-07,7.07e-07,2.15e-07,4.61e-08,1.85e-07,0.0,6.15e-08,7.69e-08,2.45e-06,1.28e-06,0.0,3.87582478742031e-06
319,Midwest,2002,March,2.51e-06,8.15e-07,3.69e-07,1.15e-06,5.84e-07,4.92e-07,2.77e-07,9.23e-08,1.23e-07,0.0,0.0,0.0,1.86e-06,1.43e-06,1.54e-08,3.32213645188424e-06
320,Midwest,2002,May,2.74e-06,8.46e-07,3.54e-07,1.37e-06,7.07e-07,4.77e-07,2.46e-07,6.15e-08,1.23e-07,0.0,4.61e-08,3.08e-08,2.46e-06,1.02e-06,1.54e-08,3.58360042638669e-06
321,Midwest,2002,November,2.91e-06,8.77e-07,5.84e-07,1.29e-06,8.15e-07,4.15e-07,2e-07,7.69e-08,2e-07,0.0,1.54e-08,6.15e-08,2.26e-06,1.41e-06,0.0,3.78354341945394e-06
322,Midwest,2002,October,3.18e-06,9.23e-07,5.69e-07,1.29e-06,9.07e-07,6.31e-07,2.15e-07,7.69e-08,1.85e-07,0.0,3.08e-08,4.61e-08,2.55e-06,1.48e-06,0.0,4.10652817007942e-06
323,Midwest,2002,September,3.37e-06,9.54e-07,6e-07,1.54e-06,9.07e-07,7.23e-07,1.69e-07,7.69e-08,1.08e-07,0.0,0.0,7.69e-08,2.75e-06,1.46e-06,1.54e-08,4.32185127928202e-06
324,Midwest,2003,April,2.93e-06,9.04e-07,5.51e-07,1.46e-06,6.74e-07,4.44e-07,2.6e-07,3.06e-08,2.14e-07,0.0,0.0,4.6e-08,2.22e-06,1.5e-06,1.53e-08,3.82982823110429e-06
325,Midwest,2003,August,3.39e-06,8.12e-07,4.6e-07,1.49e-06,8.43e-07,5.67e-07,3.83e-07,1.07e-07,1.23e-07,0.0,3.06e-08,1.53e-08,2.44e-06,1.69e-06,3.06e-08,4.21281024743221e-06
326,Midwest,2003,December,3.45e-06,7.81e-07,4.6e-07,1.44e-06,9.5e-07,6.28e-07,2.91e-07,9.19e-08,1.23e-07,0.0,0.0,3.06e-08,2.41e-06,1.76e-06,7.66e-08,4.24344880258859e-06
327,Midwest,2003,February,2.1e-06,8.27e-07,3.37e-07,7.97e-07,5.97e-07,5.36e-07,2.6e-07,9.19e-08,9.19e-08,0.0,1.53e-08,1.53e-08,1.75e-06,1.1e-06,0.0,2.92599009096988e-06
328,Midwest,2003,January,2.41e-06,8.12e-07,4.14e-07,1.09e-06,6.43e-07,4.44e-07,2.3e-07,7.66e-08,1.38e-07,0.0,3.06e-08,0.0,1.93e-06,1.26e-06,0.0,3.21705669971736e-06
329,Midwest,2003,July,3.88e-06,9.04e-07,6.28e-07,1.75e-06,8.89e-07,7.97e-07,3.22e-07,7.66e-08,1.69e-07,0.0,6.13e-08,3.06e-08,2.77e-06,1.87e-06,3.06e-08,4.77962336265021e-06
330,Midwest,2003,June,2.73e-06,6.89e-07,5.06e-07,1.26e-06,5.67e-07,3.83e-07,2.3e-07,9.19e-08,1.53e-07,0.0,1.53e-08,7.66e-08,2.14e-06,1.15e-06,1.53e-08,3.43152677854788e-06
331,Midwest,2003,March,2.94e-06,6.89e-07,5.36e-07,1.27e-06,7.66e-07,5.06e-07,1.99e-07,9.19e-08,1.69e-07,0.0,1.53e-08,1.53e-08,2.1e-06,1.47e-06,4.6e-08,3.63067752465659e-06
332,Midwest,2003,May,2.83e-06,9.19e-07,4.6e-07,1.41e-06,7.35e-07,5.36e-07,3.68e-07,6.13e-08,7.66e-08,0.0,0.0,3.06e-08,2.54e-06,1.15e-06,6.13e-08,3.75323181032649e-06
333,Midwest,2003,November,2.8e-06,6.74e-07,3.22e-07,1.27e-06,7.2e-07,4.29e-07,2.76e-07,1.07e-07,1.53e-07,0.0,1.53e-08,1.53e-08,1.81e-06,1.62e-06,3.06e-08,3.49280393535264e-06
334,Midwest,2003,October,2.67e-06,6.43e-07,2.76e-07,1.29e-06,5.51e-07,5.67e-07,2.45e-07,4.6e-08,1.53e-07,0.0,6.13e-08,1.53e-08,2.11e-06,1.1e-06,1.53e-08,3.30897245345164e-06
335,Midwest,2003,September,3.28e-06,8.12e-07,6.13e-07,1.41e-06,8.27e-07,4.9e-07,2.45e-07,1.23e-07,2.6e-07,0.0,4.6e-08,1.53e-08,2.34e-06,1.67e-06,4.6e-08,4.1055752977696e-06
336,Midwest,2004,April,2.72e-06,8.39e-07,3.05e-07,1.4e-06,6.87e-07,4.43e-07,2.44e-07,4.58e-08,2.29e-07,0.0,1.53e-08,0.0,2.08e-06,1.45e-06,4.58e-08,3.5707515892807e-06
337,Midwest,2004,August,3.33e-06,7.48e-07,4.73e-07,1.4e-06,7.48e-07,7.32e-07,3.36e-07,1.68e-07,1.53e-07,0.0,1.53e-08,3.05e-08,2.46e-06,1.53e-06,4.58e-08,4.08957768236346e-06
338,Midwest,2004,December,2.49e-06,9.31e-07,5.65e-07,1.04e-06,5.65e-07,4.58e-07,2.44e-07,1.22e-07,1.83e-07,0.0,1.53e-08,1.53e-08,2.03e-06,1.34e-06,0.0,3.41815562819172e-06
339,Midwest,2004,February,2.29e-06,5.34e-07,2.29e-07,8.55e-07,6.87e-07,4.73e-07,1.22e-07,4.58e-08,2.75e-07,0.0,3.05e-08,1.53e-08,1.4e-06,1.34e-06,1.53e-08,2.82303115800651e-06
340,Midwest,2004,January,2.72e-06,7.63e-07,4.12e-07,1.13e-06,6.56e-07,5.65e-07,2.59e-07,4.58e-08,1.68e-07,0.0,0.0,3.05e-08,2.06e-06,1.37e-06,0.0,3.49445361153588e-06
341,Midwest,2004,July,3.24e-06,8.39e-07,5.65e-07,1.43e-06,7.63e-07,5.8e-07,2.59e-07,9.16e-08,2.59e-07,0.0,6.1e-08,3.05e-08,2.52e-06,1.43e-06,6.1e-08,4.08957768236346e-06
342,Midwest,2004,June,2.79e-06,7.94e-07,3.51e-07,1.05e-06,9.46e-07,5.49e-07,1.83e-07,1.22e-07,2.75e-07,0.0,0.0,1.53e-08,2.17e-06,1.39e-06,1.53e-08,3.66230915453499e-06
343,Midwest,2004,March,2.78e-06,8.85e-07,4.12e-07,1.08e-06,1.01e-06,5.8e-07,2.29e-07,1.07e-07,1.07e-07,0.0,1.53e-08,4.58e-08,2.26e-06,1.31e-06,1.53e-08,3.66230915453499e-06
344,Midwest,2004,May,2.67e-06,6.56e-07,3.36e-07,1.19e-06,5.34e-07,4.12e-07,3.97e-07,1.37e-07,1.22e-07,0.0,3.05e-08,1.53e-08,1.86e-06,1.36e-06,1.53e-08,3.32659804058333e-06
345,Midwest,2004,November,2.66e-06,8.55e-07,3.66e-07,1.11e-06,7.63e-07,5.34e-07,2.59e-07,9.16e-08,1.68e-07,0.0,7.63e-08,1.53e-08,1.85e-06,1.56e-06,1.53e-08,3.52497280328797e-06
346,Midwest,2004,October,2.33e-06,7.78e-07,3.66e-07,9.92e-07,4.43e-07,6.87e-07,2.44e-07,1.22e-07,1.22e-07,0.0,3.05e-08,4.58e-08,1.77e-06,1.25e-06,1.53e-08,3.12822323830409e-06
347,Midwest,2004,September,2.91e-06,7.78e-07,4.58e-07,1.14e-06,8.7e-07,5.19e-07,2.59e-07,1.22e-07,1.83e-07,0.0,4.58e-08,3.05e-08,2.15e-06,1.43e-06,7.63e-08,3.70808793424063e-06
348,Midwest,2005,April,2.71e-06,7.91e-07,4.56e-07,1.11e-06,7.76e-07,4.41e-07,2.28e-07,1.06e-07,2.28e-07,0.0,3.04e-08,1.52e-08,2.11e-06,1.28e-06,4.56e-08,3.51320178724919e-06
349,Midwest,2005,August,3.41e-06,8.67e-07,7e-07,1.31e-06,7e-07,7.15e-07,2.59e-07,1.83e-07,2.43e-07,0.0,1.52e-08,6.08e-08,2.48e-06,1.67e-06,1.52e-08,4.28884207702938e-06
350,Midwest,2005,December,2.81e-06,9.13e-07,3.95e-07,1.22e-06,5.93e-07,6.84e-07,2.28e-07,1.98e-07,1.83e-07,0.0,0.0,4.56e-08,2.25e-06,1.38e-06,1.52e-08,3.7261227110439e-06
351,Midwest,2005,February,2.45e-06,8.36e-07,3.95e-07,1.03e-06,6.69e-07,3.65e-07,3.04e-07,1.06e-07,1.06e-07,0.0,4.56e-08,4.56e-08,1.76e-06,1.4e-06,3.04e-08,3.28507217566879e-06
352,Midwest,2005,January,2.57e-06,7e-07,3.19e-07,1.05e-06,7e-07,5.48e-07,2.28e-07,7.6e-08,2.13e-07,0.0,6.08e-08,6.08e-08,1.9e-06,1.22e-06,0.0,3.30028081811915e-06
353,Midwest,2005,July,3.83e-06,7.3e-07,6.84e-07,1.64e-06,6.84e-07,7.91e-07,3.8e-07,6.08e-08,9.13e-08,0.0,3.04e-08,7.6e-08,2.92e-06,1.49e-06,1.52e-08,4.59301457543743e-06
354,Midwest,2005,June,3.36e-06,1.16e-06,7.45e-07,1.46e-06,8.82e-07,4.11e-07,5.63e-07,1.06e-07,1.83e-07,0.0,9.13e-08,1.52e-08,2.68e-06,1.66e-06,3.04e-08,4.51697145939823e-06
355,Midwest,2005,March,2.33e-06,6.54e-07,4.26e-07,9.13e-07,4.71e-07,5.17e-07,1.37e-07,1.98e-07,1.37e-07,0.0,1.52e-08,1.52e-08,1.89e-06,1.03e-06,1.52e-08,2.9808992794203e-06
356,Midwest,2005,May,3.15e-06,8.97e-07,6.24e-07,1.19e-06,8.97e-07,4.71e-07,3.8e-07,9.13e-08,1.67e-07,0.0,3.04e-08,1.52e-08,2.66e-06,1.31e-06,3.04e-08,4.04550401173226e-06
357,Midwest,2005,November,2.59e-06,6.39e-07,3.19e-07,1.2e-06,7e-07,3.95e-07,1.98e-07,9.13e-08,1.37e-07,0.0,4.56e-08,0.0,2.11e-06,1.03e-06,0.0,3.23944624715194e-06
358,Midwest,2005,October,3.29e-06,8.36e-07,4.41e-07,1.26e-06,8.52e-07,6.08e-07,3.65e-07,1.22e-07,2.28e-07,0.0,7.6e-08,3.04e-08,2.34e-06,1.54e-06,4.56e-08,4.13675579313e-06
359,Midwest,2005,September,3.03e-06,8.36e-07,5.17e-07,1.25e-06,7.15e-07,4.56e-07,3.35e-07,6.08e-08,4.56e-07,0.0,3.04e-08,3.04e-08,2.34e-06,1.38e-06,1.52e-08,3.9086263238007e-06
360,Midwest,2006,April,2.85e-06,1e-06,5.45e-07,1.23e-06,6.82e-07,5.76e-07,3.63e-07,7.57e-08,2.57e-07,0.0,3.03e-08,3.03e-08,2.32e-06,1.41e-06,3.03e-08,3.86195802115488e-06
361,Midwest,2006,August,2.95e-06,9.39e-07,4.85e-07,1.21e-06,7.12e-07,5.76e-07,4.09e-07,9.09e-08,1.51e-07,0.0,6.06e-08,3.03e-08,2.51e-06,1.24e-06,0.0,3.92253763583291e-06
362,Midwest,2006,December,3.41e-06,8.18e-07,6.97e-07,1.24e-06,6.36e-07,6.97e-07,4.39e-07,9.09e-08,2.27e-07,0.0,1.51e-08,3.03e-08,2.44e-06,1.65e-06,0.0,4.22543565506292e-06
363,Midwest,2006,February,2.07e-06,5.91e-07,3.79e-07,8.48e-07,4.24e-07,4.54e-07,2.88e-07,4.54e-08,1.36e-07,0.0,0.0,0.0,1.64e-06,9.84e-07,0.0,2.69579971998705e-06
364,Midwest,2006,January,2.71e-06,8.18e-07,4.69e-07,1.27e-06,5.91e-07,5.15e-07,2.73e-07,7.57e-08,2.57e-07,0.0,1.51e-08,3.03e-08,2.26e-06,1.2e-06,3.03e-08,3.55905989182817e-06
365,Midwest,2006,July,3.67e-06,8.94e-07,6.51e-07,1.64e-06,1.05e-06,4.69e-07,3.18e-07,7.57e-08,1.97e-07,0.0,1.51e-08,1.51e-08,2.88e-06,1.64e-06,1.51e-08,4.5737682638438e-06
366,Midwest,2006,June,3.27e-06,8.94e-07,5.76e-07,1.47e-06,6.82e-07,6.66e-07,3.48e-07,1.21e-07,7.57e-08,0.0,0.0,1.51e-08,2.7e-06,1.45e-06,0.0,4.18000095816053e-06
367,Midwest,2006,March,2.71e-06,7.12e-07,3.63e-07,1.32e-06,5.91e-07,4.24e-07,3.18e-07,7.57e-08,2.57e-07,0.0,3.03e-08,4.54e-08,2.01e-06,1.26e-06,0.0,3.4681904349618e-06
368,Midwest,2006,May,2.68e-06,9.84e-07,5.91e-07,1.15e-06,7.88e-07,4.85e-07,2.73e-07,6.06e-08,1.36e-07,0.0,4.54e-08,1.51e-08,2.2e-06,1.36e-06,1.51e-08,3.6802191544353e-06
369,Midwest,2006,November,2.79e-06,8.18e-07,5.6e-07,1.14e-06,6.82e-07,4.39e-07,3.94e-07,9.09e-08,1.67e-07,0.0,3.03e-08,1.51e-08,2.17e-06,1.36e-06,0.0,3.60449461694284e-06
370,Midwest,2006,October,2.82e-06,7.42e-07,4.69e-07,1e-06,7.88e-07,5.45e-07,4.24e-07,1.51e-07,1.51e-07,0.0,3.03e-08,1.51e-08,2.17e-06,1.3e-06,3.03e-08,3.5742048004291e-06
371,Midwest,2006,September,3.3e-06,9.39e-07,6.51e-07,1.23e-06,8.18e-07,6.21e-07,3.63e-07,1.06e-07,2.73e-07,0.0,3.03e-08,4.54e-08,2.7e-06,1.36e-06,3.03e-08,4.24058055357165e-06
372,Midwest,2007,April,2.53e-06,6.79e-07,4.68e-07,1.1e-06,7.09e-07,3.62e-07,2.11e-07,9.05e-08,1.81e-07,0.0,0.0,1.51e-08,1.83e-06,1.33e-06,0.0,3.24313904701658e-06
373,Midwest,2007,August,3.14e-06,8.3e-07,6.49e-07,1.43e-06,5.13e-07,5.73e-07,3.02e-07,9.05e-08,1.66e-07,0.0,0.0,9.05e-08,2.38e-06,1.43e-06,4.53e-08,3.96718725844313e-06
374,Midwest,2007,December,2.85e-06,7.24e-07,4.68e-07,1.04e-06,9.2e-07,5.43e-07,2.41e-07,9.05e-08,1.51e-07,0.0,1.51e-08,3.02e-08,2.11e-06,1.37e-06,4.53e-08,3.60516321814956e-06
375,Midwest,2007,February,1.95e-06,6.03e-07,3.02e-07,6.94e-07,4.83e-07,3.62e-07,2.56e-07,1.51e-07,9.05e-08,0.0,0.0,1.51e-08,1.46e-06,1.03e-06,3.02e-08,2.54925901902849e-06
376,Midwest,2007,January,2.65e-06,8.15e-07,3.32e-07,1.22e-06,6.79e-07,4.83e-07,2.56e-07,1.21e-07,2.26e-07,0.0,3.02e-08,4.53e-08,2.11e-06,1.24e-06,0.0,3.46940416941673e-06
377,Midwest,2007,July,3.09e-06,8.9e-07,4.53e-07,1.45e-06,7.24e-07,5.73e-07,3.02e-07,1.06e-07,1.81e-07,0.0,1.51e-08,1.51e-08,2.23e-06,1.66e-06,3.02e-08,3.99735592244061e-06
378,Midwest,2007,June,3.61e-06,7.84e-07,6.79e-07,1.52e-06,6.79e-07,6.79e-07,3.62e-07,9.05e-08,1.96e-07,0.0,0.0,0.0,2.58e-06,1.8e-06,1.51e-08,4.43480144979147e-06
379,Midwest,2007,March,3.11e-06,7.39e-07,4.98e-07,1.37e-06,7.84e-07,4.98e-07,2.87e-07,1.06e-07,1.36e-07,0.0,1.51e-08,1.51e-08,2.5e-06,1.3e-06,0.0,3.84651259290765e-06
380,Midwest,2007,May,2.52e-06,8.45e-07,3.92e-07,1.18e-06,5.73e-07,5.43e-07,3.02e-07,1.06e-07,1.51e-07,0.0,3.02e-08,0.0,2.13e-06,1.16e-06,0.0,3.39398246756443e-06
381,Midwest,2007,November,2.72e-06,7.69e-07,4.37e-07,1.12e-06,7.09e-07,5.13e-07,3.17e-07,1.21e-07,1.81e-07,0.0,0.0,6.03e-08,2.07e-06,1.27e-06,1.51e-08,3.51465718770884e-06
382,Midwest,2007,October,2.97e-06,1.07e-06,6.94e-07,1.18e-06,7.84e-07,4.68e-07,2.11e-07,7.54e-08,3.17e-07,0.0,1.51e-08,1.51e-08,2.43e-06,1.54e-06,3.02e-08,4.07277757878547e-06
383,Midwest,2007,September,3.36e-06,9.2e-07,5.88e-07,1.33e-06,9.65e-07,4.83e-07,3.17e-07,1.51e-07,2.56e-07,0.0,4.53e-08,4.53e-08,2.62e-06,1.54e-06,0.0,4.32921116767534e-06
384,Midwest,2008,April,2.62e-06,8.12e-07,5.71e-07,1.04e-06,7.37e-07,5.56e-07,3.16e-07,7.52e-08,9.02e-08,0.0,3.01e-08,1.5e-08,1.98e-06,1.37e-06,6.01e-08,3.45739623483612e-06
385,Midwest,2008,August,3.43e-06,7.37e-07,5.86e-07,1.32e-06,8.72e-07,5.41e-07,4.06e-07,1.05e-07,1.95e-07,0.0,1.5e-08,3.01e-08,2.65e-06,1.4e-06,3.01e-08,4.16390616852672e-06
386,Midwest,2008,December,2.35e-06,6.31e-07,3.61e-07,1.02e-06,5.11e-07,4.51e-07,2.1e-07,9.02e-08,1.35e-07,0.0,0.0,0.0,1.74e-06,1.19e-06,0.0,3.02146432468028e-06
387,Midwest,2008,February,2.19e-06,6.76e-07,3.46e-07,7.67e-07,3.76e-07,4.66e-07,3.76e-07,1.5e-07,9.02e-08,0.0,4.51e-08,0.0,1.49e-06,1.31e-06,6.01e-08,2.8711429323717e-06
388,Midwest,2008,January,2.36e-06,7.07e-07,3.76e-07,8.12e-07,6.91e-07,4.06e-07,2.41e-07,4.51e-08,1.8e-07,0.0,3.01e-08,1.5e-08,1.73e-06,1.28e-06,4.51e-08,3.0966250124719e-06
389,Midwest,2008,July,3.79e-06,9.62e-07,6.76e-07,1.79e-06,7.97e-07,5.56e-07,3.31e-07,1.95e-07,1.95e-07,0.0,3.01e-08,1.5e-08,2.77e-06,1.82e-06,0.0,4.75015871310513e-06
390,Midwest,2008,June,3.37e-06,5.71e-07,6.01e-07,1.46e-06,9.02e-07,4.06e-07,2.1e-07,6.01e-08,1.35e-07,0.0,1.5e-08,1.5e-08,2.54e-06,1.35e-06,1.5e-08,3.9384243290792e-06
391,Midwest,2008,March,2.66e-06,6.91e-07,6.31e-07,8.12e-07,7.52e-07,5.26e-07,1.95e-07,6.01e-08,1.65e-07,0.0,0.0,6.01e-08,1.74e-06,1.52e-06,1.5e-08,3.41229983924176e-06
392,Midwest,2008,May,2.74e-06,6.76e-07,3.31e-07,1.25e-06,6.76e-07,4.51e-07,2.1e-07,2.1e-07,1.8e-07,0.0,0.0,3.01e-08,2.15e-06,1.17e-06,0.0,3.41229983924176e-06
393,Midwest,2008,November,2.98e-06,7.82e-07,4.21e-07,1.17e-06,8.72e-07,5.11e-07,3.91e-07,3.01e-08,1.95e-07,0.0,0.0,0.0,2.15e-06,1.56e-06,3.01e-08,3.77307094771963e-06
394,Midwest,2008,October,2.72e-06,9.77e-07,4.81e-07,1.19e-06,6.76e-07,5.56e-07,2.56e-07,1.5e-07,2.25e-07,0.0,1.5e-08,4.51e-08,2.07e-06,1.49e-06,1.5e-08,3.72797456636106e-06
395,Midwest,2008,September,3.77e-06,9.77e-07,7.67e-07,1.55e-06,8.57e-07,7.67e-07,3.76e-07,1.2e-07,1.2e-07,0.0,3.01e-08,1.5e-08,3.04e-06,1.64e-06,4.51e-08,4.76519082508503e-06
396,Midwest,2009,April,2.61e-06,6.59e-07,4.64e-07,1.2e-06,6.14e-07,4.19e-07,1.8e-07,1.35e-07,8.99e-08,0.0,0.0,1.5e-08,1.98e-06,1.26e-06,4.49e-08,3.26598874539124e-06
397,Midwest,2009,August,3.27e-06,6.74e-07,5.09e-07,1.29e-06,9.44e-07,4.94e-07,3e-07,7.49e-08,1.8e-07,0.0,4.49e-08,0.0,2.4e-06,1.45e-06,1.5e-08,3.95514097089791e-06
398,Midwest,2009,December,2.88e-06,6.89e-07,4.79e-07,1.14e-06,7.79e-07,4.49e-07,3e-07,2.1e-07,1.05e-07,0.0,3e-08,4.49e-08,2.17e-06,1.3e-06,0.0,3.56562020606455e-06
399,Midwest,2009,February,2.07e-06,6.59e-07,3.45e-07,8.99e-07,5.84e-07,2.55e-07,1.5e-07,1.2e-07,1.8e-07,0.0,3e-08,0.0,1.5e-06,1.15e-06,1.5e-08,2.72665188953639e-06
400,Midwest,2009,January,2.4e-06,6.59e-07,3.15e-07,8.99e-07,4.79e-07,5.54e-07,3.6e-07,7.49e-08,1.65e-07,0.0,4.49e-08,4.49e-08,1.89e-06,1.08e-06,0.0,3.07122824772077e-06
401,Midwest,2009,July,3.37e-06,9.14e-07,6.74e-07,1.35e-06,7.64e-07,7.04e-07,2.55e-07,1.2e-07,1.8e-07,0.0,5.99e-08,7.49e-08,2.62e-06,1.5e-06,0.0,4.28473534569319e-06
402,Midwest,2009,June,3.15e-06,9.74e-07,5.84e-07,1.35e-06,7.34e-07,6.14e-07,3.3e-07,2.1e-07,8.99e-08,0.0,4.49e-08,3e-08,2.35e-06,1.66e-06,3e-08,4.13491973431363e-06
403,Midwest,2009,March,2.41e-06,7.94e-07,4.49e-07,9.29e-07,6.89e-07,3.45e-07,2.55e-07,1.2e-07,2.25e-07,0.0,0.0,1.5e-08,2.07e-06,1.11e-06,3e-08,3.22104401845798e-06
404,Midwest,2009,May,3.24e-06,8.54e-07,5.54e-07,1.36e-06,8.99e-07,5.39e-07,3e-07,1.05e-07,1.65e-07,0.0,0.0,4.49e-08,2.44e-06,1.6e-06,3e-08,4.10495660921113e-06
405,Midwest,2009,November,2.62e-06,8.54e-07,5.24e-07,1.11e-06,7.49e-07,5.24e-07,3.15e-07,1.05e-07,1.05e-07,0.0,1.5e-08,4.49e-08,1.89e-06,1.51e-06,1.5e-08,3.490712349313e-06
