,Region,Year,Month,Male,Female,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,AAPI,Native,Asian,Black,White,Hispanic,Total
1006,Northeast,2014,October,2.66e-06,6.78e-07,2.32e-07,1.27e-06,7.32e-07,3.57e-07,4.28e-07,1.25e-07,7.14e-08,0.0,0.0,1.61e-07,2.09e-06,1.09e-06,3.93e-07,3.33800818114097e-06
1007,Northeast,2014,September,2.45e-06,5.71e-07,3.03e-07,1.16e-06,6.07e-07,4.82e-07,1.96e-07,8.93e-08,1.07e-07,0.0,0.0,7.14e-08,1.71e-06,1.21e-06,3.93e-07,3.01670306545733e-06
1008,Northeast,2015,April,1.94e-06,4.64e-07,2.85e-07,6.96e-07,8.03e-07,2.5e-07,1.96e-07,7.14e-08,8.92e-08,0.0,1.78e-08,0.0,1.43e-06,9.81e-07,3.39e-07,2.44412156077278e-06
1009,Northeast,2015,August,2.96e-06,5.53e-07,3.03e-07,1.07e-06,7.85e-07,4.46e-07,4.46e-07,2.14e-07,1.43e-07,0.0,0.0,5.35e-08,1.96e-06,1.45e-06,4.46e-07,3.51453788156353e-06
1010,Northeast,2015,December,2.39e-06,6.6e-07,4.1e-07,1.09e-06,5.71e-07,3.39e-07,2.68e-07,1.78e-07,7.14e-08,0.0,0.0,5.35e-08,1.82e-06,1.16e-06,2.85e-07,3.05069094988374e-06
1011,Northeast,2015,February,1.43e-06,5.35e-07,2.14e-07,6.42e-07,2.68e-07,4.1e-07,1.78e-07,8.92e-08,1.78e-08,0.0,0.0,3.57e-08,1.11e-06,7.85e-07,2.14e-07,1.96243384253573e-06
1012,Northeast,2015,January,2.59e-06,6.24e-07,3.03e-07,1.05e-06,6.42e-07,3.92e-07,4.1e-07,1.43e-07,1.43e-07,0.0,0.0,5.35e-08,1.96e-06,1.16e-06,2.68e-07,3.21125337367649e-06
1013,Northeast,2015,July,2.98e-06,6.24e-07,3.21e-07,1.52e-06,8.74e-07,3.57e-07,3.03e-07,7.14e-08,8.92e-08,0.0,0.0,8.92e-08,2.35e-06,1.03e-06,5.17e-07,3.60373918972467e-06
1014,Northeast,2015,June,2.53e-06,5.35e-07,3.21e-07,1.23e-06,5.89e-07,3.75e-07,2.85e-07,1.07e-07,7.14e-08,0.0,0.0,3.57e-08,1.91e-06,1.12e-06,3.21e-07,3.06853122051649e-06
1015,Northeast,2015,March,1.84e-06,6.78e-07,2.14e-07,8.03e-07,5.53e-07,4.46e-07,1.78e-07,1.25e-07,1.07e-07,0.0,1.78e-08,5.35e-08,1.25e-06,1.14e-06,3.75e-07,2.51548268445754e-06
1016,Northeast,2015,May,2.75e-06,4.64e-07,3.39e-07,1.34e-06,5.89e-07,3.75e-07,3.21e-07,8.92e-08,1.25e-07,0.0,0.0,3.57e-08,2.05e-06,1.12e-06,3.75e-07,3.21125337367649e-06
1017,Northeast,2015,November,2.57e-06,4.64e-07,2.5e-07,1.2e-06,6.78e-07,4.1e-07,1.78e-07,1.07e-07,1.25e-07,0.0,0.0,3.57e-08,1.64e-06,1.36e-06,2.85e-07,3.03285067893272e-06
1018,Northeast,2015,October,2.34e-06,5.71e-07,3.75e-07,1.2e-06,5.53e-07,3.03e-07,1.96e-07,8.92e-08,8.92e-08,0.0,1.78e-08,1.78e-08,1.69e-06,1.18e-06,4.1e-07,2.90796877380793e-06
1019,Northeast,2015,September,2.89e-06,5.71e-07,3.03e-07,1.12e-06,9.1e-07,3.21e-07,4.1e-07,1.07e-07,1.07e-07,0.0,1.78e-08,7.14e-08,2.19e-06,1.18e-06,3.75e-07,3.46101709258109e-06
1020,Northeast,2016,April,2.41e-06,3.75e-07,2.85e-07,9.45e-07,6.42e-07,3.92e-07,1.96e-07,7.13e-08,2.14e-07,0.0,3.57e-08,5.35e-08,1.46e-06,1.18e-06,3.39e-07,2.78254144311168e-06
1021,Northeast,2016,August,3.25e-06,5.89e-07,3.75e-07,1.46e-06,7.67e-07,4.28e-07,3.39e-07,2.14e-07,8.92e-08,0.0,1.78e-08,1.25e-07,2.53e-06,1.14e-06,3.03e-07,3.83491086858768e-06
1022,Northeast,2016,December,2.19e-06,6.6e-07,3.39e-07,8.56e-07,8.03e-07,2.85e-07,2.32e-07,1.25e-07,1.25e-07,0.0,0.0,3.57e-08,1.62e-06,1.16e-06,3.21e-07,2.85388855787302e-06
1023,Northeast,2016,February,1.59e-06,4.64e-07,1.61e-07,7.31e-07,3.92e-07,1.61e-07,1.78e-07,1.61e-07,1.43e-07,0.0,0.0,3.57e-08,1.32e-06,6.96e-07,1.96e-07,2.05123322425744e-06
1024,Northeast,2016,January,2.14e-06,5.53e-07,2.85e-07,9.81e-07,6.24e-07,3.03e-07,1.61e-07,1.25e-07,1.07e-07,0.0,0.0,1.78e-08,1.68e-06,9.45e-07,3.03e-07,2.69335754255712e-06
1025,Northeast,2016,July,2.76e-06,7.13e-07,3.75e-07,1.36e-06,6.6e-07,3.03e-07,3.21e-07,1.61e-07,7.13e-08,0.0,0.0,7.13e-08,2.07e-06,1.27e-06,4.1e-07,3.47817559406438e-06
1026,Northeast,2016,June,2.76e-06,6.6e-07,2.32e-07,1.16e-06,7.49e-07,4.82e-07,3.92e-07,7.13e-08,1.96e-07,0.0,0.0,3.57e-08,2.16e-06,1.23e-06,3.03e-07,3.42466529204293e-06
1027,Northeast,2016,March,2.35e-06,4.99e-07,2.5e-07,1.02e-06,8.2e-07,1.43e-07,2.32e-07,1.07e-07,1.61e-07,0.0,0.0,3.57e-08,1.62e-06,1.16e-06,2.5e-07,2.85388855787302e-06
1028,Northeast,2016,May,2.41e-06,7.13e-07,2.68e-07,9.99e-07,8.2e-07,4.28e-07,1.78e-07,1.43e-07,1.96e-07,0.0,1.78e-08,5.35e-08,1.96e-06,1.07e-06,3.92e-07,3.13927696557022e-06
1029,Northeast,2016,November,2.48e-06,6.06e-07,2.14e-07,1.12e-06,6.78e-07,3.92e-07,2.68e-07,1.43e-07,1.25e-07,0.0,0.0,1.78e-08,1.61e-06,1.46e-06,3.92e-07,3.08576664541419e-06
1030,Northeast,2016,October,2.44e-06,7.31e-07,3.75e-07,9.81e-07,7.85e-07,4.28e-07,2.68e-07,1.43e-07,8.92e-08,0.0,1.78e-08,1.78e-08,1.68e-06,1.44e-06,4.82e-07,3.17495051097219e-06
1031,Northeast,2016,September,2.76e-06,7.31e-07,4.64e-07,1.34e-06,6.6e-07,3.21e-07,2.85e-07,1.96e-07,7.13e-08,0.0,1.78e-08,5.35e-08,2.09e-06,1.32e-06,4.64e-07,3.49601236099061e-06
1032,Northeast,2017,April,2.37e-06,6.06e-07,2.85e-07,1.11e-06,6.06e-07,3.03e-07,3.21e-07,7.13e-08,1.78e-07,0.0,1.78e-08,1.78e-08,1.75e-06,1.12e-06,5.17e-07,2.9777046681479e-06
1033,Northeast,2017,August,2.48e-06,7.49e-07,2.85e-07,1.18e-06,7.67e-07,3.57e-07,3.57e-07,7.13e-08,1.43e-07,0.0,1.78e-08,7.13e-08,1.66e-06,1.44e-06,2.85e-07,3.22733220147507e-06
1034,Northeast,2017,December,2.89e-06,5.17e-07,4.28e-07,1.19e-06,6.6e-07,3.57e-07,2.67e-07,2.14e-07,1.6e-07,0.0,0.0,3.57e-08,1.98e-06,1.41e-06,4.64e-07,3.42346807692963e-06
1035,Northeast,2017,February,2.01e-06,4.46e-07,3.03e-07,7.49e-07,3.74e-07,4.64e-07,2.14e-07,1.43e-07,1.43e-07,0.0,0.0,3.57e-08,1.25e-06,1.12e-06,3.39e-07,2.47844941432972e-06
1036,Northeast,2017,January,2.6e-06,6.6e-07,3.57e-07,1.14e-06,6.6e-07,4.1e-07,3.74e-07,3.57e-08,1.43e-07,0.0,1.78e-08,7.13e-08,1.62e-06,1.55e-06,6.24e-07,3.26299327264126e-06
1037,Northeast,2017,July,2.91e-06,1.07e-06,3.57e-07,1.32e-06,7.67e-07,5.53e-07,6.06e-07,5.35e-08,1.96e-07,0.0,0.0,3.57e-08,2.39e-06,1.46e-06,3.74e-07,3.97621442801746e-06
1038,Northeast,2017,June,2.32e-06,4.99e-07,3.03e-07,1.14e-06,5.71e-07,2.85e-07,2.14e-07,1.43e-07,3.57e-08,0.0,0.0,5.35e-08,1.85e-06,8.92e-07,2.85e-07,2.81722979232572e-06
1039,Northeast,2017,March,2.3e-06,3.92e-07,2.85e-07,8.56e-07,6.78e-07,3.39e-07,1.96e-07,8.92e-08,1.07e-07,0.0,0.0,5.35e-08,1.5e-06,1.09e-06,4.1e-07,2.69241598226493e-06
1040,Northeast,2017,May,2.28e-06,5.88e-07,3.74e-07,9.63e-07,6.42e-07,4.1e-07,3.03e-07,1.07e-07,5.35e-08,0.0,0.0,5.35e-08,1.68e-06,1.11e-06,3.74e-07,2.88855196241372e-06
1041,Northeast,2017,November,2.23e-06,7.67e-07,3.21e-07,9.81e-07,6.06e-07,3.39e-07,3.92e-07,2.14e-07,5.35e-08,0.0,3.57e-08,5.35e-08,1.52e-06,1.37e-06,3.21e-07,2.99553520834095e-06
1042,Northeast,2017,October,2.64e-06,5.71e-07,4.1e-07,1.11e-06,8.38e-07,4.46e-07,2.32e-07,8.92e-08,1.78e-08,0.0,0.0,8.92e-08,1.98e-06,1.14e-06,6.42e-07,3.22733220147507e-06
1043,Northeast,2017,September,2.51e-06,6.24e-07,2.32e-07,1.03e-06,7.49e-07,4.28e-07,3.57e-07,1.78e-07,1.78e-07,0.0,0.0,1.78e-08,1.87e-06,1.23e-06,5.35e-07,3.17384059256337e-06
1044,Northeast,2018,April,2.23e-06,8.02e-07,2.14e-07,1.21e-06,5.71e-07,3.39e-07,3.21e-07,8.92e-08,1.25e-07,0.0,0.0,3.57e-08,1.75e-06,1.23e-06,3.21e-07,3.04896376365044e-06
1045,Northeast,2018,August,2.5e-06,7.85e-07,2.85e-07,1.12e-06,7.13e-07,3.74e-07,3.21e-07,1.96e-07,1.6e-07,0.0,0.0,3.57e-08,1.8e-06,1.39e-06,5.35e-07,3.2985861164473e-06
1046,Northeast,2018,December,2.39e-06,4.46e-07,4.28e-07,8.92e-07,6.42e-07,4.28e-07,2.5e-07,1.07e-07,7.13e-08,0.0,1.78e-08,3.57e-08,1.59e-06,1.19e-06,4.81e-07,2.835001697563e-06
1047,Northeast,2018,February,1.94e-06,6.06e-07,3.57e-07,7.49e-07,4.28e-07,2.5e-07,2.5e-07,1.6e-07,1.43e-07,0.0,0.0,0.0,1.36e-06,1.18e-06,4.1e-07,2.54971887156677e-06
1048,Northeast,2018,January,2.07e-06,6.78e-07,2.32e-07,9.81e-07,5.53e-07,3.57e-07,3.57e-07,1.78e-07,1.78e-08,0.0,0.0,5.35e-08,1.52e-06,1.12e-06,2.85e-07,2.74585082318185e-06
1049,Northeast,2018,July,2.62e-06,6.6e-07,3.57e-07,1.02e-06,6.06e-07,5.53e-07,2.14e-07,2.14e-07,1.78e-07,0.0,0.0,5.35e-08,1.89e-06,1.3e-06,4.46e-07,3.28075595047269e-06
1050,Northeast,2018,June,2.6e-06,6.95e-07,4.1e-07,1.07e-06,7.67e-07,2.67e-07,3.21e-07,2.5e-07,1.25e-07,0.0,0.0,8.92e-08,2e-06,1.16e-06,4.1e-07,3.2985861164473e-06
1051,Northeast,2018,March,1.89e-06,8.02e-07,1.25e-07,8.02e-07,8.02e-07,3.21e-07,3.57e-07,7.13e-08,1.6e-07,0.0,0.0,3.57e-08,1.41e-06,1.18e-06,2.32e-07,2.69236029473817e-06
1052,Northeast,2018,May,2.8e-06,7.31e-07,3.74e-07,1.23e-06,7.13e-07,3.39e-07,4.46e-07,1.25e-07,8.92e-08,0.0,1.78e-08,1.78e-08,2.16e-06,1.28e-06,4.1e-07,3.53037824518701e-06
1053,Northeast,2018,November,2.12e-06,6.6e-07,3.03e-07,9.81e-07,5.88e-07,4.1e-07,1.43e-07,1.78e-07,1.25e-07,0.0,0.0,3.57e-08,1.41e-06,1.3e-06,4.64e-07,2.78151117388806e-06
1054,Northeast,2018,October,2.16e-06,4.99e-07,2.67e-07,8.56e-07,5.88e-07,2.67e-07,2.14e-07,1.78e-07,2.14e-07,0.0,0.0,3.57e-08,1.36e-06,1.25e-06,4.28e-07,2.67453011795445e-06
1055,Northeast,2018,September,2.48e-06,4.81e-07,2.67e-07,1.03e-06,7.49e-07,4.99e-07,1.78e-07,8.92e-08,8.92e-08,0.0,0.0,1.78e-08,1.85e-06,1.05e-06,3.74e-07,2.95981290834419e-06
1056,Northeast,2019,April,1.8e-06,3.93e-07,3.04e-07,6.79e-07,4.82e-07,1.79e-07,2.32e-07,7.14e-08,1.43e-07,0.0,0.0,3.57e-08,1.23e-06,8.93e-07,4.64e-07,2.19631108828716e-06
1057,Northeast,2019,August,2.54e-06,7.68e-07,3.04e-07,1.23e-06,8.75e-07,3.21e-07,2.5e-07,1.25e-07,1.61e-07,0.0,0.0,5.36e-08,1.93e-06,1.27e-06,7.5e-07,3.30339289798469e-06
1058,Northeast,2019,December,1.59e-06,4.82e-07,2.86e-07,5.54e-07,4.46e-07,1.61e-07,2.32e-07,1.07e-07,1.25e-07,0.0,0.0,7.14e-08,1.02e-06,9.46e-07,3.21e-07,2.0713179038548e-06
1059,Northeast,2019,February,2.02e-06,6.43e-07,3.04e-07,6.43e-07,5.36e-07,3.57e-07,2.5e-07,1.25e-07,2.68e-07,0.0,0.0,8.93e-08,1.52e-06,1e-06,2.86e-07,2.66057135129967e-06
1060,Northeast,2019,January,2.27e-06,6.61e-07,2.14e-07,9.82e-07,6.61e-07,3.21e-07,3.04e-07,1.79e-07,1.79e-07,0.0,3.57e-08,8.93e-08,1.57e-06,1.23e-06,3.21e-07,2.92841371250656e-06
1061,Northeast,2019,July,1.95e-06,5.18e-07,2.68e-07,8.39e-07,6.07e-07,2.68e-07,1.25e-07,1.43e-07,8.93e-08,0.0,0.0,8.93e-08,1.36e-06,9.46e-07,5.36e-07,2.48200973730644e-06
1062,Northeast,2019,June,2.2e-06,5.71e-07,2.68e-07,9.46e-07,6.43e-07,4.11e-07,8.93e-08,1.25e-07,1.61e-07,0.0,0.0,5.36e-08,1.84e-06,8.75e-07,3.75e-07,2.76770830447999e-06
1063,Northeast,2019,March,2.11e-06,4.64e-07,1.25e-07,9.29e-07,5.18e-07,4.46e-07,1.79e-07,1.25e-07,7.14e-08,0.0,1.79e-08,1.79e-08,1.52e-06,1e-06,3.39e-07,2.57129054828859e-06
1064,Northeast,2019,May,2.46e-06,7.14e-07,1.79e-07,9.29e-07,8.21e-07,5.36e-07,3.57e-07,1.43e-07,1.07e-07,0.0,0.0,5.36e-08,1.84e-06,1.29e-06,4.46e-07,3.1783998517079e-06
1065,Northeast,2019,November,1.39e-06,4.82e-07,1.61e-07,6.07e-07,3.93e-07,2.68e-07,2.14e-07,3.57e-08,1.25e-07,0.0,1.79e-08,1.79e-08,9.82e-07,8.04e-07,3.93e-07,1.8749000108799e-06
1066,Northeast,2019,October,2.39e-06,7.86e-07,2.32e-07,1.12e-06,6.79e-07,3.75e-07,2.68e-07,1.96e-07,1.43e-07,0.0,0.0,5.36e-08,1.82e-06,1.21e-06,6.25e-07,3.19625600219598e-06
1067,Northeast,2019,September,2.25e-06,6.25e-07,1.79e-07,1e-06,9.11e-07,2.32e-07,2.32e-07,1.43e-07,8.93e-08,0.0,0.0,8.93e-08,1.62e-06,1.11e-06,6.07e-07,2.87484524595994e-06
1068,Northeast,2020,April,1.7e-06,4.48e-07,1.07e-07,6.8e-07,5.91e-07,2.86e-07,1.79e-07,1.97e-07,5.37e-08,0.0,1.79e-08,3.58e-08,1.43e-06,6.45e-07,3.94e-07,2.16652019224216e-06
1069,Northeast,2020,August,3.44e-06,5.73e-07,3.76e-07,1.63e-06,1.07e-06,4.3e-07,1.25e-07,1.79e-07,1.43e-07,0.0,0.0,1.79e-08,2.78e-06,1.16e-06,7.16e-07,4.01074442620613e-06
1070,Northeast,2020,December,1.65e-06,4.48e-07,2.69e-07,6.45e-07,3.4e-07,2.69e-07,3.22e-07,1.61e-07,5.37e-08,0.0,0.0,8.95e-08,1.18e-06,7.7e-07,4.3e-07,2.09489976515556e-06
1071,Northeast,2020,February,1.32e-06,2.86e-07,2.15e-07,3.76e-07,3.4e-07,2.33e-07,2.51e-07,8.95e-08,1.79e-08,0.0,0.0,1.79e-08,8.06e-07,7.52e-07,3.76e-07,1.61146174726466e-06
1072,Northeast,2020,January,1.59e-06,3.04e-07,1.25e-07,6.98e-07,4.12e-07,8.95e-08,1.97e-07,1.43e-07,1.43e-07,0.0,0.0,0.0,1.06e-06,8.24e-07,3.22e-07,1.8979435637744e-06
1073,Northeast,2020,July,2.88e-06,3.58e-07,3.58e-07,1.29e-06,8.06e-07,4.66e-07,1.25e-07,1.07e-07,5.37e-08,0.0,0.0,0.0,2.18e-06,9.85e-07,6.62e-07,3.25873107151437e-06
1074,Northeast,2020,June,2.27e-06,4.3e-07,2.86e-07,1.04e-06,7.7e-07,2.15e-07,1.61e-07,1.07e-07,7.16e-08,0.0,0.0,0.0,1.9e-06,7.88e-07,5.55e-07,2.70367323277757e-06
1075,Northeast,2020,March,1.75e-06,4.66e-07,1.79e-07,6.45e-07,4.83e-07,3.22e-07,2.69e-07,1.25e-07,1.43e-07,0.0,1.79e-08,1.79e-08,1e-06,1.11e-06,3.76e-07,2.22023550941293e-06
1076,Northeast,2020,May,1.9e-06,3.58e-07,1.79e-07,7.52e-07,5.73e-07,2.51e-07,1.79e-07,1.61e-07,1.07e-07,0.0,0.0,3.58e-08,1.18e-06,1e-06,5.37e-07,2.27395082347633e-06
1077,Northeast,2020,November,2.38e-06,4.48e-07,3.22e-07,9.49e-07,7.7e-07,3.58e-07,2.15e-07,1.25e-07,5.37e-08,0.0,0.0,0.0,1.93e-06,8.59e-07,5.55e-07,2.84691399484214e-06
1078,Northeast,2020,October,3.35e-06,6.98e-07,5.37e-07,1.47e-06,8.95e-07,4.66e-07,2.51e-07,2.33e-07,1.07e-07,0.0,0.0,5.37e-08,2.65e-06,1.22e-06,8.59e-07,4.04655457178388e-06
1079,Northeast,2020,September,3.1e-06,4.66e-07,3.22e-07,1.49e-06,8.95e-07,3.94e-07,1.97e-07,7.16e-08,1.61e-07,0.0,1.79e-08,7.16e-08,2.4e-06,1.02e-06,6.62e-07,3.56311749761846e-06
1080,South,1976,April,6.68e-06,1.88e-06,8.35e-07,2.14e-06,1.84e-06,1.56e-06,1.02e-06,5.66e-07,4.39e-07,0.0,8.49e-08,4.24e-08,4.47e-06,3.96e-06,0.0,8.55979890741545e-06
1081,South,1976,August,6.81e-06,1.94e-06,7.07e-07,2.86e-06,1.91e-06,1.4e-06,9.2e-07,4.1e-07,3.4e-07,0.0,5.66e-08,1.41e-08,4.19e-06,4.46e-06,0.0,8.74372766660627e-06
1082,South,1976,December,7.05e-06,1.9e-06,9.9e-07,2.59e-06,1.91e-06,1.34e-06,7.78e-07,4.67e-07,6.65e-07,0.0,1.41e-08,4.24e-08,4.5e-06,4.39e-06,0.0,8.99839820025221e-06
1083,South,1976,February,7.33e-06,2.26e-06,7.92e-07,3.11e-06,1.75e-06,1.68e-06,9.9e-07,5.38e-07,4.24e-07,0.0,1.41e-08,7.07e-08,5.04e-06,4.47e-06,0.0,9.5926291936483e-06
1084,South,1976,January,7.17e-06,1.97e-06,9.48e-07,2.48e-06,1.75e-06,1.58e-06,1.1e-06,5.8e-07,5.09e-07,0.0,1.41e-08,0.0,5.07e-06,3.96e-06,0.0,9.18232687877203e-06
1085,South,1976,July,8.33e-06,2.25e-06,8.91e-07,3.21e-06,2.18e-06,1.84e-06,1.02e-06,6.23e-07,5.8e-07,0.0,7.07e-08,1.41e-08,5.83e-06,4.67e-06,0.0,1.05830133976565e-05
1086,South,1976,June,5.6e-06,1.81e-06,6.65e-07,2.29e-06,1.47e-06,1.22e-06,7.78e-07,3.11e-07,4.67e-07,0.0,1.41e-08,0.0,3.92e-06,3.41e-06,0.0,7.41378049183866e-06
1087,South,1976,March,6.64e-06,1.7e-06,6.37e-07,2.56e-06,1.91e-06,1.19e-06,8.63e-07,5.94e-07,4.1e-07,0.0,1.41e-08,1.41e-08,4.54e-06,3.76e-06,0.0,8.34757337379944e-06
1088,South,1976,May,6.73e-06,1.78e-06,6.79e-07,2.28e-06,1.92e-06,1.6e-06,9.2e-07,5.52e-07,2.69e-07,0.0,0.0,1.41e-08,4.71e-06,3.72e-06,0.0,8.53150217202464e-06
1089,South,1976,November,6.4e-06,1.81e-06,8.35e-07,2.49e-06,1.67e-06,1.27e-06,7.64e-07,5.23e-07,4.1e-07,0.0,5.66e-08,8.49e-08,4.39e-06,3.66e-06,0.0,8.2060896599221e-06
1090,South,1976,October,6.42e-06,1.98e-06,8.21e-07,2.79e-06,1.54e-06,1.19e-06,8.91e-07,5.52e-07,3.96e-07,0.0,5.66e-08,8.49e-08,4.56e-06,3.66e-06,0.0,8.40416685396748e-06
1091,South,1976,September,6.25e-06,1.84e-06,6.93e-07,2.33e-06,1.75e-06,1.29e-06,9.2e-07,3.82e-07,4.24e-07,0.0,1.41e-08,1.41e-08,4.16e-06,3.88e-06,0.0,8.13534779536579e-06
1092,South,1977,April,6.71e-06,1.74e-06,7.66e-07,2.62e-06,1.68e-06,1.41e-06,8.77e-07,4.6e-07,4.6e-07,0.0,0.0,0.0,4.41e-06,4.02e-06,0.0,8.46607114085191e-06
1093,South,1977,August,7.34e-06,2.13e-06,9.33e-07,2.73e-06,2.12e-06,1.43e-06,8.77e-07,5.85e-07,4.04e-07,0.0,2.78e-08,2.78e-08,4.61e-06,4.78e-06,0.0,9.48255183669187e-06
1094,South,1977,December,7.23e-06,2.01e-06,9.33e-07,3.05e-06,1.77e-06,1.28e-06,9.75e-07,3.76e-07,5.01e-07,0.0,5.57e-08,1.39e-08,4.87e-06,4.26e-06,0.0,9.23191285696196e-06
1095,South,1977,February,6.7e-06,2.19e-06,7.1e-07,2.65e-06,1.75e-06,1.6e-06,6.41e-07,5.99e-07,6.41e-07,0.0,6.96e-08,1.39e-08,4.33e-06,4.46e-06,0.0,8.8838030587515e-06
1096,South,1977,January,6.21e-06,1.7e-06,7.94e-07,2.2e-06,1.8e-06,1.2e-06,7.38e-07,4.18e-07,4.46e-07,0.0,4.18e-08,2.78e-08,3.87e-06,3.97e-06,0.0,7.92301938670488e-06
1097,South,1977,July,7.45e-06,2.41e-06,8.77e-07,3.3e-06,1.96e-06,1.49e-06,9.89e-07,4.32e-07,4.46e-07,0.0,1.11e-07,1.39e-08,5.05e-06,4.65e-06,0.0,9.85851018849947e-06
1098,South,1977,June,6.17e-06,2.05e-06,7.38e-07,2.45e-06,2.05e-06,1.13e-06,7.94e-07,3.76e-07,3.48e-07,0.0,4.18e-08,0.0,3.98e-06,4.19e-06,0.0,8.21543190635215e-06
1099,South,1977,March,6.36e-06,1.94e-06,7.8e-07,2.44e-06,1.73e-06,1.34e-06,9.05e-07,4.6e-07,4.18e-07,0.0,5.57e-08,0.0,4.36e-06,3.86e-06,0.0,8.31290272715944e-06
1100,South,1977,May,7.24e-06,1.92e-06,8.63e-07,2.77e-06,2.12e-06,1.36e-06,8.91e-07,5.57e-07,4.32e-07,0.0,4.18e-08,1.39e-08,4.61e-06,4.47e-06,0.0,9.17621529745378e-06
1101,South,1977,November,6.34e-06,1.91e-06,7.94e-07,2.46e-06,1.74e-06,1.1e-06,9.33e-07,5.43e-07,3.76e-07,0.0,6.96e-08,2.78e-08,3.91e-06,4.19e-06,0.0,8.2432807133617e-06
1102,South,1977,October,7.76e-06,1.95e-06,8.08e-07,3.23e-06,2.09e-06,1.48e-06,8.49e-07,7.1e-07,3.9e-07,0.0,5.57e-08,2.78e-08,4.83e-06,4.76e-06,0.0,9.70534198808454e-06
1103,South,1977,September,6.88e-06,2.41e-06,7.66e-07,2.98e-06,1.84e-06,1.35e-06,1.04e-06,6.54e-07,4.73e-07,0.0,2.78e-08,0.0,4.6e-06,4.66e-06,0.0,9.30153480215121e-06
1104,South,1978,April,6.52e-06,1.86e-06,5.48e-07,2.63e-06,1.89e-06,1.3e-06,9.32e-07,4.38e-07,3.7e-07,0.0,2.74e-08,2.74e-08,4.14e-06,4.17e-06,0.0,8.38535082509331e-06
1105,South,1978,August,7.76e-06,2.03e-06,9.87e-07,3.4e-06,2.27e-06,1.37e-06,8.49e-07,3.7e-07,3.56e-07,0.0,2.74e-08,4.11e-08,4.88e-06,4.82e-06,0.0,9.81030541344148e-06
1106,South,1978,December,8.59e-06,2.25e-06,8.08e-07,3.4e-06,2.58e-06,1.56e-06,1.11e-06,6.03e-07,5.75e-07,0.0,2.74e-08,0.0,5.41e-06,5.4e-06,0.0,1.08790200223025e-05
1107,South,1978,February,6.36e-06,2.08e-06,6.44e-07,2.64e-06,1.92e-06,1.07e-06,9.18e-07,5.07e-07,3.97e-07,0.0,4.11e-08,4.11e-08,4.23e-06,4.1e-06,0.0,8.44015680829393e-06
1108,South,1978,January,6.62e-06,1.88e-06,8.08e-07,2.62e-06,2.01e-06,1.16e-06,8.63e-07,4.11e-07,4.11e-07,0.0,5.48e-08,1.37e-08,4.22e-06,4.1e-06,0.0,8.49496278849085e-06
1109,South,1978,July,7.25e-06,2.3e-06,8.36e-07,3.26e-06,2.07e-06,1.3e-06,9.18e-07,5.89e-07,3.15e-07,0.0,1.37e-08,4.11e-08,4.55e-06,4.88e-06,0.0,9.59108176276399e-06
1110,South,1978,June,7.19e-06,2.04e-06,8.63e-07,2.99e-06,1.84e-06,1.42e-06,8.91e-07,5.07e-07,4.8e-07,0.0,2.74e-08,1.37e-08,4.38e-06,4.82e-06,0.0,9.24854471238239e-06
1111,South,1978,March,6.69e-06,2.25e-06,7.95e-07,2.93e-06,2e-06,1.33e-06,6.58e-07,6.3e-07,3.7e-07,0.0,0.0,0.0,4.51e-06,4.44e-06,0.0,8.94711201106087e-06
1112,South,1978,May,7.67e-06,2.15e-06,8.63e-07,3.07e-06,2.26e-06,1.33e-06,1.08e-06,3.84e-07,4.66e-07,0.0,2.74e-08,1.37e-08,4.77e-06,4.97e-06,0.0,9.83770836636926e-06
1113,South,1978,November,6.82e-06,1.88e-06,8.22e-07,3.17e-06,1.99e-06,1.03e-06,7.4e-07,4.25e-07,3.97e-07,0.0,1.37e-08,1.37e-08,4.25e-06,4.43e-06,0.0,8.7552911537401e-06
1114,South,1978,October,7e-06,1.88e-06,7.26e-07,2.78e-06,1.85e-06,1.34e-06,9.32e-07,5.48e-07,5.07e-07,0.0,0.0,1.37e-08,4.14e-06,4.67e-06,0.0,8.87860456620996e-06
1115,South,1978,September,7.63e-06,1.95e-06,9.18e-07,2.84e-06,2.06e-06,1.36e-06,1.07e-06,6.44e-07,4.8e-07,0.0,1.37e-08,4.11e-08,5.41e-06,4.08e-06,0.0,9.60478324243646e-06
1116,South,1979,April,6.92e-06,1.94e-06,8.89e-07,3.02e-06,1.83e-06,1.2e-06,8.89e-07,4.31e-07,3.9e-07,0.0,6.73e-08,1.35e-08,4.17e-06,4.59e-06,0.0,8.85883240535172e-06
1117,South,1979,August,8.15e-06,2.17e-06,1.1e-06,3.33e-06,2.17e-06,1.41e-06,8.75e-07,6.06e-07,5.52e-07,0.0,9.42e-08,0.0,5.21e-06,4.98e-06,0.0,1.03532477651784e-05
1118,South,1979,December,8.54e-06,2.67e-06,1.13e-06,3.57e-06,2.67e-06,1.36e-06,1.01e-06,6.73e-07,5.92e-07,0.0,1.35e-08,0.0,5.67e-06,5.44e-06,0.0,1.1201428462364e-05
1119,South,1979,February,7.26e-06,2.14e-06,9.56e-07,2.77e-06,2.17e-06,1.28e-06,8.48e-07,4.71e-07,6.73e-07,0.0,1.35e-08,1.35e-08,4.69e-06,4.62e-06,0.0,9.41082392455179e-06
