"","Region","Year","Month","referenceSex_male","referenceSex_female","referenceSex_unknown","reference_age_10s","reference_age_20s","reference_age_30s","reference_age_40s","reference_age_50s","reference_age_60s","reference_age_70sOlder","reference_age_Unknown","reference_raceAAPI","reference_raceAmericanIndian","reference_raceAsian","reference_raceBlack","reference_raceWhite","reference_raceUnknown","reference_hispanic_yes","reference_hispanic_unknown","offernderRelation_boyfriend_girlfriend_yes","offernderRelation_child_yes","offernderRelation_employee_yes","offernderRelation_exspouse_yes","offernderRelation_friend_yes","offernderRelation_otherRelative_yes","offernderRelation_parent_yes","offernderRelation_sibling_yes","offernderRelation_spouse_yes","offernderRelation_suporvisor_yes","Total"
"1242","South",1989,"July",6.49347475438158e-06,1.5466314488093e-06,0,6.72962069449955e-07,2.53836333285841e-06,2.21959247743611e-06,1.26327930125755e-06,4.95866831888526e-07,3.42384267388477e-07,3.77803322757169e-07,5.90317786104496e-08,0,2.36127119511678e-08,1.0625719894538e-07,4.27389176343472e-06,3.60093211727031e-06,3.5419067495622e-08,5.9031762906872e-07,4.3093106795534e-06,3.0696521054323e-07,1.29869908387527e-07,1.18063560452789e-08,2.36127119511678e-08,2.24320740136427e-07,1.0625719894538e-07,1.5348261705007e-07,1.5348261705007e-07,6.72962069449955e-07,2.36127119511678e-08,8.04009616021898e-06
"1243","South",1989,"June",5.46632791885284e-06,1.45218074195367e-06,0,6.72962069449955e-07,2.29043045416328e-06,1.52301877282071e-06,1.02715245026263e-06,4.48641429953071e-07,2.71546152665518e-07,5.19479532130936e-07,1.88901679331526e-07,0,4.72254231227308e-08,3.5419067495622e-08,3.6717699959242e-06,3.15229210156353e-06,1.18063560452789e-08,7.43800155737374e-07,3.55370686197259e-06,1.77095325377097e-07,1.29869908387527e-07,0,2.36127119511678e-08,1.65288971283279e-07,1.0625719894538e-07,1.77095325377097e-07,1.0625719894538e-07,5.31285881821012e-07,0,6.91850072273783e-06
"1244","South",1989,"March",5.63161598661494e-06,1.78275817714133e-06,1.18063560452789e-08,8.0283189021795e-07,2.36126842565039e-06,1.8772088527737e-06,9.32701694341822e-07,3.30577915246118e-07,3.6599697103298e-07,4.95866831888526e-07,1.77095325377097e-07,0,2.36127119511678e-08,5.90317786104496e-08,3.88428360244398e-06,3.42383739823772e-06,3.5419067495622e-08,6.02123978144501e-07,3.62454474397182e-06,2.59739799686819e-07,3.0696521054323e-07,0,1.18063560452789e-08,3.0696521054323e-07,1.88901679331526e-07,1.29869908387527e-07,1.18063553736149e-07,6.02123978144501e-07,0,7.42617039227098e-06
"1245","South",1989,"May",5.34826499655013e-06,1.71192016445168e-06,0,8.26444583212088e-07,2.27862412502022e-06,2.03069118170513e-06,6.25736675877893e-07,4.25028728037982e-07,3.18771562964369e-07,2.24320740136427e-07,1.18063553736149e-07,0,2.36127119511678e-08,4.72254231227308e-08,3.96692777037566e-06,2.95158466104483e-06,7.08381339587783e-08,6.13930327080892e-07,3.69538262117508e-06,4.13222377093397e-07,2.36127093533296e-07,0,1.18063560452789e-08,2.59739799686819e-07,2.0070803292452e-07,8.26444891677171e-08,1.18063553736149e-07,6.25736675877893e-07,0,7.06017600523144e-06
"1246","South",1989,"November",5.84412917641919e-06,1.93624052056928e-06,0,8.73669967305641e-07,2.63281393712339e-06,1.8772088527737e-06,9.44508039375298e-07,4.36835079065222e-07,3.42384267388477e-07,3.30577915246118e-07,1.65288971283279e-07,0,3.5419067495622e-08,1.18063553736149e-07,4.12040977857253e-06,3.48286897473331e-06,2.36127119511678e-08,7.20187460791779e-07,3.76622049336035e-06,4.36835079065222e-07,3.30577915246118e-07,0,1.18063560452789e-08,2.47933446790775e-07,9.44508440152212e-08,8.26444891677171e-08,7.08381339587783e-08,5.07673182079426e-07,0,7.78035838139277e-06
"1247","South",1989,"October",5.87954803714386e-06,1.61746947320768e-06,0,7.55606502779042e-07,2.53836333285841e-06,2.00707851736853e-06,9.68120728802036e-07,3.6599697103298e-07,2.95158858204745e-07,4.01416025787378e-07,1.18063553736149e-07,0,2.36127119511678e-08,3.5419067495622e-08,4.43918002829239e-06,2.98700362399823e-06,1.18063560452789e-08,7.20187460791779e-07,3.89608991240807e-06,2.36127093533296e-07,1.5348261705007e-07,1.18063560452789e-08,1.18063560452789e-08,2.59739799686819e-07,5.90317786104496e-08,4.72254231227308e-08,5.90317786104496e-08,4.60447780701531e-07,0,7.49700800017568e-06
"1248","South",1989,"September",6.56431242835623e-06,1.78275817714133e-06,0,7.08381113109896e-07,2.90435937485945e-06,2.10152917181369e-06,1.03895879418098e-06,4.48641429953071e-07,3.42384267388477e-07,4.72254131088556e-07,1.77095325377097e-07,0,4.72254231227308e-08,3.5419067495622e-08,4.54543675554401e-06,3.6717699959242e-06,4.72254231227308e-08,7.79219196888298e-07,4.08499085576317e-06,3.30577915246118e-07,3.0696521054323e-07,0,3.5419067495622e-08,3.0696521054323e-07,1.77095325377097e-07,9.44508440152212e-08,1.5348261705007e-07,7.31993808334271e-07,1.18063560452789e-08,8.34705890296475e-06
"1249","South",1990,"April",5.57131641087505e-06,1.78329084787611e-06,0,8.50851585590422e-07,2.33109850925943e-06,2.0280560103094e-06,7.92574102898721e-07,3.96287129860052e-07,3.03043113537716e-07,4.19598132582129e-07,1.16555054587656e-07,0,2.33110119599288e-08,0,4.10272974188885e-06,3.19360358039488e-06,3.4966517736117e-08,6.06086135240332e-07,3.75306593141673e-06,2.44765598699063e-07,1.16555054587656e-07,1.16555060478898e-08,3.4966517736117e-08,2.91387610886096e-07,1.98143584560462e-07,1.16555054587656e-07,8.15885394823616e-08,5.94430635898785e-07,0,7.35459732351013e-06
"1250","South",1990,"August",7.42452984365435e-06,2.06302245713154e-06,0,1.28210485261925e-06,3.18194811143414e-06,2.08633342100038e-06,1.34038230678234e-06,5.36153138263515e-07,3.14698616053486e-07,4.89531137709986e-07,1.28210559277038e-07,0,4.66220233764544e-08,8.15885394823616e-08,5.33820755967143e-06,3.98617515190911e-06,3.4966517736117e-08,8.27540592921293e-07,4.83702334586428e-06,3.38009620677473e-07,2.44765598699063e-07,0,1.04899549762424e-07,1.98143584560462e-07,1.63177072530079e-07,1.16555054587656e-07,1.39866063830569e-07,6.52708130359833e-07,0,9.48753698388675e-06
"1251","South",1990,"December",8.01895606620284e-06,2.24951015308906e-06,2.33110119599288e-08,1.22382739483786e-06,3.15863717310513e-06,2.87890587032764e-06,1.21217190291844e-06,6.17741634223983e-07,4.42909134982847e-07,5.01186638052145e-07,1.63177072530079e-07,0,3.4966517736117e-08,8.15885394823616e-08,5.61793817450619e-06,4.48735979214801e-06,6.99330342495767e-08,9.79062035779356e-07,5.83939152229309e-06,3.72976126594572e-07,2.21454591901464e-07,0,6.99330342495767e-08,4.42909134982847e-07,1.86488080686185e-07,2.09799088298888e-07,1.39866063830569e-07,7.92574102898721e-07,1.16555060478898e-08,1.02917589534767e-05
"1252","South",1990,"February",5.16337588571927e-06,1.65508050101972e-06,0,6.7601912710448e-07,2.1912327519076e-06,1.75997987694305e-06,9.20784560337393e-07,4.66220136618118e-07,2.33110095368189e-07,3.38009620677473e-07,9.32440448013403e-08,0,3.4966517736117e-08,5.82775288809409e-08,4.06776336638796e-06,2.63414091615268e-06,2.33110119599288e-08,5.12842138258452e-07,3.35678013180295e-06,3.61320624758056e-07,2.44765598699063e-07,2.33110119599288e-08,1.16555060478898e-08,1.28210559277038e-07,1.51521568248249e-07,1.04899549762424e-07,9.32440448013403e-08,4.89531137709986e-07,1.16555060478898e-08,6.81844784096538e-06
"1253","South",1990,"January",5.82773608417021e-06,1.64342501412676e-06,1.16555060478898e-08,8.97473569298471e-07,2.48261972429641e-06,1.7366689054666e-06,8.97473569298471e-07,4.07942631289016e-07,3.96287129860052e-07,4.19598132582129e-07,1.39866063830569e-07,0,2.33110119599288e-08,1.16555060478898e-08,4.26590614494893e-06,3.15863717310513e-06,2.33110119599288e-08,4.77875637231978e-07,3.68313315473935e-06,2.68076605175303e-07,2.68076605175303e-07,1.16555060478898e-08,4.66220233764544e-08,2.21454591901464e-07,1.28210559277038e-07,9.32440448013403e-08,1.98143584560462e-07,4.77875637231978e-07,0,7.48280693985366e-06
"1254","South",1990,"July",8.33365215871246e-06,2.0397114927193e-06,0,1.29376034372357e-06,3.34512466474411e-06,2.70407376641108e-06,1.32872681622143e-06,4.89531137709986e-07,3.38009620677473e-07,6.41052631783734e-07,2.56421102116131e-07,0,0,8.15885394823616e-08,5.74614801350631e-06,4.49901524589357e-06,4.66220233764544e-08,1.20051641086317e-06,5.02351052472758e-06,3.4966512278569e-07,2.56421102116131e-07,1.16555060478898e-08,4.66220233764544e-08,3.38009620677473e-07,1.39866063830569e-07,1.51521568248249e-07,1.39866063830569e-07,7.22641118963566e-07,1.16555060478898e-08,1.03733466532738e-05
"1255","South",1990,"June",6.74851527865834e-06,1.43362622637906e-06,0,7.69263108871087e-07,2.92552775948387e-06,2.0397114927193e-06,9.32440055653078e-07,5.01186638052145e-07,3.96287129860052e-07,3.96287129860052e-07,1.74832576676057e-07,0,5.82775288809409e-08,1.04899549762424e-07,4.59225887118949e-06,3.42671293130311e-06,0,9.09129064885857e-07,3.62485583688362e-06,2.68076605175303e-07,1.98143584560462e-07,1.16555060478898e-08,2.33110119599288e-08,2.68076605175303e-07,1.39866063830569e-07,1.74832576676057e-07,1.98143584560462e-07,5.59464137725175e-07,0,8.18213183022849e-06
"1256","South",1990,"March",5.38482933439256e-06,1.74832439127275e-06,2.33110119599288e-08,6.41052631783734e-07,1.99308956226462e-06,1.8881902105723e-06,1.16554993388225e-06,4.66220136618118e-07,3.38009620677473e-07,4.07942631289016e-07,1.28210559277038e-07,0,2.33110119599288e-08,2.33110119599288e-08,4.07941882502411e-06,3.0071160604991e-06,2.33110119599288e-08,4.89531137709986e-07,3.43836839741099e-06,2.09799088298888e-07,1.98143584560462e-07,2.33110119599288e-08,3.4966517736117e-08,1.98143584560462e-07,1.28210559277038e-07,1.04899549762424e-07,9.32440448013403e-08,5.94430635898785e-07,2.33110119599288e-08,7.15645515695013e-06
"1257","South",1990,"May",6.37554152975849e-06,1.6201140399333e-06,0,1.0140285192811e-06,2.66910734200423e-06,1.8998456946124e-06,1.072305989067e-06,4.31253633961435e-07,2.68076605175303e-07,4.42909134982847e-07,1.86488080686185e-07,0,2.33110119599288e-08,5.82775288809409e-08,4.45239343009624e-06,3.43836839741099e-06,2.33110119599288e-08,6.06086135240332e-07,3.65982222809342e-06,2.91387610886096e-07,1.63177072530079e-07,1.16555060478898e-08,5.82775288809409e-08,2.44765598699063e-07,1.63177072530079e-07,1.86488080686185e-07,1.86488080686185e-07,5.01186638052145e-07,0,7.99564524062874e-06
"1258","South",1990,"November",5.67621537598851e-06,1.65508050101972e-06,0,1.08396148261662e-06,2.33109850925943e-06,1.7949463333609e-06,8.97473569298471e-07,4.07942631289016e-07,2.21454591901464e-07,3.61320624758056e-07,9.32440448013403e-08,0,5.82775288809409e-08,1.04899549762424e-07,4.24259523188798e-06,2.87890587032764e-06,4.66220233764544e-08,7.22641118963566e-07,3.35678013180295e-06,2.44765598699063e-07,1.98143584560462e-07,0,0,2.91387610886096e-07,9.32440448013403e-08,1.28210559277038e-07,6.99330342495767e-08,4.66220136618118e-07,0,7.33128648244928e-06
"1259","South",1990,"October",6.64361642580594e-06,1.64342501412676e-06,0,1.14223894854905e-06,2.84393945203404e-06,2.0280560103094e-06,9.20784560337393e-07,3.72976126594572e-07,2.79732108098625e-07,5.4780863806227e-07,2.33110095368189e-07,0,3.4966517736117e-08,5.82775288809409e-08,5.05847686680947e-06,3.08870435463563e-06,4.66220233764544e-08,8.85818073575235e-07,4.44073797580728e-06,3.03043113537716e-07,9.32440448013403e-08,2.33110119599288e-08,4.66220233764544e-08,1.39866063830569e-07,1.04899549762424e-07,8.15885394823616e-08,1.74832576676057e-07,4.77875637231978e-07,0,8.28703052169253e-06
"1260","South",1990,"September",7.07486719469379e-06,2.0280560103094e-06,2.33110119599288e-08,1.16554993388225e-06,2.99546058936477e-06,2.17957727126376e-06,1.15389444128357e-06,4.89531137709986e-07,3.14698616053486e-07,5.24497638328909e-07,2.56421102116131e-07,0,1.04899549762424e-07,6.99330342495767e-08,4.89530059307819e-06,3.99783061171824e-06,5.82775288809409e-08,1.072305989067e-06,4.30087251352149e-06,3.03043113537716e-07,1.39866063830569e-07,0,8.15885394823616e-08,3.26354118433404e-07,9.32440448013403e-08,8.15885394823616e-08,1.28210559277038e-07,6.64363628800082e-07,0,9.12621965660444e-06
"1261","South",1991,"April",6.17935221285662e-06,1.65088818812493e-06,3.43935316529791e-08,8.82766939596685e-07,2.75147879956274e-06,1.89164248783995e-06,9.28624941203872e-07,4.47115820109562e-07,3.32470757167961e-07,3.32470757167961e-07,1.94896664022178e-07,0,3.43935316529791e-08,8.02515721648911e-08,4.44822028551967e-06,3.26738023154613e-06,3.43935316529791e-08,8.0251543183489e-07,3.7030301223839e-06,3.66864277386099e-07,2.40754697173731e-07,1.14645106084132e-08,8.02515721648911e-08,1.49038628989709e-07,1.03180591632237e-07,1.60503137889468e-07,9.17160818532593e-08,4.92973841694842e-07,0,7.86462346194668e-06
"1262","South",1991,"August",7.1538291316909e-06,1.96042942006464e-06,1.14645106084132e-08,1.43306281942173e-06,3.00369731060999e-06,2.08653878340975e-06,1.07766343179267e-06,4.92973841694842e-07,3.66864277386099e-07,3.78328783788594e-07,1.94896664022178e-07,0,0,8.02515721648911e-08,5.25073214759851e-06,3.77181693000891e-06,2.2929021307436e-08,8.36908936108586e-07,4.64311608260057e-06,3.89793290281698e-07,1.60503137889468e-07,2.2929021307436e-08,6.87870623450879e-08,2.5221920502201e-07,1.71967646657791e-07,1.37574119736472e-07,1.03180591632237e-07,4.81509336384652e-07,0,9.12570893358293e-06
"1263","South",1991,"December",9.18303096264821e-06,2.64829848118313e-06,1.14645106084132e-08,1.41013383044726e-06,3.89792606492131e-06,2.91198149583187e-06,1.55917224927272e-06,5.27367356392715e-07,5.15902851476829e-07,6.6494140357711e-07,2.86612728222326e-07,0,0,9.17160818532593e-08,6.21374553198051e-06,5.50295002828868e-06,3.43935316529791e-08,6.53476900460488e-07,7.58947732962334e-06,4.12722302651557e-07,2.98077235544865e-07,0,4.58580420891319e-08,3.09541742958013e-07,1.83432155516724e-07,9.17160818532593e-08,1.49038628989709e-07,8.13979933464905e-07,0,1.18427694995373e-05
"1264","South",1991,"February",5.18194544170329e-06,1.52477876984018e-06,4.58580420891319e-08,8.48373437122251e-07,2.21264813062924e-06,1.54770775618596e-06,8.94231440306656e-07,3.43935263964761e-07,2.75148220546307e-07,4.01257796421322e-07,1.71967646657791e-07,0,4.58580420891319e-08,5.73225521718051e-08,3.7030301223839e-06,2.90051701825437e-06,4.58580420891319e-08,7.33728420182849e-07,3.31323812379985e-06,2.63683712960898e-07,1.94896664022178e-07,0,3.43935316529791e-08,1.94896664022178e-07,1.14645101057735e-07,6.87870623450879e-08,1.03180591632237e-07,6.07618886235559e-07,0,6.75257404478287e-06
"1265","South",1991,"January",6.06470780686373e-06,1.76553309991659e-06,3.43935316529791e-08,9.85947440144552e-07,2.51072470685694e-06,1.88017799878684e-06,1.07766343179267e-06,4.24186808528312e-07,3.43935263964761e-07,4.01257796421322e-07,1.49038628989709e-07,0,4.58580420891319e-08,5.73225521718051e-08,4.59725825133221e-06,3.12980654238933e-06,3.43935316529791e-08,7.10799415173342e-07,4.21893106368301e-06,3.09541742958013e-07,2.40754697173731e-07,0,3.43935316529791e-08,1.71967646657791e-07,1.37574119736472e-07,1.37574119736472e-07,1.14645101057735e-07,4.92973841694842e-07,0,7.86462346194668e-06
"1266","South",1991,"July",6.71818074419107e-06,1.84578453061685e-06,3.43935316529791e-08,1.20377290624083e-06,2.6941564016046e-06,2.04068083490214e-06,1.0891279300462e-06,5.27367356392715e-07,3.78328783788594e-07,4.58580325592012e-07,2.29290189194018e-07,0,0,1.37574119736472e-07,4.92972748005001e-06,3.47374072990512e-06,5.73225521718051e-08,6.87870409638096e-07,4.50554258270871e-06,2.86612728222326e-07,1.26109610573843e-07,0,4.58580420891319e-08,2.29290189194018e-07,2.29290189194018e-07,1.60503137889468e-07,1.26109610573843e-07,3.43935263964761e-07,1.14645106084132e-08,8.59834611165659e-06
"1267","South",1991,"June",5.8124900678589e-06,1.73113962780356e-06,2.2929021307436e-08,9.1716044111025e-07,2.61390503920941e-06,1.86871350938025e-06,8.48373437122251e-07,3.89793290281698e-07,2.29290189194018e-07,4.58580325592012e-07,2.06361172618241e-07,0,4.58580420891319e-08,4.58580420891319e-08,4.17307321296244e-06,3.26738023154613e-06,3.43935316529791e-08,7.91050930295485e-07,3.82913926597095e-06,3.55399770630125e-07,1.60503137889468e-07,0,2.2929021307436e-08,2.75148220546307e-07,1.14645101057735e-07,1.37574119736472e-07,1.03180591632237e-07,4.47115820109562e-07,0,7.5665484818088e-06
"1268","South",1991,"March",5.2048743441941e-06,1.5935657273003e-06,0,1.02034093788733e-06,2.09800327009704e-06,1.76553309991659e-06,7.91050930295485e-07,4.24186808528312e-07,1.71967646657791e-07,2.63683712960898e-07,8.02515721648911e-08,0,8.02515721648911e-08,3.43935316529791e-08,3.77181693000891e-06,2.86612358517736e-06,4.58580420891319e-08,7.10799415173342e-07,3.37056048604871e-06,2.29290189194018e-07,2.5221920502201e-07,1.14645106084132e-08,5.73225521718051e-08,1.83432155516724e-07,9.17160818532593e-08,1.83432155516724e-07,6.87870623450879e-08,4.35651314273632e-07,1.14645106084132e-08,6.79843177721323e-06
"1269","South",1991,"May",5.68638117439029e-06,1.71967513691037e-06,2.2929021307436e-08,6.76405906562298e-07,2.72854984081819e-06,1.97189390819771e-06,8.36908936108586e-07,3.55399770630125e-07,2.17825680860824e-07,3.89793290281698e-07,1.49038628989709e-07,0,1.14645106084132e-08,2.2929021307436e-08,4.44822028551967e-06,2.91198149583187e-06,3.43935316529791e-08,6.87870409638096e-07,3.79474586483244e-06,3.55399770630125e-07,1.83432155516724e-07,0,4.58580420891319e-08,1.94896664022178e-07,1.03180591632237e-07,1.03180591632237e-07,5.73225521718051e-08,4.92973841694842e-07,0,7.42897538410321e-06
"1270","South",1991,"November",6.36278323488505e-06,1.5935657273003e-06,1.14645106084132e-08,9.9741193967161e-07,2.74001432014516e-06,1.94896493157809e-06,8.0251543183489e-07,4.12722302651557e-07,2.40754697173731e-07,5.15902851476829e-07,2.17825680860824e-07,0,3.43935316529791e-08,5.73225521718051e-08,4.50554258270871e-06,3.3361670691381e-06,3.43935316529791e-08,7.22263917632791e-07,4.17307321296244e-06,3.09541742958013e-07,2.5221920502201e-07,0,1.14645106084132e-08,2.75148220546307e-07,1.60503137889468e-07,1.26109610573843e-07,8.02515721648911e-08,4.47115820109562e-07,3.43935316529791e-08,7.96780324210564e-06
"1271","South",1991,"October",6.69525187639869e-06,1.98335839642139e-06,0,1.03180543702009e-06,2.94637492733167e-06,1.89164248783995e-06,1.0891279300462e-06,5.27367356392715e-07,3.55399770630125e-07,6.53476900460488e-07,2.5221920502201e-07,0,3.43935316529791e-08,4.58580420891319e-08,4.8380118416971e-06,3.73742352689888e-06,2.2929021307436e-08,8.13979933464905e-07,4.48261366418299e-06,2.86612728222326e-07,1.14645101057735e-07,0,6.87870623450879e-08,1.60503137889468e-07,1.37574119736472e-07,1.03180591632237e-07,6.87870623450879e-08,5.27367356392715e-07,0,8.67859699379368e-06
"1272","South",1991,"September",6.55767865882607e-06,1.94896493157809e-06,0,1.12352142424025e-06,3.21005786338273e-06,1.98335839642139e-06,7.56657424444573e-07,4.92973841694842e-07,2.86612728222326e-07,4.01257796421322e-07,1.49038628989709e-07,0,6.87870623450879e-08,1.03180591632237e-07,4.92972748005001e-06,3.38202495801536e-06,2.2929021307436e-08,9.85947440144552e-07,4.31064675859327e-06,3.78328783788594e-07,1.83432155516724e-07,1.14645106084132e-08,3.43935316529791e-08,1.26109610573843e-07,1.94896664022178e-07,9.17160818532593e-08,1.37574119736472e-07,6.6494140357711e-07,1.14645106084132e-08,8.50663080977278e-06
"1273","South",1992,"April",6.47092034902441e-06,1.74737808878059e-06,0,1.08224743423804e-06,2.59288251936934e-06,2.10812673330185e-06,1.01460700395403e-06,3.2692903591464e-07,2.14194897749353e-07,5.4112386363748e-07,2.14194897749353e-07,0,1.12734168031412e-08,7.89139149531e-08,4.68973042262511e-06,3.42711285713506e-06,1.12734168031412e-08,6.87678192861242e-07,4.96029112218618e-06,1.57827823678794e-07,2.0292148323383e-07,0,4.50936664500252e-08,2.48015140533382e-07,1.01460746653034e-07,7.89139149531e-08,1.46554408527822e-07,5.4112386363748e-07,0,8.21828713070703e-06
"1274","South",1992,"August",7.09095407271222e-06,2.23213404972306e-06,1.12734168031412e-08,1.54445691894998e-06,2.91981070759664e-06,2.10812673330185e-06,1.16116126378681e-06,3.72022687622239e-07,2.81835382173603e-07,6.20037735888391e-07,2.14194897749353e-07,0,4.50936664500252e-08,5.63670827448067e-08,5.26467182166409e-06,3.86677451173364e-06,1.01460746653034e-07,6.6513137437865e-07,5.46759223658582e-06,3.72022687622239e-07,2.59288554540546e-07,0,3.38202500281538e-08,2.36741726399129e-07,1.12734162312366e-07,1.24007577844608e-07,5.63670827448067e-08,5.63670684916046e-07,0,9.33434560624979e-06
"1275","South",1992,"December",1.25697808143228e-05,3.61876026870586e-06,9.01873308666117e-08,2.19831387404235e-06,4.63336360104888e-06,4.02460172512906e-06,2.24340744136246e-06,9.018729433135e-07,6.87678192861242e-07,1.1724346674997e-06,4.05842925068495e-07,0,3.38202500281538e-08,1.24007577844608e-07,8.68049331730832e-06,7.29387411704438e-06,1.46554408527822e-07,7.55318645258861e-07,1.28741591976281e-05,6.20037735888391e-07,3.04382209298301e-07,0,1.24007577844608e-07,5.97490915880722e-07,2.59288554540546e-07,1.91648068591217e-07,1.3528099324976e-07,9.92060192842639e-07,0,1.62786814672547e-05
"1276","South",1992,"February",5.96361974383616e-06,1.64591750912343e-06,1.12734168031412e-08,1.07097402950843e-06,2.49142202549752e-06,1.83756526205598e-06,9.58239975222385e-07,4.05842925068495e-07,2.81835382173603e-07,4.05842925068495e-07,1.24007577844608e-07,0,5.63670827448067e-08,3.38202500281538e-08,4.28388923613867e-06,3.22419202815794e-06,2.25468334791924e-08,5.52397274340308e-07,4.53190331420507e-06,2.59288554540546e-07,1.57827823678794e-07,0,4.50936664500252e-08,1.91648068591217e-07,6.76404989124983e-08,9.01873308666117e-08,1.01460746653034e-07,5.29850452807562e-07,0,7.62080076838888e-06
"1277","South",1992,"January",6.89930732657729e-06,1.87138544993728e-06,0,9.69513381222892e-07,3.08891145277851e-06,2.07430655342719e-06,1.07097402950843e-06,4.28389749397216e-07,3.04382209298301e-07,4.50936573217579e-07,1.24007577844608e-07,0,6.76404989124983e-08,9.01873308666117e-08,5.28721853644191e-06,3.32565244768258e-06,0,6.76404783683491e-07,5.12939152232168e-06,1.91648068591217e-07,2.36741726399129e-07,0,0,1.91648068591217e-07,2.14194897749353e-07,1.12734162312366e-07,5.63670827448067e-08,6.08764325948101e-07,0,8.77067986530784e-06
"1278","South",1992,"July",7.07968073572099e-06,2.15322030468882e-06,1.12734168031412e-08,1.08224743423804e-06,3.02127115822599e-06,2.4012349111916e-06,9.58239975222385e-07,6.20037735888391e-07,3.38202449032174e-07,4.28389749397216e-07,1.3528099324976e-07,0,7.89139149531e-08,3.38202500281538e-08,5.12939152232168e-06,3.96823486606162e-06,3.38202500281538e-08,8.11685685428577e-07,5.45631888107182e-06,3.83296100231414e-07,3.15655622670015e-07,0,7.89139149531e-08,2.70561968420619e-07,1.69101238702677e-07,1.24007577844608e-07,1.24007577844608e-07,5.97490915880722e-07,1.12734168031412e-08,9.24415910908532e-06
"1279","South",1992,"June",6.17781336421253e-06,1.91647903199975e-06,0,9.80786787096311e-07,2.7281631620739e-06,1.8939322412227e-06,1.01460700395403e-06,4.39663161370942e-07,4.05842925068495e-07,2.93108795799497e-07,1.01460746653034e-07,0,0,7.89139149531e-08,4.43044301706708e-06,3.56239338676241e-06,2.25468334791924e-08,6.3131114570159e-07,5.01665792533455e-06,3.94569512713499e-07,2.48015140533382e-07,0,4.50936664500252e-08,2.14194897749353e-07,6.76404989124983e-08,1.01460746653034e-07,1.24007577844608e-07,5.07303630544413e-07,0,8.09428055661043e-06
"1280","South",1992,"March",6.44837366093516e-06,1.88265884564353e-06,1.12734168031412e-08,1.12734105188559e-06,2.96490424238189e-06,1.76992488286198e-06,1.03715381455706e-06,5.07303630544413e-07,2.70561968420619e-07,4.39663161370942e-07,9.01873308666117e-08,0,2.25468334791924e-08,2.25468334791924e-08,4.68973042262511e-06,3.59621351630975e-06,1.12734168031412e-08,6.76404783683491e-07,4.83628414407597e-06,2.81835382173603e-07,1.57827823678794e-07,1.12734168031412e-08,1.12734168031412e-08,2.36741726399129e-07,1.80374653821514e-07,9.01873308666117e-08,5.63670827448067e-08,6.3131114570159e-07,0,8.34229368964805e-06
"1281","South",1992,"May",6.33564021286358e-06,1.75865148588483e-06,0,9.356931628401e-07,2.75070993404174e-06,2.11940012633923e-06,9.92060192842639e-07,4.28389749397216e-07,3.60749274885974e-07,3.60749274885974e-07,1.3528099324976e-07,0,4.50936664500252e-08,3.38202500281538e-08,4.83628414407597e-06,3.17909850506489e-06,0,6.3131114570159e-07,4.80246405646796e-06,2.25468312137786e-07,7.89139149531e-08,1.12734168031412e-08,3.38202500281538e-08,7.89139149531e-08,1.12734162312366e-07,1.12734162312366e-07,3.38202500281538e-08,6.76404783683491e-07,0,8.09428055661043e-06
"1282","South",1992,"November",5.94107304430895e-06,1.64591750912343e-06,0,1.04842721966794e-06,2.5590623558892e-06,1.8939322412227e-06,8.34232500606835e-07,4.17116337296401e-07,3.38202449032174e-07,3.49475862022619e-07,9.01873308666117e-08,0,2.25468334791924e-08,7.89139149531e-08,4.29516260464785e-06,3.15655174275583e-06,3.38202500281538e-08,6.3131114570159e-07,4.71227715036598e-06,1.91648068591217e-07,1.24007577844608e-07,0,1.12734168031412e-08,2.81835382173603e-07,1.24007577844608e-07,1.57827823678794e-07,6.76404989124983e-08,4.96030219333226e-07,0,7.58698077495333e-06
"1283","South",1992,"October",6.65129383565979e-06,1.80374507303088e-06,0,1.12734105188559e-06,2.78453009104032e-06,2.13067351924951e-06,1.10479424331599e-06,3.49475862022619e-07,2.36741726399129e-07,4.73483396529582e-07,1.01460746653034e-07,0,1.12734168031412e-08,5.63670827448067e-08,4.87010423054018e-06,3.47220636904427e-06,4.50936664500252e-08,7.32771828301347e-07,5.08429808491866e-06,1.80374653821514e-07,2.36741726399129e-07,0,5.63670827448067e-08,2.14194897749353e-07,1.46554408527822e-07,1.3528099324976e-07,1.01460746653034e-07,4.73483396529582e-07,0,8.45502691150291e-06
"1284","South",1992,"September",6.74148056666598e-06,1.8939322412227e-06,0,1.10479424331599e-06,2.7281631620739e-06,2.26595422425997e-06,1.07097402950843e-06,4.62209984937125e-07,3.49475862022619e-07,4.50936573217579e-07,1.3528099324976e-07,0,5.63670827448067e-08,1.01460746653034e-07,4.9264710387721e-06,3.53984663309541e-06,1.12734168031412e-08,7.77865461708017e-07,5.36613203416102e-06,3.2692903591464e-07,1.57827823678794e-07,0,3.38202500281538e-08,1.80374653821514e-07,1.24007577844608e-07,1.24007577844608e-07,7.89139149531e-08,4.84756807994949e-07,0,8.63540004003641e-06
