"","Region","Year","Month","referenceSex_male","referenceSex_female","referenceSex_unknown","reference_age_10s","reference_age_20s","reference_age_30s","reference_age_40s","reference_age_50s","reference_age_60s","reference_age_70sOlder","reference_age_Unknown","reference_raceAAPI","reference_raceAmericanIndian","reference_raceAsian","reference_raceBlack","reference_raceWhite","reference_raceUnknown","reference_hispanic_yes","reference_hispanic_unknown","offernderRelation_boyfriend_girlfriend_yes","offernderRelation_child_yes","offernderRelation_employee_yes","offernderRelation_exspouse_yes","offernderRelation_friend_yes","offernderRelation_otherRelative_yes","offernderRelation_parent_yes","offernderRelation_sibling_yes","offernderRelation_spouse_yes","offernderRelation_suporvisor_yes","Total"
"294","Midwest",2000,"July",3.19421770917966e-06,9.30355725776166e-07,0,5.1169575630126e-07,1.51958057099885e-06,9.45861647098551e-07,6.2023724661695e-07,1.86071214444597e-07,1.55059357484146e-08,1.70565281118912e-07,3.10118714784397e-08,0,3.10118714784397e-08,3.10118714784397e-08,2.55847616296281e-06,1.47306283255442e-06,3.10118714784397e-08,0,4.04704110018654e-06,1.70565281118912e-07,1.24047480143342e-07,0,0,1.55059357484146e-08,4.65178067459862e-08,6.20237419951432e-08,3.10118714784397e-08,1.86071214444597e-07,1.55059357484146e-08,4.12457046320322e-06
"295","Midwest",2000,"June",2.372405389954e-06,8.9934388218805e-07,0,5.27201684115355e-07,1.0699090099102e-06,7.28778725151386e-07,4.96189828024687e-07,1.24047480143342e-07,3.10118714784397e-08,6.20237419951432e-08,0,0,1.55059357484146e-08,0,2.13981687511634e-06,1.1164267668864e-06,0,1.55059357484146e-08,3.22522948159959e-06,1.86071214444597e-07,1.24047480143342e-07,0,1.55059357484146e-08,3.10118714784397e-08,1.55059357484146e-08,1.55059357484146e-08,0,1.08541545855921e-07,0,3.27174713853726e-06
"296","Midwest",2000,"March",2.79106458042515e-06,7.90802421944964e-07,0,4.96189828024687e-07,1.36452143480566e-06,6.2023724661695e-07,4.49672042196452e-07,2.48094944898909e-07,7.75296767818217e-08,1.70565281118912e-07,4.65178067459862e-08,0,3.10118714784397e-08,1.55059357484146e-08,2.35689949075147e-06,1.17845043963661e-06,0,0,3.56635891474466e-06,1.24047480143342e-07,1.70565281118912e-07,0,0,3.10118714784397e-08,7.75296767818217e-08,7.75296767818217e-08,4.65178067459862e-08,1.24047480143342e-07,0,3.58186479519344e-06
"297","Midwest",2000,"May",2.41892308634102e-06,8.06308345653296e-07,0,3.41130533367358e-07,1.27148594154894e-06,6.82260950142671e-07,3.56636463826226e-07,2.17083080152621e-07,6.20237419951432e-08,1.08541545855921e-07,6.20237419951432e-08,0,0,1.55059357484146e-08,1.89172239954369e-06,1.31800368937027e-06,0,0,3.19421770917966e-06,1.86071214444597e-07,1.70565281118912e-07,1.55059357484146e-08,0,3.10118714784397e-08,3.10118714784397e-08,6.20237419951432e-08,3.10118714784397e-08,1.24047480143342e-07,0,3.22522948159959e-06
"298","Midwest",2000,"November",2.89960582333505e-06,9.14849803991303e-07,1.55059357484146e-08,5.73719466559127e-07,1.34901551997498e-06,7.90802421944964e-07,5.89225393411487e-07,1.08541545855921e-07,6.20237419951432e-08,2.17083080152621e-07,6.20237419951432e-08,0,3.10118714784397e-08,6.20237419951432e-08,2.46544078078619e-06,1.22496819178575e-06,4.65178067459862e-08,3.10118714784397e-08,3.76793534315736e-06,1.24047480143342e-07,4.65178067459862e-08,0,3.10118714784397e-08,4.65178067459862e-08,1.24047480143342e-07,4.65178067459862e-08,1.55059357484146e-08,2.32589012534959e-07,0,3.8299588514515e-06
"299","Midwest",2000,"October",3.10118238614949e-06,8.37320192126615e-07,0,5.58213539244289e-07,1.51958057099885e-06,7.75296498218242e-07,5.73719466559127e-07,1.70565281118912e-07,4.65178067459862e-08,9.30356115501107e-08,1.55059357484146e-08,0,1.55059357484146e-08,1.55059357484146e-08,2.55847616296281e-06,1.27148594154894e-06,7.75296767818217e-08,3.10118714784397e-08,3.86097060415598e-06,1.24047480143342e-07,1.70565281118912e-07,0,1.55059357484146e-08,3.10118714784397e-08,6.20237419951432e-08,7.75296767818217e-08,1.55059357484146e-08,9.30356115501107e-08,0,3.93849998159858e-06
"300","Midwest",2000,"September",3.07017061010468e-06,8.9934388218805e-07,0,6.51249098860678e-07,1.17845043963661e-06,8.06308345653296e-07,7.1327280046293e-07,2.32589012534959e-07,3.10118714784397e-08,1.86071214444597e-07,7.75296767818217e-08,0,3.10118714784397e-08,3.10118714784397e-08,2.38791128913813e-06,1.48856874568368e-06,3.10118714784397e-08,4.65178067459862e-08,3.81445297462759e-06,1.86071214444597e-07,1.55059347774838e-07,0,3.10118714784397e-08,3.10118714784397e-08,9.30356115501107e-08,4.65178067459862e-08,1.55059357484146e-08,7.75296767818217e-08,0,3.96951173093701e-06
"301","Midwest",2001,"April",2.70159208759491e-06,9.72573992235378e-07,1.54376898960575e-08,5.7119436410089e-07,1.32764045222227e-06,7.87321876175265e-07,4.47692907562321e-07,1.69814574860731e-07,4.63130687511612e-08,1.69814574860731e-07,7.71884466529759e-08,0,0,0,2.36196376912307e-06,1.23501443148143e-06,9.26261353574222e-08,0,3.64328818549286e-06,1.23501511829303e-07,9.26261353574222e-08,0,0,1.23501511829303e-07,6.17507577102074e-08,1.54376898960575e-08,0,1.08063823601502e-07,0,3.68960108551248e-06
"302","Midwest",2001,"August",3.27278490856415e-06,9.72573992235378e-07,1.54376898960575e-08,6.9469580538685e-07,1.49745480163047e-06,7.10133484336369e-07,5.7119436410089e-07,1.69814574860731e-07,1.23501511829303e-07,1.852522619132e-07,3.08753793317482e-08,0,1.54376898960575e-08,9.26261353574222e-08,2.5780908941633e-06,1.54376780080791e-06,3.08753793317482e-08,0,4.18360521841084e-06,7.71884466529759e-08,1.852522619132e-07,0,0,6.17507577102074e-08,9.26261353574222e-08,4.63130687511612e-08,1.54376898960575e-08,1.69814574860731e-07,0,4.26079334213851e-06
"303","Midwest",2001,"December",3.47347420069964e-06,1.03432469011048e-06,1.54376898960575e-08,3.8594217368433e-07,1.55920546687178e-06,1.00344934176059e-06,6.63820446550803e-07,3.24191435771141e-07,2.0068994894939e-07,1.38939199596739e-07,1.54376898960575e-08,0,0,4.63130687511612e-08,2.45458968547914e-06,1.9760223580682e-06,4.63130687511612e-08,6.17507577102074e-08,4.30710621355968e-06,1.38939199596739e-07,3.08753750863572e-07,0,0,1.23501511829303e-07,6.17507577102074e-08,3.08753793317482e-08,4.63130687511612e-08,1.54376887347896e-07,0,4.52323291820232e-06
"304","Midwest",2001,"February",2.0840859681334e-06,7.41008841964529e-07,1.54376898960575e-08,1.852522619132e-07,9.88011667117147e-07,5.86632045179028e-07,4.47692907562321e-07,2.31565322084761e-07,3.08753793317482e-08,1.54376887347896e-07,6.17507577102074e-08,0,0,1.54376898960575e-08,1.51289246818726e-06,1.28132744281327e-06,3.08753793317482e-08,1.54376898960575e-08,2.67071679072244e-06,1.54376887347896e-07,1.23501511829303e-07,0,1.54376898960575e-08,1.54376898960575e-08,6.17507577102074e-08,4.63130687511612e-08,0,1.08063823601502e-07,0,2.84053091183514e-06
"305","Midwest",2001,"January",2.70159208759491e-06,8.79947938606137e-07,1.54376898960575e-08,5.09443637849204e-07,1.23501443148143e-06,8.18197231198162e-07,3.70504489508005e-07,1.23501511829303e-07,6.17507577102074e-08,2.31565322084761e-07,6.17507577102074e-08,0,1.54376898960575e-08,7.71884466529759e-08,2.0686483103945e-06,1.40482879639681e-06,3.08753793317482e-08,0,3.45803656418759e-06,2.0068994894939e-07,1.38939199596739e-07,0,1.54376898960575e-08,6.17507577102074e-08,4.63130687511612e-08,6.17507577102074e-08,3.08753793317482e-08,1.852522619132e-07,0,3.59697528332836e-06
"306","Midwest",2001,"July",3.81310214167134e-06,1.18870141778264e-06,0,6.63820446550803e-07,1.7135821135146e-06,1.08063771095892e-06,6.17507406398295e-07,2.16127635525215e-07,9.26261353574222e-08,1.69814574860731e-07,6.17507577102074e-08,0,0,1.08063823601502e-07,3.07209557615245e-06,1.68270678613701e-06,1.38939199596739e-07,1.54376898960575e-08,4.80111004140812e-06,1.54376887347896e-07,3.08753750863572e-07,0,1.54376898960575e-08,9.26261353574222e-08,7.71884466529759e-08,4.63130687511612e-08,3.08753793317482e-08,2.0068994894939e-07,0,5.00179902660335e-06
"307","Midwest",2001,"June",3.44259892743722e-06,7.56446520199081e-07,0,5.86632045179028e-07,1.49745480163047e-06,8.64510262056115e-07,5.24881319658586e-07,1.852522619132e-07,1.38939199596739e-07,2.0068994894939e-07,4.63130687511612e-08,0,0,3.08753793317482e-08,2.82509326577398e-06,1.29676511292861e-06,4.63130687511612e-08,1.54376898960575e-08,4.07554183522705e-06,1.54376887347896e-07,9.26261353574222e-08,0,1.54376898960575e-08,6.17507577102074e-08,3.08753793317482e-08,9.26261353574222e-08,0,7.71884466529759e-08,0,4.19904284372183e-06
"308","Midwest",2001,"March",2.31565080761668e-06,8.64510262056115e-07,3.08753793317482e-08,4.1681754109997e-07,9.41698641978918e-07,6.63820446550803e-07,4.47692907562321e-07,2.93316065495636e-07,1.23501511829303e-07,1.54376887347896e-07,3.08753793317482e-08,0,0,0,1.74445743993889e-06,1.42026646460557e-06,4.63130687511612e-08,1.54376898960575e-08,3.13384614438077e-06,1.38939199596739e-07,1.23501511829303e-07,0,3.08753793317482e-08,4.63130687511612e-08,1.54376898960575e-08,7.71884466529759e-08,4.63130687511612e-08,1.08063823601502e-07,1.54376898960575e-08,3.21103434913742e-06
"309","Midwest",2001,"May",3.34997310259637e-06,5.55756682784429e-07,1.54376898960575e-08,5.09443637849204e-07,1.48201713461332e-06,7.2557116326961e-07,5.55756682784429e-07,2.47003008405985e-07,1.54376887347896e-07,1.08063823601502e-07,1.54376898960575e-08,0,3.08753793317482e-08,4.63130687511612e-08,2.51634029183881e-06,1.31220278258358e-06,1.54376898960575e-08,0,3.81310214167134e-06,1.23501511829303e-07,4.63130687511612e-08,0,3.08753793317482e-08,9.26261353574222e-08,4.63130687511612e-08,4.63130687511612e-08,0,1.38939199596739e-07,0,3.92116555321525e-06
"310","Midwest",2001,"November",3.21103434913742e-06,9.10823290769171e-07,1.54376898960575e-08,4.63130590547036e-07,1.55920546687178e-06,1.01888701594368e-06,3.39629120662433e-07,2.16127635525215e-07,1.69814574860731e-07,2.0068994894939e-07,6.17507577102074e-08,0,3.08753793317482e-08,4.63130687511612e-08,2.45458968547914e-06,1.55920546687178e-06,4.63130687511612e-08,4.63130687511612e-08,3.99835369720015e-06,1.08063823601502e-07,9.26261353574222e-08,0,0,6.17507577102074e-08,6.17507577102074e-08,3.08753793317482e-08,3.08753793317482e-08,2.16127635525215e-07,0,4.13729234126998e-06
"311","Midwest",2001,"October",3.31909782574285e-06,9.26260966604228e-07,0,5.7119436410089e-07,1.32764045222227e-06,8.64510262056115e-07,5.55756682784429e-07,3.8594217368433e-07,1.08063823601502e-07,1.852522619132e-07,4.63130687511612e-08,0,3.08753793317482e-08,0,2.59352854425964e-06,1.51289246818726e-06,1.08063823601502e-07,1.54376898960575e-08,4.10641708872515e-06,9.26261353574222e-08,2.31565322084761e-07,0,1.54376898960575e-08,1.23501511829303e-07,3.08753793317482e-08,3.08753793317482e-08,0,1.852522619132e-07,1.54376898960575e-08,4.2453557177808e-06
"312","Midwest",2001,"September",3.25734726895393e-06,8.95385614695793e-07,3.08753793317482e-08,5.24881319658586e-07,1.55920546687178e-06,1.06520003750708e-06,4.78568273071384e-07,2.16127635525215e-07,7.71884466529759e-08,9.26261353574222e-08,4.63130687511612e-08,0,4.63130687511612e-08,6.17507577102074e-08,2.33108846176448e-06,1.63639379317221e-06,1.08063823601502e-07,3.08753793317482e-08,4.07554183522705e-06,2.0068994894939e-07,1.23501511829303e-07,0,1.54376898960575e-08,1.38939199596739e-07,1.54376898960575e-08,3.08753793317482e-08,0,2.0068994894939e-07,0,4.18360521841084e-06
"313","Midwest",2002,"April",2.79920829778902e-06,7.53633774066287e-07,0,3.38366254612484e-07,1.41498539362874e-06,7.38253498717201e-07,5.5369017496682e-07,1.84563425719254e-07,6.15211456172543e-08,1.53802857057562e-07,4.61408596232816e-08,0,0,0,2.24551936592042e-06,1.2611827303225e-06,4.61408596232816e-08,1.53802867036322e-08,3.42979809661889e-06,1.69183141617707e-07,7.69014315967182e-08,0,1.53802867036322e-08,9.22817171175845e-08,0,1.53802867036322e-08,3.07605733927558e-08,1.38422572482909e-07,0,3.55283996228114e-06
"314","Midwest",2002,"August",3.16833408190266e-06,9.8433787702646e-07,0,4.61408500428793e-07,1.50726698016914e-06,9.53577332966275e-07,4.61408500428793e-07,3.07605690681854e-07,9.22817171175845e-08,1.99943709584249e-07,3.07605733927558e-08,0,0,1.53802867036322e-08,2.36856137729861e-06,1.73797090926312e-06,3.07605733927558e-08,0,4.04500727331513e-06,9.22817171175845e-08,1.38422572482909e-07,0,0,1.07662002401898e-07,7.69014315967182e-08,3.07605733927558e-08,1.53802867036322e-08,1.69183141617707e-07,0,4.15266884022435e-06
"315","Midwest",2002,"December",3.1990945578358e-06,9.53577332966275e-07,3.07605733927558e-08,4.92169059628362e-07,1.36884459716508e-06,7.99774598916273e-07,6.15211286742476e-07,2.61464843122783e-07,1.07662002401898e-07,1.69183141617707e-07,6.15211456172543e-08,0,0,1.53802867036322e-08,2.55312436586862e-06,1.55340777024588e-06,6.15211456172543e-08,4.61408596232816e-08,3.99886659820262e-06,2.15323993434734e-07,1.53802857057562e-07,0,0,7.69014315967182e-08,7.69014315967182e-08,4.61408596232816e-08,0,9.22817171175845e-08,0,4.1834292858789e-06
"316","Midwest",2002,"February",2.47622312491881e-06,7.38253498717201e-07,0,3.53746536111947e-07,9.68957605225666e-07,6.30591563983985e-07,5.5369017496682e-07,1.69183141617707e-07,1.07662002401898e-07,2.15323993434734e-07,3.07605733927558e-08,0,6.15211456172543e-08,4.61408596232816e-08,1.86101298309111e-06,1.1842813900207e-06,6.15211456172543e-08,0,3.12219336633984e-06,1.69183141617707e-07,1.23042287671702e-07,0,3.07605733927558e-08,6.15211456172543e-08,4.61408596232816e-08,7.69014315967182e-08,4.61408596232816e-08,4.61408596232816e-08,0,3.21447479533652e-06
"317","Midwest",2002,"January",2.96839096582857e-06,8.92056242229317e-07,0,3.38366254612484e-07,1.32270379857244e-06,9.38197060692376e-07,5.5369017496682e-07,1.99943709584249e-07,9.22817171175845e-08,1.99943709584249e-07,6.15211456172543e-08,0,4.61408596232816e-08,0,2.29166012193363e-06,1.49188671641113e-06,3.07605733927558e-08,0,3.69126204297171e-06,1.69183141617707e-07,1.84563425719254e-07,0,4.61408596232816e-08,1.99943709584249e-07,3.07605733927558e-08,3.07605733927558e-08,1.53802867036322e-08,1.84563425719254e-07,0,3.86044456009131e-06
"318","Midwest",2002,"July",3.52207949722937e-06,9.07436515212875e-07,3.07605733927558e-08,4.92169059628362e-07,1.83025246599791e-06,9.07436515212875e-07,6.30591563983985e-07,2.15323993434734e-07,4.61408596232816e-08,1.53802857057562e-07,6.15211456172543e-08,0,1.53802867036322e-08,0,2.7838280539014e-06,1.58416829585496e-06,7.69014315967182e-08,1.53802867036322e-08,4.21418973058724e-06,6.15211456172543e-08,7.69014315967182e-08,0,4.61408596232816e-08,9.22817171175845e-08,6.15211456172543e-08,6.15211456172543e-08,9.22817171175845e-08,1.38422572482909e-07,0,4.46027325352449e-06
"319","Midwest",2002,"June",2.92225024104023e-06,9.38197060692376e-07,1.53802867036322e-08,4.61408500428793e-07,1.41498539362874e-06,6.30591563983985e-07,7.07492947087326e-07,2.15323993434734e-07,4.61408596232816e-08,1.84563425719254e-07,7.69014315967182e-08,0,6.15211456172543e-08,7.69014315967182e-08,2.44546262674979e-06,1.27656299785084e-06,1.53802867036322e-08,0,3.78354341945394e-06,7.69014315967182e-08,1.23042287671702e-07,0,0,9.22817171175845e-08,3.07605733927558e-08,6.15211456172543e-08,1.53802867036322e-08,1.23042287671702e-07,0,3.87582478742031e-06
"320","Midwest",2002,"March",2.50698362191957e-06,8.15154873319147e-07,0,3.69126817374857e-07,1.15352085211089e-06,5.84450731327754e-07,4.92169059628362e-07,2.76845125805011e-07,9.22817171175845e-08,1.23042287671702e-07,6.15211456172543e-08,0,0,0,1.86101298309111e-06,1.4303656585695e-06,3.07605733927558e-08,1.53802867036322e-08,3.26061550664141e-06,1.69183141617707e-07,6.15211456172543e-08,0,4.61408596232816e-08,7.69014315967182e-08,1.23042287671702e-07,4.61408596232816e-08,4.61408596232816e-08,1.07662002401898e-07,0,3.32213645188424e-06
"321","Midwest",2002,"May",2.73768732059719e-06,8.45915421637282e-07,0,3.53746536111947e-07,1.36884459716508e-06,7.07492947087326e-07,4.76788780257876e-07,2.46084560204001e-07,6.15211456172543e-08,1.23042287671702e-07,1.53802867036322e-08,0,4.61408596232816e-08,3.07605733927558e-08,2.46084287584155e-06,1.01509842014043e-06,3.07605733927558e-08,1.53802867036322e-08,3.46055856450927e-06,1.53802857057562e-07,1.53802857057562e-07,0,0,3.07605733927558e-08,6.15211456172543e-08,1.53802867036322e-08,1.53802867036322e-08,1.07662002401898e-07,1.53802867036322e-08,3.58360042638669e-06
"322","Midwest",2002,"November",2.90686999882298e-06,8.76675969009206e-07,0,5.84450731327754e-07,1.29194326492058e-06,8.15154873319147e-07,4.15267659966313e-07,1.99943709584249e-07,7.69014315967182e-08,1.99943709584249e-07,3.07605733927558e-08,0,1.53802867036322e-08,6.15211456172543e-08,2.26089961830941e-06,1.41498539362874e-06,3.07605733927558e-08,0,3.58360042638669e-06,2.46084560204001e-07,1.23042287671702e-07,0,0,6.15211456172543e-08,3.07605733927558e-08,9.22817171175845e-08,9.22817171175845e-08,1.38422572482909e-07,1.53802867036322e-08,3.78354341945394e-06
"323","Midwest",2002,"October",3.18371432009853e-06,9.22816788181924e-07,0,5.69070453376586e-07,1.29194326492058e-06,9.07436515212875e-07,6.30591563983985e-07,2.15323993434734e-07,7.69014315967182e-08,1.84563425719254e-07,1.07662002401898e-07,0,3.07605733927558e-08,4.61408596232816e-08,2.55312436586862e-06,1.47650645219453e-06,0,0,3.98348637276603e-06,1.84563425719254e-07,1.69183141617707e-07,0,1.53802867036322e-08,1.23042287671702e-07,4.61408596232816e-08,1.07662002401898e-07,3.07605733927558e-08,9.22817171175845e-08,1.53802867036322e-08,4.10652817007942e-06
"324","Midwest",2002,"September",3.36827715822155e-06,9.53577332966275e-07,0,5.99831009042369e-07,1.53802750719753e-06,9.07436515212875e-07,7.22873222909518e-07,1.69183141617707e-07,7.69014315967182e-08,1.07662002401898e-07,0,0,0,7.69014315967182e-08,2.75306756519446e-06,1.46112618796342e-06,3.07605733927558e-08,1.53802867036322e-08,4.21418973058724e-06,1.53802857057562e-07,1.07662002401898e-07,0,0,6.15211456172543e-08,3.07605733927558e-08,3.07605733927558e-08,1.53802867036322e-08,1.23042287671702e-07,0,4.32185127928202e-06
"325","Midwest",2003,"April",2.92599009096988e-06,9.03840784758527e-07,0,5.51496169203116e-07,1.45533645571932e-06,6.74050832240448e-07,4.44260826918935e-07,2.60428784598826e-07,3.06386840090257e-08,2.14470768571919e-07,9.19160494329348e-08,0,0,4.59580256615151e-08,2.22130216047639e-06,1.50129441449649e-06,6.12773670793224e-08,1.53193421218539e-08,3.63067752465659e-06,1.83832090195266e-07,1.3787407087017e-07,1.53193421218539e-08,0,7.65967082624474e-08,3.06386840090257e-08,7.65967082624474e-08,1.53193421218539e-08,9.19160494329348e-08,0,3.82982823110429e-06
"326","Midwest",2003,"August",3.38556890825812e-06,8.11924810176524e-07,1.53193421218539e-08,4.59580162235007e-07,1.48597509513878e-06,8.42563469309252e-07,5.66815502876414e-07,3.82983483085782e-07,1.07235390146695e-07,1.22554730625774e-07,9.19160494329348e-08,0,3.06386840090257e-08,1.53193421218539e-08,2.43577245286655e-06,1.6851262287059e-06,4.59580256615151e-08,3.06386840090257e-08,3.92174392851523e-06,1.3787407087017e-07,1.99151429500933e-07,1.53193421218539e-08,0,1.22554730625774e-07,6.12773670793224e-08,1.22554730625774e-07,1.53193421218539e-08,1.07235390146695e-07,9.19160494329348e-08,4.21281024743221e-06
"327","Midwest",2003,"December",3.44684606810109e-06,7.81286150105068e-07,1.53193421218539e-08,4.59580162235007e-07,1.44001713565756e-06,9.49798769103368e-07,6.2809283544483e-07,2.91067460628658e-07,9.19160494329348e-08,1.22554730625774e-07,3.06386840090257e-08,0,0,3.06386840090257e-08,2.40513384254758e-06,1.76172280811539e-06,4.59580256615151e-08,7.65967082624474e-08,3.82982823110429e-06,1.99151429500933e-07,1.53193410879884e-07,0,3.06386840090257e-08,1.22554730625774e-07,6.12773670793224e-08,6.12773670793224e-08,0,1.3787407087017e-07,0,4.24344880258859e-06
"328","Midwest",2003,"February",2.09874768728384e-06,8.27244139860229e-07,0,3.3702547291329e-07,7.96605480258137e-07,5.97454169741008e-07,5.36176835295136e-07,2.60428784598826e-07,9.19160494329348e-08,9.19160494329348e-08,1.53193421218539e-08,0,1.53193421218539e-08,1.53193421218539e-08,1.74640349274726e-06,1.10299203448042e-06,4.59580256615151e-08,0,2.72683920430003e-06,1.22554730625774e-07,7.65967082624474e-08,0,0,7.65967082624474e-08,1.07235390146695e-07,6.12773670793224e-08,0,1.68512750654916e-07,0,2.92599009096988e-06
"329","Midwest",2003,"January",2.40513384254758e-06,8.11924810176524e-07,0,4.13622155360701e-07,1.08767270902099e-06,6.43412167944718e-07,4.44260826918935e-07,2.29790107408222e-07,7.65967082624474e-08,1.3787407087017e-07,0,0,3.06386840090257e-08,0,1.93023526189783e-06,1.2561852763893e-06,0,0,3.04854446278023e-06,1.22554730625774e-07,1.3787407087017e-07,0,0,1.07235390146695e-07,9.19160494329348e-08,6.12773670793224e-08,4.59580256615151e-08,1.53193410879884e-07,0,3.21705669971736e-06
"330","Midwest",2003,"July",3.8757860807548e-06,9.03840784758527e-07,0,6.2809283544483e-07,1.74640349274726e-06,8.88521456248231e-07,7.96605480258137e-07,3.21706135719761e-07,7.65967082624474e-08,1.68512750654916e-07,7.65967082624474e-08,0,6.12773670793224e-08,3.06386840090257e-08,2.77279710486362e-06,1.86895800912118e-06,4.59580256615151e-08,3.06386840090257e-08,4.58047284535481e-06,1.53193410879884e-07,1.53193410879884e-07,0,1.53193421218539e-08,1.22554730625774e-07,1.22554730625774e-07,7.65967082624474e-08,3.06386840090257e-08,1.22554730625774e-07,0,4.77962336265021e-06
"331","Midwest",2003,"June",2.72683920430003e-06,6.8937016403629e-07,1.53193421218539e-08,5.0553816677513e-07,1.2561852763893e-06,5.66815502876414e-07,3.82983483085782e-07,2.29790107408222e-07,9.19160494329348e-08,1.53193410879884e-07,7.65967082624474e-08,0,1.53193421218539e-08,7.65967082624474e-08,2.14470561649115e-06,1.14895000945063e-06,4.59580256615151e-08,1.53193421218539e-08,3.0638637584225e-06,7.65967082624474e-08,1.99151429500933e-07,1.53193421218539e-08,6.12773670793224e-08,7.65967082624474e-08,0,4.59580256615151e-08,3.06386840090257e-08,1.22554730625774e-07,0,3.43152677854788e-06
"332","Midwest",2003,"March",2.94130938826756e-06,6.8937016403629e-07,0,5.36176835295136e-07,1.27150459926723e-06,7.65966819717317e-07,5.0553816677513e-07,1.99151429500933e-07,9.19160494329348e-08,1.68512750654916e-07,6.12773670793224e-08,0,1.53193421218539e-08,1.53193421218539e-08,2.09874768728384e-06,1.47065577554639e-06,3.06386840090257e-08,4.59580256615151e-08,3.44684606810109e-06,1.68512750654916e-07,1.22554730625774e-07,0,0,1.68512750654916e-07,0,6.12773670793224e-08,4.59580256615151e-08,1.3787407087017e-07,1.53193421218539e-08,3.63067752465659e-06
"333","Midwest",2003,"May",2.83407430203348e-06,9.19160113256185e-07,0,4.59580162235007e-07,1.40937849483001e-06,7.35328158015725e-07,5.36176835295136e-07,3.676641465963e-07,6.12773670793224e-08,7.65967082624474e-08,1.53193421218539e-08,0,0,3.06386840090257e-08,2.54300758159053e-06,1.14895000945063e-06,3.06386840090257e-08,6.12773670793224e-08,3.52344251234694e-06,1.53193410879884e-07,6.12773670793224e-08,0,6.12773670793224e-08,4.59580256615151e-08,6.12773670793224e-08,4.59580256615151e-08,7.65967082624474e-08,1.22554730625774e-07,0,3.75323181032649e-06
"334","Midwest",2003,"November",2.80343570391791e-06,6.74050832240448e-07,1.53193421218539e-08,3.21706135719761e-07,1.27150459926723e-06,7.20008826923929e-07,4.28941491368181e-07,2.75748122731083e-07,1.07235390146695e-07,1.53193410879884e-07,9.19160494329348e-08,0,1.53193421218539e-08,1.53193421218539e-08,1.80768075281167e-06,1.62384896113169e-06,3.06386840090257e-08,3.06386840090257e-08,3.09450234855892e-06,1.3787407087017e-07,1.53193410879884e-07,0,0,4.59580256615151e-08,7.65967082624474e-08,3.06386840090257e-08,4.59580256615151e-08,1.83832090195266e-07,0,3.49280393535264e-06
"335","Midwest",2003,"October",2.66556200055911e-06,6.43412167944718e-07,0,2.75748122731083e-07,1.28682392191048e-06,5.51496169203116e-07,5.66815502876414e-07,2.45109446009843e-07,4.59580256615151e-08,1.53193410879884e-07,4.59580256615151e-08,0,6.12773670793224e-08,1.53193421218539e-08,2.11406699725429e-06,1.10299203448042e-06,1.53193421218539e-08,1.53193421218539e-08,2.94130938826756e-06,1.83832090195266e-07,1.53193410879884e-07,0,0,1.07235390146695e-07,7.65967082624474e-08,9.19160494329348e-08,0,1.22554730625774e-07,0,3.30897245345164e-06
"336","Midwest",2003,"September",3.27833386988628e-06,8.11924810176524e-07,1.53193421218539e-08,6.1277350271026e-07,1.40937849483001e-06,8.27244139860229e-07,4.90218832163105e-07,2.45109446009843e-07,1.22554730625774e-07,2.60428784598826e-07,1.3787407087017e-07,0,4.59580256615151e-08,1.53193421218539e-08,2.3438566188714e-06,1.66980691216437e-06,3.06386840090257e-08,4.59580256615151e-08,3.89110536372432e-06,1.53193410879884e-07,1.22554730625774e-07,0,1.53193421218539e-08,1.3787407087017e-07,6.12773670793224e-08,1.22554730625774e-07,4.59580256615151e-08,1.53193410879884e-07,0,4.1055752977696e-06
"337","Midwest",2004,"April",2.71621390793081e-06,8.39280365838765e-07,1.52596492054908e-08,3.05192941865416e-07,1.40388676127092e-06,6.86683988159755e-07,4.4252973530594e-07,2.44154360899342e-07,4.57789471399464e-08,2.28894715186704e-07,1.06817540214575e-07,0,1.52596492054908e-08,0,2.07531016764606e-06,1.44966564414246e-06,3.05192984001693e-08,4.57789471399464e-08,3.31133844168557e-06,9.15578924062254e-08,1.98375422840812e-07,1.52596492054908e-08,1.52596492054908e-08,6.10385958689111e-08,3.05192984001693e-08,9.15578924062254e-08,4.57789471399464e-08,1.52596482464527e-07,0,3.5707515892807e-06
"338","Midwest",2004,"August",3.32659804058333e-06,7.47722542114455e-07,1.52596492054908e-08,4.73049020200416e-07,1.40388676127092e-06,7.47722542114455e-07,7.32462903864043e-07,3.35712230951312e-07,1.67856129563494e-07,1.52596482464527e-07,7.62982441429744e-08,0,1.52596492054908e-08,3.05192984001693e-08,2.45680053865725e-06,1.52596377767857e-06,6.10385958689111e-08,4.57789471399464e-08,3.89120303144011e-06,2.13635069019164e-07,1.06817540214575e-07,0,0,1.06817540214575e-07,7.62982441429744e-08,1.06817540214575e-07,3.05192984001693e-08,1.52596482464527e-07,0,4.08957768236346e-06
