Region,Year,Month,Male,Female,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,AAPI,Native,Asian,Black,White,Hispanic
South,1986,April,6.34E-06,1.84E-06,5.94E-07,2.73E-06,1.70E-06,9.34E-07,8.86E-07,4.97E-07,5.82E-07,0,2.43E-08,8.49E-08,3.53E-06,4.51E-06,1.06E-06
South,1986,August,7.45E-06,2.43E-06,8.86E-07,3.43E-06,2.27E-06,1.35E-06,6.92E-07,3.76E-07,5.22E-07,0,1.09E-07,2.43E-08,4.67E-06,5.06E-06,1.37E-06
South,1986,December,6.60E-06,2.17E-06,7.04E-07,2.56E-06,1.94E-06,1.15E-06,5.94E-07,5.58E-07,8.61E-07,0,1.21E-08,1.09E-07,4.12E-06,4.50E-06,1.13E-06
South,1986,February,6.04E-06,1.81E-06,5.82E-07,2.61E-06,2.03E-06,1.03E-06,4.37E-07,2.91E-07,5.82E-07,0,3.64E-08,8.49E-08,3.98E-06,3.74E-06,9.46E-07
South,1986,January,5.80E-06,2.07E-06,6.67E-07,2.68E-06,1.69E-06,1.14E-06,5.58E-07,2.79E-07,4.85E-07,0,2.43E-08,3.64E-08,3.68E-06,4.12E-06,7.76E-07
South,1986,July,7.78E-06,2.16E-06,8.01E-07,3.49E-06,2.69E-06,1.13E-06,5.34E-07,4.12E-07,5.58E-07,0,4.85E-08,1.33E-07,4.56E-06,5.16E-06,1.18E-06
South,1986,June,6.88E-06,2.03E-06,7.52E-07,3.01E-06,2.40E-06,1.03E-06,5.70E-07,3.28E-07,5.82E-07,0,2.43E-08,1.21E-08,4.21E-06,4.62E-06,1.18E-06
South,1986,March,7.25E-06,2.10E-06,6.79E-07,3.15E-06,2.46E-06,1.30E-06,4.97E-07,4.12E-07,5.82E-07,0,1.09E-07,3.64E-08,4.42E-06,4.76E-06,9.71E-07
South,1986,May,7.10E-06,2.03E-06,5.70E-07,2.89E-06,2.46E-06,1.13E-06,8.49E-07,4.37E-07,4.97E-07,0,7.28E-08,8.49E-08,4.38E-06,4.57E-06,9.58E-07
South,1986,November,5.98E-06,1.99E-06,7.04E-07,2.57E-06,2.15E-06,1.03E-06,5.46E-07,3.03E-07,4.85E-07,0,7.28E-08,1.21E-08,3.89E-06,3.95E-06,9.58E-07
South,1986,October,6.01E-06,2.20E-06,5.10E-07,2.64E-06,2.06E-06,1.14E-06,6.43E-07,3.52E-07,6.07E-07,0,7.28E-08,4.85E-08,4.09E-06,3.98E-06,8.37E-07
South,1986,September,6.87E-06,2.45E-06,7.76E-07,3.46E-06,2.14E-06,1.19E-06,6.07E-07,3.88E-07,5.70E-07,0,4.85E-08,3.64E-08,4.59E-06,4.62E-06,8.37E-07
South,1987,April,5.30E-06,1.85E-06,4.93E-07,2.54E-06,1.60E-06,8.77E-07,5.05E-07,2.16E-07,6.13E-07,0,1.20E-08,9.61E-08,3.55E-06,3.49E-06,0
South,1987,August,6.41E-06,2.20E-06,7.81E-07,2.82E-06,1.95E-06,1.08E-06,6.25E-07,4.09E-07,5.17E-07,0,2.40E-08,3.61E-08,4.40E-06,4.12E-06,0
South,1987,December,6.49E-06,2.33E-06,7.09E-07,2.79E-06,2.27E-06,9.49E-07,5.41E-07,4.21E-07,7.93E-07,0,2.40E-08,7.21E-08,4.21E-06,4.47E-06,0
South,1987,February,6.01E-06,2.02E-06,7.21E-07,2.49E-06,1.95E-06,9.85E-07,6.25E-07,4.93E-07,5.89E-07,0,1.20E-08,0,3.82E-06,4.18E-06,0
South,1987,January,6.56E-06,2.04E-06,7.21E-07,2.94E-06,1.86E-06,1.23E-06,6.25E-07,4.93E-07,3.97E-07,0,3.61E-08,6.01E-08,4.18E-06,4.31E-06,0
South,1987,July,6.07E-06,1.97E-06,8.65E-07,2.75E-06,1.69E-06,1.12E-06,5.77E-07,3.12E-07,3.61E-07,0,0,3.61E-08,4.25E-06,3.71E-06,0
South,1987,June,5.50E-06,1.95E-06,5.05E-07,2.24E-06,1.93E-06,1.11E-06,4.45E-07,3.37E-07,6.49E-07,0,1.20E-08,6.01E-08,3.46E-06,3.93E-06,0
South,1987,March,5.66E-06,1.89E-06,6.49E-07,2.26E-06,1.84E-06,9.85E-07,5.41E-07,3.73E-07,5.77E-07,0,2.40E-08,4.81E-08,3.49E-06,3.97E-06,0
South,1987,May,6.39E-06,2.03E-06,6.13E-07,2.78E-06,2.27E-06,1.05E-06,5.89E-07,3.24E-07,5.29E-07,0,4.81E-08,6.01E-08,4.21E-06,4.09E-06,0
South,1987,November,5.38E-06,1.68E-06,6.13E-07,2.33E-06,1.97E-06,7.93E-07,3.73E-07,3.61E-07,4.45E-07,0,7.21E-08,6.01E-08,3.29E-06,3.63E-06,0
South,1987,October,5.85E-06,2.13E-06,9.13E-07,2.57E-06,2.03E-06,9.37E-07,5.77E-07,2.76E-07,5.05E-07,0,2.40E-08,9.61E-08,3.87E-06,3.95E-06,0
South,1987,September,5.43E-06,1.98E-06,6.49E-07,2.63E-06,1.74E-06,9.01E-07,6.01E-07,1.80E-07,5.17E-07,0,0,6.01E-08,3.45E-06,3.87E-06,0
South,1988,April,4.53E-06,1.72E-06,5.01E-07,2.26E-06,1.53E-06,7.51E-07,4.17E-07,3.34E-07,2.74E-07,0,3.58E-08,4.77E-08,3.18E-06,2.98E-06,0
South,1988,August,5.89E-06,1.72E-06,7.75E-07,2.63E-06,1.90E-06,8.94E-07,4.17E-07,3.22E-07,4.77E-07,0,3.58E-08,4.77E-08,4.23E-06,3.27E-06,0
South,1988,December,5.44E-06,1.94E-06,6.56E-07,2.56E-06,1.90E-06,7.63E-07,5.24E-07,3.93E-07,3.93E-07,0,4.77E-08,7.15E-08,3.92E-06,3.33E-06,0
South,1988,February,4.32E-06,1.56E-06,3.70E-07,1.98E-06,1.43E-06,8.11E-07,3.81E-07,3.22E-07,3.46E-07,0,3.58E-08,2.38E-08,3.00E-06,2.81E-06,0
South,1988,January,5.48E-06,1.78E-06,5.60E-07,2.38E-06,1.75E-06,9.77E-07,5.13E-07,3.22E-07,4.65E-07,0,2.38E-08,4.77E-08,3.66E-06,3.53E-06,0
South,1988,July,5.50E-06,1.85E-06,6.68E-07,2.25E-06,1.81E-06,1.10E-06,4.17E-07,3.34E-07,6.44E-07,0,1.19E-08,2.38E-08,3.98E-06,3.30E-06,0
South,1988,June,4.32E-06,1.26E-06,6.56E-07,1.97E-06,1.35E-06,6.44E-07,2.26E-07,2.62E-07,3.22E-07,0,2.38E-08,2.38E-08,3.03E-06,2.48E-06,0
South,1988,March,5.32E-06,1.74E-06,5.36E-07,2.25E-06,1.80E-06,7.63E-07,4.29E-07,5.24E-07,4.29E-07,0,7.15E-08,7.15E-08,3.83E-06,3.09E-06,0
South,1988,May,5.07E-06,1.53E-06,5.60E-07,2.18E-06,1.64E-06,7.39E-07,4.05E-07,2.50E-07,5.48E-07,0,2.38E-08,7.15E-08,3.43E-06,3.04E-06,0
South,1988,November,5.09E-06,1.63E-06,6.79E-07,2.42E-06,1.60E-06,7.27E-07,2.86E-07,2.86E-07,4.53E-07,0,7.15E-08,3.58E-08,3.62E-06,2.97E-06,0
South,1988,October,5.60E-06,2.07E-06,9.06E-07,2.41E-06,1.88E-06,8.94E-07,4.77E-07,3.34E-07,4.29E-07,0,3.58E-08,5.96E-08,4.45E-06,3.14E-06,0
South,1988,September,5.36E-06,1.72E-06,7.75E-07,2.52E-06,1.73E-06,7.87E-07,4.89E-07,2.26E-07,4.29E-07,0,1.19E-08,3.58E-08,3.92E-06,3.09E-06,0
South,1989,April,5.81E-06,1.89E-06,7.56E-07,2.50E-06,2.00E-06,7.79E-07,5.31E-07,3.78E-07,5.31E-07,0,3.54E-08,7.08E-08,4.17E-06,3.40E-06,6.85E-07
South,1989,August,6.00E-06,1.83E-06,1.02E-06,2.59E-06,1.65E-06,8.85E-07,4.60E-07,4.01E-07,5.43E-07,0,2.36E-08,3.54E-08,4.45E-06,3.29E-06,7.08E-07
South,1989,December,6.34E-06,1.66E-06,1.06E-06,2.51E-06,1.98E-06,9.21E-07,4.01E-07,3.54E-07,5.08E-07,0,1.18E-08,7.08E-08,4.47E-06,3.44E-06,6.61E-07
South,1989,February,4.86E-06,1.74E-06,6.14E-07,2.14E-06,1.87E-06,8.15E-07,4.60E-07,2.36E-07,2.95E-07,0,2.36E-08,4.72E-08,3.34E-06,3.18E-06,5.67E-07
South,1989,January,5.99E-06,1.79E-06,7.91E-07,2.63E-06,1.70E-06,9.92E-07,5.90E-07,3.54E-07,4.96E-07,0,5.90E-08,3.54E-08,4.05E-06,3.61E-06,6.38E-07
South,1989,July,6.49E-06,1.55E-06,6.73E-07,2.54E-06,2.22E-06,1.26E-06,4.96E-07,3.42E-07,3.78E-07,0,2.36E-08,1.06E-07,4.27E-06,3.60E-06,5.90E-07
South,1989,June,5.47E-06,1.45E-06,6.73E-07,2.29E-06,1.52E-06,1.03E-06,4.49E-07,2.72E-07,5.19E-07,0,4.72E-08,3.54E-08,3.67E-06,3.15E-06,7.44E-07
South,1989,March,5.63E-06,1.78E-06,8.03E-07,2.36E-06,1.88E-06,9.33E-07,3.31E-07,3.66E-07,4.96E-07,0,2.36E-08,5.90E-08,3.88E-06,3.42E-06,6.02E-07
South,1989,May,5.35E-06,1.71E-06,8.26E-07,2.28E-06,2.03E-06,6.26E-07,4.25E-07,3.19E-07,2.24E-07,0,2.36E-08,4.72E-08,3.97E-06,2.95E-06,6.14E-07
South,1989,November,5.84E-06,1.94E-06,8.74E-07,2.63E-06,1.88E-06,9.45E-07,4.37E-07,3.42E-07,3.31E-07,0,3.54E-08,1.18E-07,4.12E-06,3.48E-06,7.20E-07
South,1989,October,5.88E-06,1.62E-06,7.56E-07,2.54E-06,2.01E-06,9.68E-07,3.66E-07,2.95E-07,4.01E-07,0,2.36E-08,3.54E-08,4.44E-06,2.99E-06,7.20E-07
South,1989,September,6.56E-06,1.78E-06,7.08E-07,2.90E-06,2.10E-06,1.04E-06,4.49E-07,3.42E-07,4.72E-07,0,4.72E-08,3.54E-08,4.55E-06,3.67E-06,7.79E-07
South,1990,April,5.57E-06,1.78E-06,8.51E-07,2.33E-06,2.03E-06,7.93E-07,3.96E-07,3.03E-07,4.20E-07,0,2.33E-08,0,4.10E-06,3.19E-06,6.06E-07
South,1990,August,7.42E-06,2.06E-06,1.28E-06,3.18E-06,2.09E-06,1.34E-06,5.36E-07,3.15E-07,4.90E-07,0,4.66E-08,8.16E-08,5.34E-06,3.99E-06,8.28E-07
South,1990,December,8.02E-06,2.25E-06,1.22E-06,3.16E-06,2.88E-06,1.21E-06,6.18E-07,4.43E-07,5.01E-07,0,3.50E-08,8.16E-08,5.62E-06,4.49E-06,9.79E-07
South,1990,February,5.16E-06,1.66E-06,6.76E-07,2.19E-06,1.76E-06,9.21E-07,4.66E-07,2.33E-07,3.38E-07,0,3.50E-08,5.83E-08,4.07E-06,2.63E-06,5.13E-07
South,1990,January,5.83E-06,1.64E-06,8.97E-07,2.48E-06,1.74E-06,8.97E-07,4.08E-07,3.96E-07,4.20E-07,0,2.33E-08,1.17E-08,4.27E-06,3.16E-06,4.78E-07
South,1990,July,8.33E-06,2.04E-06,1.29E-06,3.35E-06,2.70E-06,1.33E-06,4.90E-07,3.38E-07,6.41E-07,0,0,8.16E-08,5.75E-06,4.50E-06,1.20E-06
South,1990,June,6.75E-06,1.43E-06,7.69E-07,2.93E-06,2.04E-06,9.32E-07,5.01E-07,3.96E-07,3.96E-07,0,5.83E-08,1.05E-07,4.59E-06,3.43E-06,9.09E-07
South,1990,March,5.38E-06,1.75E-06,6.41E-07,1.99E-06,1.89E-06,1.17E-06,4.66E-07,3.38E-07,4.08E-07,0,2.33E-08,2.33E-08,4.08E-06,3.01E-06,4.90E-07
South,1990,May,6.38E-06,1.62E-06,1.01E-06,2.67E-06,1.90E-06,1.07E-06,4.31E-07,2.68E-07,4.43E-07,0,2.33E-08,5.83E-08,4.45E-06,3.44E-06,6.06E-07
South,1990,November,5.68E-06,1.66E-06,1.08E-06,2.33E-06,1.79E-06,8.97E-07,4.08E-07,2.21E-07,3.61E-07,0,5.83E-08,1.05E-07,4.24E-06,2.88E-06,7.23E-07
South,1990,October,6.64E-06,1.64E-06,1.14E-06,2.84E-06,2.03E-06,9.21E-07,3.73E-07,2.80E-07,5.48E-07,0,3.50E-08,5.83E-08,5.06E-06,3.09E-06,8.86E-07
South,1990,September,7.07E-06,2.03E-06,1.17E-06,3.00E-06,2.18E-06,1.15E-06,4.90E-07,3.15E-07,5.24E-07,0,1.05E-07,6.99E-08,4.90E-06,4.00E-06,1.07E-06
South,1991,April,6.18E-06,1.65E-06,8.83E-07,2.75E-06,1.89E-06,9.29E-07,4.47E-07,3.32E-07,3.32E-07,0,3.44E-08,8.03E-08,4.45E-06,3.27E-06,8.03E-07
South,1991,August,7.15E-06,1.96E-06,1.43E-06,3.00E-06,2.09E-06,1.08E-06,4.93E-07,3.67E-07,3.78E-07,0,0,8.03E-08,5.25E-06,3.77E-06,8.37E-07
South,1991,December,9.18E-06,2.65E-06,1.41E-06,3.90E-06,2.91E-06,1.56E-06,5.27E-07,5.16E-07,6.65E-07,0,0,9.17E-08,6.21E-06,5.50E-06,6.53E-07
South,1991,February,5.18E-06,1.52E-06,8.48E-07,2.21E-06,1.55E-06,8.94E-07,3.44E-07,2.75E-07,4.01E-07,0,4.59E-08,5.73E-08,3.70E-06,2.90E-06,7.34E-07
South,1991,January,6.06E-06,1.77E-06,9.86E-07,2.51E-06,1.88E-06,1.08E-06,4.24E-07,3.44E-07,4.01E-07,0,4.59E-08,5.73E-08,4.60E-06,3.13E-06,7.11E-07
South,1991,July,6.72E-06,1.85E-06,1.20E-06,2.69E-06,2.04E-06,1.09E-06,5.27E-07,3.78E-07,4.59E-07,0,0,1.38E-07,4.93E-06,3.47E-06,6.88E-07
South,1991,June,5.81E-06,1.73E-06,9.17E-07,2.61E-06,1.87E-06,8.48E-07,3.90E-07,2.29E-07,4.59E-07,0,4.59E-08,4.59E-08,4.17E-06,3.27E-06,7.91E-07
South,1991,March,5.20E-06,1.59E-06,1.02E-06,2.10E-06,1.77E-06,7.91E-07,4.24E-07,1.72E-07,2.64E-07,0,8.03E-08,3.44E-08,3.77E-06,2.87E-06,7.11E-07
South,1991,May,5.69E-06,1.72E-06,6.76E-07,2.73E-06,1.97E-06,8.37E-07,3.55E-07,2.18E-07,3.90E-07,0,1.15E-08,2.29E-08,4.45E-06,2.91E-06,6.88E-07
South,1991,November,6.36E-06,1.59E-06,9.97E-07,2.74E-06,1.95E-06,8.03E-07,4.13E-07,2.41E-07,5.16E-07,0,3.44E-08,5.73E-08,4.51E-06,3.34E-06,7.22E-07
South,1991,October,6.70E-06,1.98E-06,1.03E-06,2.95E-06,1.89E-06,1.09E-06,5.27E-07,3.55E-07,6.53E-07,0,3.44E-08,4.59E-08,4.84E-06,3.74E-06,8.14E-07
South,1991,September,6.56E-06,1.95E-06,1.12E-06,3.21E-06,1.98E-06,7.57E-07,4.93E-07,2.87E-07,4.01E-07,0,6.88E-08,1.03E-07,4.93E-06,3.38E-06,9.86E-07
South,1992,April,6.47E-06,1.75E-06,1.08E-06,2.59E-06,2.11E-06,1.01E-06,3.27E-07,2.14E-07,5.41E-07,0,1.13E-08,7.89E-08,4.69E-06,3.43E-06,6.88E-07
South,1992,August,7.09E-06,2.23E-06,1.54E-06,2.92E-06,2.11E-06,1.16E-06,3.72E-07,2.82E-07,6.20E-07,0,4.51E-08,5.64E-08,5.26E-06,3.87E-06,6.65E-07
South,1992,December,1.26E-05,3.62E-06,2.20E-06,4.63E-06,4.02E-06,2.24E-06,9.02E-07,6.88E-07,1.17E-06,0,3.38E-08,1.24E-07,8.68E-06,7.29E-06,7.55E-07
South,1992,February,5.96E-06,1.65E-06,1.07E-06,2.49E-06,1.84E-06,9.58E-07,4.06E-07,2.82E-07,4.06E-07,0,5.64E-08,3.38E-08,4.28E-06,3.22E-06,5.52E-07
South,1992,January,6.90E-06,1.87E-06,9.70E-07,3.09E-06,2.07E-06,1.07E-06,4.28E-07,3.04E-07,4.51E-07,0,6.76E-08,9.02E-08,5.29E-06,3.33E-06,6.76E-07
South,1992,July,7.08E-06,2.15E-06,1.08E-06,3.02E-06,2.40E-06,9.58E-07,6.20E-07,3.38E-07,4.28E-07,0,7.89E-08,3.38E-08,5.13E-06,3.97E-06,8.12E-07
South,1992,June,6.18E-06,1.92E-06,9.81E-07,2.73E-06,1.89E-06,1.01E-06,4.40E-07,4.06E-07,2.93E-07,0,0,7.89E-08,4.43E-06,3.56E-06,6.31E-07
South,1992,March,6.45E-06,1.88E-06,1.13E-06,2.96E-06,1.77E-06,1.04E-06,5.07E-07,2.71E-07,4.40E-07,0,2.25E-08,2.25E-08,4.69E-06,3.60E-06,6.76E-07
South,1992,May,6.34E-06,1.76E-06,9.36E-07,2.75E-06,2.12E-06,9.92E-07,4.28E-07,3.61E-07,3.61E-07,0,4.51E-08,3.38E-08,4.84E-06,3.18E-06,6.31E-07
South,1992,November,5.94E-06,1.65E-06,1.05E-06,2.56E-06,1.89E-06,8.34E-07,4.17E-07,3.38E-07,3.49E-07,0,2.25E-08,7.89E-08,4.30E-06,3.16E-06,6.31E-07
South,1992,October,6.65E-06,1.80E-06,1.13E-06,2.78E-06,2.13E-06,1.10E-06,3.49E-07,2.37E-07,4.73E-07,0,1.13E-08,5.64E-08,4.87E-06,3.47E-06,7.33E-07
South,1992,September,6.74E-06,1.89E-06,1.10E-06,2.73E-06,2.27E-06,1.07E-06,4.62E-07,3.49E-07,4.51E-07,0,5.64E-08,1.01E-07,4.93E-06,3.54E-06,7.78E-07
South,1993,April,6.54E-06,2.45E-06,1.17E-06,2.76E-06,2.48E-06,1.06E-06,4.77E-07,3.33E-07,4.10E-07,0,4.43E-08,6.65E-08,5.07E-06,3.79E-06,6.10E-07
South,1993,August,8.12E-06,2.11E-06,1.60E-06,3.31E-06,2.43E-06,1.23E-06,4.54E-07,3.21E-07,6.10E-07,0,4.43E-08,7.76E-08,5.92E-06,4.18E-06,9.31E-07
South,1993,December,7.47E-06,2.25E-06,1.31E-06,3.52E-06,2.03E-06,1.12E-06,5.65E-07,3.44E-07,4.77E-07,0,7.76E-08,3.33E-08,5.69E-06,3.93E-06,5.21E-07
South,1993,February,6.40E-06,1.78E-06,8.20E-07,2.62E-06,1.93E-06,1.13E-06,6.21E-07,3.44E-07,4.66E-07,0,2.22E-08,1.33E-07,4.56E-06,3.46E-06,5.76E-07
South,1993,January,7.02E-06,2.33E-06,1.15E-06,3.10E-06,2.29E-06,1.26E-06,4.54E-07,3.55E-07,3.88E-07,0,2.22E-08,8.87E-08,5.00E-06,4.20E-06,5.43E-07
South,1993,July,7.98E-06,2.00E-06,1.23E-06,3.44E-06,2.47E-06,1.24E-06,5.32E-07,2.99E-07,5.43E-07,0,5.54E-08,1.22E-07,5.74E-06,4.01E-06,6.21E-07
South,1993,June,7.36E-06,2.35E-06,1.42E-06,3.06E-06,2.46E-06,1.03E-06,6.43E-07,3.66E-07,4.77E-07,0,4.43E-08,7.76E-08,5.30E-06,4.29E-06,6.76E-07
South,1993,March,6.89E-06,2.18E-06,1.14E-06,3.19E-06,2.13E-06,1.03E-06,4.21E-07,3.77E-07,4.99E-07,0,1.11E-08,7.76E-08,5.25E-06,3.74E-06,5.43E-07
South,1993,May,7.10E-06,2.17E-06,1.29E-06,2.77E-06,2.42E-06,1.13E-06,5.65E-07,3.55E-07,4.32E-07,0,3.33E-08,9.98E-08,5.31E-06,3.81E-06,6.76E-07
South,1993,November,7.06E-06,1.96E-06,1.40E-06,2.87E-06,2.17E-06,1.22E-06,4.10E-07,3.21E-07,2.88E-07,0,2.22E-08,4.43E-08,5.34E-06,3.60E-06,5.21E-07
South,1993,October,7.30E-06,2.13E-06,1.27E-06,3.21E-06,2.41E-06,1.11E-06,5.10E-07,2.33E-07,4.21E-07,0,5.54E-08,1.11E-07,5.51E-06,3.76E-06,6.32E-07
South,1993,September,6.81E-06,2.26E-06,1.13E-06,3.08E-06,2.14E-06,9.86E-07,5.43E-07,3.21E-07,4.77E-07,0,1.11E-08,4.43E-08,5.18E-06,3.82E-06,6.32E-07
South,1994,April,6.88E-06,1.70E-06,1.29E-06,2.84E-06,2.25E-06,9.26E-07,4.25E-07,1.85E-07,4.25E-07,0,2.18E-08,6.54E-08,5.38E-06,3.08E-06,5.67E-07
South,1994,August,7.07E-06,2.28E-06,1.19E-06,3.22E-06,2.14E-06,1.20E-06,5.12E-07,2.62E-07,4.90E-07,0,6.54E-08,4.36E-08,5.13E-06,4.10E-06,7.52E-07
South,1994,December,6.92E-06,1.73E-06,1.24E-06,2.72E-06,2.02E-06,1.10E-06,5.56E-07,3.71E-07,2.94E-07,0,3.27E-08,8.72E-08,4.89E-06,3.61E-06,5.67E-07
South,1994,February,6.39E-06,1.83E-06,1.01E-06,2.89E-06,1.89E-06,9.16E-07,4.36E-07,2.83E-07,5.12E-07,0,5.45E-08,8.72E-08,4.75E-06,3.29E-06,5.45E-07
South,1994,January,6.72E-06,1.94E-06,1.09E-06,2.91E-06,2.16E-06,1.01E-06,4.58E-07,3.27E-07,5.01E-07,0,6.54E-08,6.54E-08,4.95E-06,3.56E-06,6.54E-07
South,1994,July,7.17E-06,2.02E-06,1.43E-06,2.90E-06,2.28E-06,1.16E-06,3.92E-07,2.83E-07,4.36E-07,0,7.63E-08,3.27E-08,5.32E-06,3.73E-06,6.76E-07
South,1994,June,6.38E-06,1.97E-06,1.10E-06,2.59E-06,2.01E-06,1.13E-06,6.10E-07,2.29E-07,3.60E-07,0,2.18E-08,7.63E-08,5.01E-06,3.22E-06,5.78E-07
South,1994,March,7.14E-06,2.16E-06,1.21E-06,3.16E-06,2.16E-06,1.18E-06,4.36E-07,2.18E-07,5.12E-07,0,3.27E-08,4.36E-08,5.34E-06,3.86E-06,6.43E-07
South,1994,May,7.05E-06,1.90E-06,1.26E-06,2.99E-06,2.34E-06,1.04E-06,3.49E-07,2.62E-07,4.90E-07,0,2.18E-08,9.81E-08,5.12E-06,3.66E-06,6.98E-07
South,1994,November,6.75E-06,1.79E-06,1.08E-06,2.66E-06,1.99E-06,1.19E-06,5.12E-07,3.81E-07,4.25E-07,0,1.09E-08,5.45E-08,4.60E-06,3.85E-06,6.21E-07
South,1994,October,6.96E-06,2.18E-06,1.44E-06,2.71E-06,2.17E-06,1.18E-06,5.12E-07,2.83E-07,5.12E-07,0,5.45E-08,6.54E-08,4.94E-06,4.07E-06,8.61E-07
South,1994,September,6.87E-06,1.87E-06,1.11E-06,3.01E-06,2.20E-06,1.11E-06,4.14E-07,2.94E-07,4.47E-07,0,3.27E-08,7.63E-08,5.06E-06,3.53E-06,5.45E-07
South,1995,April,5.99E-06,2.78E-06,1.24E-06,2.22E-06,1.95E-06,1.24E-06,7.29E-07,4.29E-07,4.50E-07,0,5.36E-08,9.65E-08,4.31E-06,4.25E-06,4.40E-07
South,1995,August,6.95E-06,2.18E-06,1.42E-06,2.76E-06,2.29E-06,1.29E-06,4.08E-07,2.14E-07,5.68E-07,0,4.29E-08,7.51E-08,5.08E-06,3.88E-06,5.90E-07
South,1995,December,6.33E-06,2.05E-06,1.34E-06,2.37E-06,2.07E-06,1.15E-06,4.93E-07,3.65E-07,3.75E-07,0,4.29E-08,0,4.87E-06,3.44E-06,6.11E-07
South,1995,February,4.85E-06,1.75E-06,6.97E-07,2.24E-06,1.48E-06,8.90E-07,3.75E-07,2.90E-07,3.32E-07,0,1.07E-08,3.22E-08,3.45E-06,3.07E-06,4.40E-07
South,1995,January,6.65E-06,1.84E-06,1.22E-06,2.81E-06,2.16E-06,1.01E-06,4.29E-07,2.68E-07,3.86E-07,0,4.29E-08,6.43E-08,4.69E-06,3.64E-06,6.86E-07
South,1995,July,6.51E-06,1.76E-06,1.21E-06,2.67E-06,1.88E-06,1.05E-06,4.72E-07,2.68E-07,4.08E-07,0,4.29E-08,5.36E-08,4.54E-06,3.57E-06,6.97E-07
South,1995,June,5.99E-06,1.84E-06,1.14E-06,2.37E-06,1.93E-06,1.12E-06,3.97E-07,3.11E-07,4.40E-07,0,2.14E-08,3.22E-08,4.57E-06,3.15E-06,5.79E-07
South,1995,March,5.59E-06,1.76E-06,1.03E-06,2.32E-06,1.72E-06,9.87E-07,4.61E-07,2.47E-07,4.08E-07,0,4.29E-08,2.14E-08,4.00E-06,3.24E-06,3.75E-07
South,1995,May,6.13E-06,1.76E-06,1.10E-06,2.51E-06,1.68E-06,1.09E-06,4.72E-07,2.79E-07,4.40E-07,0,5.36E-08,6.43E-08,4.46E-06,3.25E-06,4.93E-07
South,1995,November,6.39E-06,1.54E-06,1.34E-06,2.35E-06,1.87E-06,9.87E-07,4.18E-07,2.90E-07,3.75E-07,0,4.29E-08,1.18E-07,4.41E-06,3.34E-06,4.40E-07
South,1995,October,6.20E-06,1.74E-06,1.14E-06,2.48E-06,1.79E-06,1.07E-06,4.72E-07,3.65E-07,4.40E-07,0,7.51E-08,8.58E-08,4.38E-06,3.40E-06,6.76E-07
South,1995,September,6.01E-06,1.57E-06,1.08E-06,2.43E-06,1.62E-06,1.08E-06,4.40E-07,2.90E-07,2.79E-07,0,2.14E-08,6.43E-08,4.32E-06,3.13E-06,4.83E-07
South,1996,April,4.72E-06,1.47E-06,9.71E-07,1.94E-06,1.32E-06,7.39E-07,4.22E-07,1.90E-07,4.22E-07,0,4.22E-08,6.33E-08,3.33E-06,2.76E-06,3.48E-07
South,1996,August,5.74E-06,1.81E-06,1.02E-06,2.25E-06,1.71E-06,1.20E-06,4.54E-07,3.17E-07,3.80E-07,0,0,1.06E-07,4.21E-06,3.23E-06,6.12E-07
South,1996,December,7.87E-06,2.48E-06,1.28E-06,3.08E-06,2.52E-06,1.48E-06,6.76E-07,4.33E-07,5.38E-07,0,9.50E-08,1.27E-07,4.96E-06,5.13E-06,4.86E-07
South,1996,February,4.63E-06,1.79E-06,7.81E-07,1.88E-06,1.60E-06,9.19E-07,2.64E-07,2.96E-07,3.27E-07,0,1.06E-08,4.22E-08,3.19E-06,3.18E-06,6.02E-07
South,1996,January,5.81E-06,1.86E-06,1.10E-06,2.22E-06,1.88E-06,1.03E-06,3.70E-07,3.06E-07,3.91E-07,0,1.06E-08,1.06E-07,4.13E-06,3.41E-06,3.91E-07
South,1996,July,5.70E-06,1.52E-06,9.19E-07,2.03E-06,1.85E-06,1.02E-06,4.33E-07,2.43E-07,4.12E-07,0,3.17E-08,6.33E-08,3.91E-06,3.17E-06,5.60E-07
South,1996,June,5.65E-06,1.57E-06,9.50E-07,2.35E-06,1.54E-06,1.08E-06,5.38E-07,2.22E-07,3.06E-07,0,1.06E-08,4.22E-08,4.03E-06,3.10E-06,5.49E-07
South,1996,March,4.60E-06,1.69E-06,8.45E-07,1.83E-06,1.46E-06,1.03E-06,3.80E-07,1.48E-07,3.38E-07,0,1.06E-08,1.16E-07,3.46E-06,2.69E-06,4.65E-07
South,1996,May,5.74E-06,1.69E-06,1.00E-06,2.20E-06,1.60E-06,1.17E-06,4.54E-07,2.75E-07,3.70E-07,0,3.17E-08,7.39E-08,3.99E-06,3.33E-06,6.86E-07
South,1996,November,5.14E-06,1.54E-06,9.29E-07,1.87E-06,1.68E-06,9.29E-07,4.12E-07,1.79E-07,4.43E-07,0,2.11E-08,6.33E-08,3.67E-06,2.91E-06,4.22E-07
South,1996,October,5.66E-06,1.54E-06,1.00E-06,2.25E-06,1.71E-06,1.11E-06,3.27E-07,2.96E-07,3.06E-07,0,0,7.39E-08,3.99E-06,3.10E-06,5.81E-07
