Region,Year,Month,Male,Female,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,AAPI,Native,Asian,Black,White,Hispanic
Midwest,2019,December,3.42E-06,9.80E-07,4.98E-07,1.51E-06,1.04E-06,4.83E-07,3.22E-07,3.37E-07,1.32E-07,1.46E-08,7.32E-08,1.46E-08,2.49E-06,1.74E-06,3.80E-07
Midwest,2019,February,2.75E-06,7.46E-07,3.51E-07,1.13E-06,8.63E-07,4.10E-07,2.78E-07,1.76E-07,7.32E-08,0,0,0,1.77E-06,1.64E-06,2.78E-07
Midwest,2019,January,3.09E-06,6.44E-07,3.51E-07,1.20E-06,8.93E-07,3.80E-07,2.78E-07,2.93E-07,2.34E-07,0,2.93E-08,1.46E-08,2.12E-06,1.49E-06,1.76E-07
Midwest,2019,July,4.11E-06,1.16E-06,5.85E-07,1.73E-06,1.19E-06,7.02E-07,4.10E-07,2.49E-07,1.32E-07,0,1.46E-08,1.46E-08,3.31E-06,1.84E-06,2.63E-07
Midwest,2019,June,3.97E-06,1.01E-06,6.88E-07,1.40E-06,1.08E-06,7.61E-07,3.37E-07,2.63E-07,1.46E-07,0,1.46E-08,8.78E-08,3.34E-06,1.49E-06,2.34E-07
Midwest,2019,March,2.87E-06,9.22E-07,4.83E-07,1.27E-06,6.58E-07,4.54E-07,4.24E-07,2.19E-07,1.46E-07,0,7.32E-08,1.46E-08,2.19E-06,1.48E-06,1.61E-07
Midwest,2019,May,3.83E-06,8.34E-07,4.83E-07,1.64E-06,1.07E-06,6.58E-07,4.39E-07,1.17E-07,1.02E-07,0,5.85E-08,1.46E-08,3.09E-06,1.46E-06,2.05E-07
Midwest,2019,November,3.54E-06,8.05E-07,4.98E-07,1.49E-06,8.49E-07,4.39E-07,4.98E-07,3.22E-07,1.76E-07,1.46E-08,4.39E-08,1.46E-08,2.82E-06,1.32E-06,3.51E-07
Midwest,2019,October,3.22E-06,9.66E-07,5.27E-07,1.39E-06,9.22E-07,5.41E-07,3.22E-07,1.90E-07,1.32E-07,0,1.46E-08,1.46E-08,2.74E-06,1.32E-06,1.32E-07
Midwest,2019,September,3.97E-06,8.19E-07,5.85E-07,1.89E-06,9.22E-07,5.12E-07,3.51E-07,1.46E-07,1.46E-07,0,4.39E-08,4.39E-08,3.13E-06,1.49E-06,3.37E-07
Midwest,2020,April,3.91E-06,1.10E-06,5.71E-07,1.99E-06,9.22E-07,4.83E-07,5.12E-07,2.78E-07,1.02E-07,0,2.93E-08,1.46E-08,3.19E-06,1.70E-06,2.63E-07
Midwest,2020,August,5.94E-06,1.52E-06,7.76E-07,2.50E-06,1.82E-06,7.76E-07,6.73E-07,4.24E-07,2.63E-07,1.46E-08,1.76E-07,7.32E-08,4.80E-06,2.31E-06,6.00E-07
Midwest,2020,December,4.29E-06,1.17E-06,8.34E-07,1.77E-06,1.20E-06,7.32E-07,3.37E-07,2.05E-07,1.76E-07,0,7.32E-08,2.93E-08,3.51E-06,1.67E-06,2.78E-07
Midwest,2020,February,3.37E-06,9.66E-07,5.27E-07,1.41E-06,9.51E-07,6.00E-07,2.78E-07,2.34E-07,8.78E-08,0,1.46E-08,7.32E-08,2.53E-06,1.58E-06,2.93E-07
Midwest,2020,January,2.90E-06,1.01E-06,4.83E-07,1.16E-06,7.47E-07,5.56E-07,3.95E-07,2.20E-07,2.05E-07,1.46E-08,7.32E-08,2.93E-08,2.30E-06,1.45E-06,1.90E-07
Midwest,2020,July,6.32E-06,1.64E-06,1.14E-06,3.10E-06,1.55E-06,8.93E-07,5.86E-07,2.93E-07,1.17E-07,0,4.39E-08,4.39E-08,5.45E-06,2.34E-06,4.24E-07
Midwest,2020,June,6.44E-06,1.42E-06,1.04E-06,2.80E-06,1.79E-06,1.01E-06,5.27E-07,2.93E-07,1.90E-07,0,1.46E-07,5.86E-08,5.52E-06,2.08E-06,4.10E-07
Midwest,2020,March,3.28E-06,1.14E-06,4.24E-07,1.36E-06,1.02E-06,6.59E-07,4.10E-07,1.46E-07,1.46E-07,1.46E-08,2.93E-08,5.86E-08,2.24E-06,2.01E-06,3.07E-07
Midwest,2020,May,5.68E-06,1.04E-06,7.32E-07,2.44E-06,1.79E-06,7.32E-07,4.68E-07,2.63E-07,1.90E-07,0,1.46E-07,1.46E-08,4.39E-06,2.02E-06,4.68E-07
Midwest,2020,November,4.87E-06,1.05E-06,6.88E-07,2.03E-06,1.60E-06,7.61E-07,3.22E-07,1.76E-07,1.76E-07,0,8.78E-08,2.93E-08,3.82E-06,1.74E-06,4.68E-07
Midwest,2020,October,4.98E-06,1.35E-06,9.95E-07,1.89E-06,1.76E-06,8.20E-07,3.51E-07,1.90E-07,2.20E-07,0,2.93E-08,7.32E-08,4.13E-06,2.01E-06,4.98E-07
Midwest,2020,September,4.98E-06,1.39E-06,9.81E-07,2.14E-06,1.27E-06,6.73E-07,6.15E-07,2.78E-07,2.49E-07,0,4.39E-08,5.86E-08,4.13E-06,1.99E-06,5.42E-07
Northeast,1976,April,4.46E-06,1.28E-06,6.89E-07,1.76E-06,1.20E-06,8.51E-07,4.46E-07,1.42E-07,3.24E-07,0,0,4.05E-08,2.39E-06,3.26E-06,0
Northeast,1976,August,2.07E-06,8.10E-07,3.24E-07,9.72E-07,6.48E-07,1.62E-07,1.62E-07,2.23E-07,1.62E-07,0,0,0,1.05E-06,1.82E-06,0
Northeast,1976,December,1.94E-06,9.93E-07,2.84E-07,9.32E-07,4.66E-07,4.86E-07,2.23E-07,2.03E-07,1.62E-07,0,4.05E-08,2.03E-08,1.15E-06,1.68E-06,0
Northeast,1976,February,3.81E-06,1.38E-06,5.06E-07,1.56E-06,9.52E-07,8.30E-07,4.25E-07,2.84E-07,3.24E-07,0,0,6.08E-08,2.49E-06,2.63E-06,0
Northeast,1976,January,3.97E-06,1.28E-06,6.08E-07,1.64E-06,1.09E-06,4.46E-07,5.67E-07,3.85E-07,2.63E-07,0,0,0,2.57E-06,2.67E-06,0
Northeast,1976,July,2.65E-06,6.28E-07,5.27E-07,1.07E-06,4.25E-07,4.05E-07,3.65E-07,1.62E-07,2.03E-07,0,0,8.10E-08,1.42E-06,1.76E-06,0
Northeast,1976,June,5.02E-06,1.20E-06,6.08E-07,2.13E-06,1.20E-06,9.93E-07,4.86E-07,3.24E-07,2.43E-07,0,0,2.03E-08,2.90E-06,3.20E-06,0
Northeast,1976,March,4.52E-06,1.34E-06,5.06E-07,1.76E-06,1.42E-06,7.09E-07,5.67E-07,3.85E-07,2.84E-07,0,0,8.10E-08,2.77E-06,2.96E-06,0
Northeast,1976,May,3.91E-06,1.48E-06,5.47E-07,1.54E-06,1.24E-06,7.49E-07,5.06E-07,3.65E-07,1.62E-07,0,0,8.10E-08,2.23E-06,3.02E-06,0
Northeast,1976,November,2.51E-06,7.90E-07,4.86E-07,1.05E-06,5.27E-07,3.44E-07,3.65E-07,1.42E-07,1.42E-07,0,2.03E-08,6.08E-08,1.24E-06,1.96E-06,0
Northeast,1976,October,2.21E-06,8.30E-07,4.66E-07,8.91E-07,5.27E-07,4.05E-07,2.63E-07,1.62E-07,2.23E-07,0,4.05E-08,0,1.44E-06,1.52E-06,0
Northeast,1976,September,2.05E-06,8.71E-07,3.04E-07,9.32E-07,5.67E-07,4.25E-07,3.44E-07,1.22E-07,1.01E-07,0,2.03E-08,2.03E-08,1.54E-06,1.32E-06,0
Northeast,1977,April,4.38E-06,1.26E-06,7.91E-07,1.66E-06,1.18E-06,6.49E-07,5.48E-07,1.22E-07,4.06E-07,0,0,4.06E-08,2.74E-06,2.72E-06,0
Northeast,1977,August,4.55E-06,1.56E-06,6.70E-07,2.13E-06,1.34E-06,7.30E-07,5.28E-07,3.65E-07,8.12E-08,0,0,0,3.08E-06,2.98E-06,0
Northeast,1977,December,6.05E-06,1.48E-06,7.30E-07,2.21E-06,1.95E-06,9.54E-07,6.29E-07,2.84E-07,3.65E-07,0,2.03E-08,2.03E-08,3.41E-06,4.02E-06,0
Northeast,1977,February,4.10E-06,9.54E-07,4.46E-07,1.26E-06,1.12E-06,8.93E-07,4.26E-07,3.45E-07,3.86E-07,0,0,1.83E-07,2.29E-06,2.46E-06,0
Northeast,1977,January,4.06E-06,1.34E-06,6.29E-07,1.68E-06,1.08E-06,7.30E-07,4.67E-07,2.03E-07,3.65E-07,0,0,4.06E-08,2.46E-06,2.86E-06,0
Northeast,1977,July,4.52E-06,1.36E-06,6.09E-07,1.72E-06,1.26E-06,9.94E-07,5.88E-07,2.64E-07,3.04E-07,0,4.06E-08,2.03E-08,2.88E-06,2.88E-06,0
Northeast,1977,June,4.48E-06,1.20E-06,5.68E-07,1.62E-06,1.52E-06,5.68E-07,6.70E-07,3.04E-07,1.83E-07,0,0,0,2.54E-06,3.10E-06,0
Northeast,1977,March,4.79E-06,1.83E-06,7.10E-07,1.99E-06,1.36E-06,7.51E-07,4.46E-07,3.45E-07,5.88E-07,0,0,4.06E-08,2.76E-06,3.77E-06,0
Northeast,1977,May,3.84E-06,1.28E-06,5.88E-07,1.54E-06,9.74E-07,7.30E-07,4.46E-07,3.45E-07,1.83E-07,0,0,6.09E-08,2.35E-06,2.66E-06,0
Northeast,1977,November,5.07E-06,1.42E-06,5.07E-07,1.72E-06,1.66E-06,1.08E-06,5.07E-07,4.06E-07,3.04E-07,0,0,4.06E-08,2.96E-06,3.47E-06,0
Northeast,1977,October,4.12E-06,1.22E-06,6.09E-07,1.75E-06,1.26E-06,5.07E-07,4.87E-07,3.25E-07,2.43E-07,0,0,4.06E-08,2.39E-06,2.82E-06,0
Northeast,1977,September,4.59E-06,1.12E-06,7.10E-07,1.75E-06,1.30E-06,4.87E-07,5.68E-07,2.64E-07,3.45E-07,0,2.03E-08,2.03E-08,2.43E-06,3.19E-06,0
Northeast,1978,April,4.76E-06,1.36E-06,5.49E-07,1.91E-06,1.57E-06,6.50E-07,5.29E-07,1.83E-07,3.46E-07,0,0,2.03E-08,2.85E-06,3.21E-06,0
Northeast,1978,August,4.02E-06,1.52E-06,5.29E-07,1.89E-06,1.02E-06,6.10E-07,5.69E-07,3.46E-07,3.05E-07,0,0,2.03E-08,2.50E-06,3.03E-06,0
Northeast,1978,December,6.06E-06,1.28E-06,7.72E-07,2.48E-06,1.36E-06,9.76E-07,8.13E-07,2.85E-07,3.86E-07,0,0,6.10E-08,3.54E-06,3.74E-06,0
Northeast,1978,February,3.58E-06,1.38E-06,5.90E-07,1.46E-06,1.06E-06,6.91E-07,4.47E-07,2.03E-07,2.24E-07,0,0,0,2.11E-06,2.78E-06,0
Northeast,1978,January,4.00E-06,1.20E-06,5.29E-07,1.36E-06,1.18E-06,7.52E-07,5.08E-07,4.07E-07,2.64E-07,0,2.03E-08,8.13E-08,2.11E-06,2.87E-06,0
Northeast,1978,July,4.49E-06,1.34E-06,7.72E-07,1.91E-06,1.20E-06,7.11E-07,5.29E-07,1.83E-07,2.85E-07,0,0,2.03E-08,2.64E-06,3.13E-06,0
Northeast,1978,June,4.41E-06,1.28E-06,6.50E-07,1.71E-06,1.50E-06,6.30E-07,5.08E-07,3.05E-07,1.63E-07,0,0,4.07E-08,2.44E-06,3.19E-06,0
Northeast,1978,March,4.35E-06,1.16E-06,5.29E-07,1.95E-06,1.10E-06,7.32E-07,4.47E-07,2.64E-07,2.03E-07,0,2.03E-08,2.03E-08,2.64E-06,2.81E-06,0
Northeast,1978,May,3.76E-06,1.18E-06,5.08E-07,1.63E-06,9.55E-07,6.10E-07,5.49E-07,2.03E-07,3.05E-07,0,0,0,2.01E-06,2.87E-06,0
Northeast,1978,November,5.29E-06,1.73E-06,8.74E-07,1.89E-06,1.77E-06,8.74E-07,5.69E-07,2.64E-07,4.07E-07,0,2.03E-08,4.07E-08,2.74E-06,4.11E-06,0
Northeast,1978,October,4.55E-06,1.36E-06,8.33E-07,1.81E-06,1.40E-06,5.90E-07,4.47E-07,3.46E-07,2.64E-07,0,0,4.07E-08,2.70E-06,3.13E-06,0
Northeast,1978,September,4.78E-06,1.50E-06,7.32E-07,2.07E-06,1.34E-06,7.32E-07,4.07E-07,3.46E-07,3.46E-07,0,0,4.07E-08,2.62E-06,3.58E-06,0
Northeast,1979,April,4.41E-06,1.75E-06,5.49E-07,1.93E-06,1.24E-06,7.53E-07,6.71E-07,3.46E-07,4.27E-07,0,2.03E-08,4.07E-08,2.83E-06,3.23E-06,0
Northeast,1979,August,5.19E-06,1.55E-06,7.32E-07,1.97E-06,1.34E-06,7.93E-07,7.53E-07,3.86E-07,4.68E-07,0,0,0,2.85E-06,3.78E-06,0
Northeast,1979,December,5.61E-06,1.22E-06,5.90E-07,2.60E-06,1.36E-06,8.75E-07,6.92E-07,1.63E-07,3.86E-07,0,2.03E-08,2.03E-08,3.13E-06,3.64E-06,0
Northeast,1979,February,4.43E-06,1.26E-06,6.31E-07,1.75E-06,1.28E-06,8.14E-07,4.68E-07,2.64E-07,2.44E-07,0,0,0,2.36E-06,3.19E-06,0
Northeast,1979,January,4.56E-06,1.59E-06,7.73E-07,1.71E-06,1.38E-06,6.71E-07,4.27E-07,3.86E-07,4.07E-07,0,0,0,2.85E-06,3.21E-06,0
Northeast,1979,July,5.23E-06,1.20E-06,7.73E-07,1.93E-06,1.44E-06,8.75E-07,4.27E-07,3.86E-07,4.27E-07,0,4.07E-08,2.03E-08,2.64E-06,3.52E-06,0
Northeast,1979,June,4.35E-06,1.20E-06,5.09E-07,1.95E-06,1.04E-06,5.49E-07,6.10E-07,3.25E-07,3.66E-07,0,0,0,2.69E-06,2.83E-06,0
Northeast,1979,March,4.52E-06,1.38E-06,7.12E-07,2.38E-06,1.22E-06,4.88E-07,3.66E-07,1.63E-07,2.85E-07,0,0,4.07E-08,2.60E-06,3.23E-06,0
Northeast,1979,May,4.98E-06,1.55E-06,7.32E-07,2.14E-06,1.44E-06,7.12E-07,5.70E-07,3.05E-07,4.27E-07,0,4.07E-08,0,2.79E-06,3.56E-06,0
Northeast,1979,November,5.68E-06,1.46E-06,9.36E-07,2.34E-06,1.67E-06,5.70E-07,6.92E-07,3.25E-07,3.86E-07,0,0,1.63E-07,3.19E-06,3.66E-06,0
Northeast,1979,October,5.76E-06,1.79E-06,9.76E-07,2.38E-06,1.61E-06,7.93E-07,7.32E-07,3.86E-07,4.48E-07,0,2.03E-08,0,3.58E-06,3.82E-06,0
Northeast,1979,September,5.72E-06,1.30E-06,8.75E-07,2.34E-06,1.55E-06,8.54E-07,5.09E-07,3.46E-07,3.05E-07,0,0,0,3.52E-06,3.42E-06,0
Northeast,1980,April,4.97E-06,1.34E-06,1.02E-06,2.08E-06,1.24E-06,6.51E-07,3.66E-07,3.05E-07,4.07E-07,0,0,4.07E-08,3.26E-06,2.12E-06,6.11E-08
Northeast,1980,August,6.90E-06,1.38E-06,1.04E-06,2.93E-06,1.83E-06,8.34E-07,6.31E-07,4.48E-07,3.26E-07,0,4.07E-08,4.07E-08,3.36E-06,3.50E-06,1.22E-07
Northeast,1980,December,7.55E-06,1.55E-06,7.73E-07,2.93E-06,2.12E-06,1.20E-06,7.94E-07,3.05E-07,5.90E-07,0,4.07E-08,0,3.97E-06,3.64E-06,2.24E-07
Northeast,1980,February,4.27E-06,1.30E-06,5.90E-07,1.75E-06,9.77E-07,7.53E-07,5.09E-07,2.44E-07,4.07E-07,0,2.04E-08,2.04E-08,2.63E-06,2.14E-06,1.22E-07
Northeast,1980,January,4.78E-06,1.24E-06,8.75E-07,1.91E-06,1.12E-06,6.31E-07,5.50E-07,3.05E-07,3.87E-07,0,0,4.07E-08,2.79E-06,2.28E-06,2.04E-08
Northeast,1980,July,6.02E-06,1.53E-06,7.94E-07,2.46E-06,1.75E-06,7.33E-07,7.33E-07,3.26E-07,4.68E-07,0,4.07E-08,2.04E-08,3.79E-06,2.91E-06,8.14E-08
Northeast,1980,June,5.80E-06,1.06E-06,7.73E-07,2.38E-06,1.75E-06,7.33E-07,4.07E-07,3.66E-07,3.05E-07,0,2.04E-08,2.04E-08,3.32E-06,2.61E-06,4.07E-08
Northeast,1980,March,4.62E-06,1.22E-06,6.31E-07,1.77E-06,1.34E-06,6.92E-07,5.09E-07,4.88E-07,3.05E-07,0,0,6.11E-08,2.56E-06,2.46E-06,1.02E-07
Northeast,1980,May,5.11E-06,1.42E-06,7.53E-07,2.18E-06,1.12E-06,8.95E-07,3.87E-07,3.05E-07,5.29E-07,0,0,4.07E-08,3.09E-06,2.38E-06,8.14E-08
Northeast,1980,November,5.74E-06,1.63E-06,6.11E-07,2.32E-06,1.87E-06,7.53E-07,7.94E-07,4.27E-07,4.07E-07,0,0,2.04E-08,3.11E-06,3.36E-06,8.14E-08
Northeast,1980,October,6.84E-06,1.57E-06,1.02E-06,2.58E-06,1.67E-06,1.08E-06,7.94E-07,4.88E-07,4.88E-07,0,0,2.04E-08,3.72E-06,3.56E-06,1.22E-07
Northeast,1980,September,2.93E-06,1.08E-06,4.48E-07,1.20E-06,9.16E-07,4.27E-07,3.05E-07,2.44E-07,2.04E-07,0,0,0,1.63E-06,2.34E-06,6.11E-08
Northeast,1981,April,5.05E-06,1.70E-06,8.12E-07,1.85E-06,1.42E-06,8.32E-07,4.67E-07,4.87E-07,5.48E-07,0,0,0,3.37E-06,3.33E-06,1.01E-06
Northeast,1981,August,4.65E-06,1.16E-06,6.70E-07,1.70E-06,1.50E-06,7.71E-07,3.86E-07,2.44E-07,3.45E-07,0,0,2.03E-08,2.70E-06,2.96E-06,1.01E-06
Northeast,1981,December,2.92E-06,5.28E-07,2.84E-07,1.14E-06,8.12E-07,2.84E-07,3.65E-07,1.62E-07,2.44E-07,0,0,0,1.73E-06,1.73E-06,8.12E-08
Northeast,1981,February,4.38E-06,1.18E-06,5.89E-07,1.70E-06,1.44E-06,4.26E-07,6.09E-07,2.44E-07,3.04E-07,0,0,6.09E-08,2.82E-06,2.62E-06,9.95E-07
Northeast,1981,January,5.38E-06,1.81E-06,6.29E-07,2.29E-06,1.58E-06,8.32E-07,5.89E-07,4.06E-07,4.87E-07,0,2.03E-08,0,3.43E-06,3.67E-06,1.24E-06
Northeast,1981,July,5.64E-06,1.42E-06,8.93E-07,2.31E-06,1.48E-06,7.51E-07,6.09E-07,3.25E-07,4.26E-07,0,4.06E-08,0,3.47E-06,3.37E-06,8.93E-07
Northeast,1981,June,2.27E-06,7.31E-07,3.45E-07,1.06E-06,5.68E-07,3.65E-07,2.23E-07,1.62E-07,1.01E-07,0,0,6.09E-08,1.58E-06,1.36E-06,2.44E-07
Northeast,1981,March,5.40E-06,1.24E-06,7.10E-07,2.11E-06,1.60E-06,7.51E-07,4.87E-07,4.47E-07,3.25E-07,0,0,0,3.21E-06,3.35E-06,1.08E-06
Northeast,1981,May,5.22E-06,1.28E-06,7.92E-07,2.19E-06,1.38E-06,7.51E-07,5.28E-07,1.62E-07,4.67E-07,0,2.03E-08,0,3.39E-06,3.00E-06,1.04E-06
Northeast,1981,November,5.83E-06,1.36E-06,8.52E-07,2.13E-06,1.87E-06,9.74E-07,3.86E-07,3.65E-07,3.45E-07,0,0,0,3.27E-06,3.82E-06,1.22E-06
Northeast,1981,October,5.14E-06,1.16E-06,7.31E-07,2.11E-06,1.30E-06,7.31E-07,5.68E-07,2.64E-07,4.06E-07,0,0,0,3.15E-06,3.11E-06,9.95E-07
Northeast,1981,September,5.62E-06,1.46E-06,9.54E-07,2.27E-06,1.54E-06,7.51E-07,5.89E-07,3.45E-07,3.86E-07,0,0,0,3.51E-06,3.49E-06,1.28E-06
Northeast,1982,April,4.80E-06,1.24E-06,5.47E-07,2.03E-06,1.64E-06,6.69E-07,3.04E-07,2.84E-07,3.24E-07,0,2.03E-08,0,2.78E-06,3.22E-06,9.93E-07
Northeast,1982,August,5.15E-06,1.11E-06,7.30E-07,1.70E-06,1.64E-06,8.11E-07,4.66E-07,3.04E-07,3.65E-07,0,4.05E-08,6.08E-08,2.90E-06,3.20E-06,1.11E-06
Northeast,1982,December,2.70E-06,1.14E-06,3.65E-07,1.05E-06,8.92E-07,3.85E-07,4.46E-07,2.64E-07,2.64E-07,0,0,4.05E-08,1.66E-06,2.09E-06,1.82E-07
Northeast,1982,February,4.82E-06,1.28E-06,5.27E-07,1.95E-06,1.30E-06,9.12E-07,5.27E-07,4.26E-07,2.03E-07,0,2.03E-08,0,2.39E-06,3.63E-06,1.24E-06
Northeast,1982,January,4.34E-06,1.42E-06,4.46E-07,1.99E-06,1.16E-06,5.88E-07,5.68E-07,4.26E-07,2.23E-07,0,0,0,2.33E-06,3.39E-06,1.05E-06
Northeast,1982,July,5.09E-06,1.68E-06,5.88E-07,2.09E-06,1.60E-06,7.91E-07,6.28E-07,4.66E-07,3.85E-07,0,0,8.11E-08,2.51E-06,4.16E-06,1.22E-06
Northeast,1982,June,5.09E-06,1.34E-06,5.68E-07,2.21E-06,1.42E-06,6.49E-07,6.08E-07,3.45E-07,3.45E-07,0,0,1.01E-07,2.88E-06,3.45E-06,1.09E-06
Northeast,1982,March,5.07E-06,1.34E-06,7.30E-07,1.91E-06,1.64E-06,6.08E-07,5.27E-07,3.65E-07,2.84E-07,0,2.03E-08,4.05E-08,2.76E-06,3.47E-06,1.28E-06
Northeast,1982,May,5.70E-06,1.46E-06,8.31E-07,2.19E-06,1.54E-06,7.30E-07,6.89E-07,4.46E-07,3.65E-07,0,0,6.08E-08,3.04E-06,3.99E-06,1.56E-06
Northeast,1982,November,4.50E-06,1.01E-06,6.69E-07,1.91E-06,1.11E-06,6.89E-07,6.28E-07,1.82E-07,1.62E-07,0,0,1.01E-07,2.41E-06,2.94E-06,1.07E-06
Northeast,1982,October,4.89E-06,1.38E-06,5.88E-07,1.95E-06,1.52E-06,8.11E-07,4.66E-07,2.64E-07,4.05E-07,0,0,2.03E-08,2.64E-06,3.59E-06,1.34E-06
Northeast,1982,September,5.53E-06,1.38E-06,8.72E-07,2.29E-06,1.80E-06,7.50E-07,3.45E-07,2.03E-07,2.43E-07,0,2.03E-08,8.11E-08,3.00E-06,3.77E-06,1.22E-06
Northeast,1983,April,4.84E-06,1.43E-06,6.46E-07,1.88E-06,1.49E-06,7.87E-07,4.44E-07,2.22E-07,3.03E-07,0,0,2.02E-08,2.81E-06,3.43E-06,1.53E-06
Northeast,1983,August,4.60E-06,1.17E-06,5.65E-07,2.10E-06,1.21E-06,6.26E-07,3.63E-07,3.03E-07,2.83E-07,0,0,1.01E-07,2.79E-06,2.85E-06,9.49E-07
Northeast,1983,December,5.81E-06,1.78E-06,7.47E-07,2.32E-06,1.51E-06,1.19E-06,6.26E-07,3.23E-07,4.64E-07,0,0,4.04E-08,3.47E-06,4.04E-06,1.82E-06
Northeast,1983,February,3.69E-06,1.29E-06,5.25E-07,1.74E-06,1.27E-06,5.25E-07,3.84E-07,2.02E-07,1.01E-07,0,0,8.07E-08,2.04E-06,2.85E-06,1.13E-06
Northeast,1983,January,3.98E-06,1.13E-06,5.65E-07,1.74E-06,1.17E-06,5.85E-07,3.03E-07,2.62E-07,3.03E-07,0,0,6.06E-08,2.26E-06,2.75E-06,8.68E-07
Northeast,1983,July,4.95E-06,1.47E-06,6.06E-07,2.06E-06,1.78E-06,7.67E-07,4.44E-07,1.82E-07,4.24E-07,0,0,4.04E-08,2.93E-06,3.37E-06,1.11E-06
Northeast,1983,June,3.80E-06,1.03E-06,5.85E-07,1.49E-06,1.17E-06,4.64E-07,3.23E-07,3.23E-07,3.03E-07,0,0,6.06E-08,2.26E-06,2.48E-06,9.29E-07
Northeast,1983,March,4.84E-06,1.21E-06,5.65E-07,1.78E-06,1.33E-06,5.85E-07,7.87E-07,2.83E-07,3.43E-07,0,0,8.07E-08,2.83E-06,3.15E-06,1.35E-06
Northeast,1983,May,4.70E-06,1.17E-06,6.06E-07,1.82E-06,1.66E-06,5.65E-07,5.25E-07,2.42E-07,1.82E-07,0,0,6.06E-08,2.46E-06,3.33E-06,1.37E-06
Northeast,1983,November,4.08E-06,1.15E-06,4.84E-07,1.74E-06,1.01E-06,5.45E-07,5.85E-07,3.03E-07,2.62E-07,0,2.02E-08,8.07E-08,2.34E-06,2.77E-06,1.01E-06
Northeast,1983,October,4.42E-06,1.29E-06,7.47E-07,2.16E-06,1.11E-06,6.26E-07,4.04E-07,1.82E-07,2.42E-07,0,0,1.01E-07,2.28E-06,3.31E-06,1.39E-06
Northeast,1983,September,5.37E-06,1.29E-06,7.67E-07,2.42E-06,1.53E-06,5.45E-07,4.64E-07,4.04E-07,3.03E-07,0,2.02E-08,6.06E-08,3.11E-06,3.41E-06,1.37E-06
Northeast,1984,April,3.66E-06,1.21E-06,5.23E-07,1.53E-06,1.23E-06,4.83E-07,3.62E-07,2.82E-07,1.81E-07,0,0,6.03E-08,1.91E-06,2.86E-06,1.27E-06
Northeast,1984,August,3.94E-06,1.43E-06,4.42E-07,1.91E-06,1.29E-06,7.44E-07,3.42E-07,1.21E-07,3.82E-07,0,0,0,2.59E-06,2.80E-06,9.86E-07
Northeast,1984,December,5.01E-06,1.47E-06,6.03E-07,2.33E-06,1.43E-06,7.84E-07,3.82E-07,1.61E-07,6.84E-07,0,0,1.01E-07,2.86E-06,3.46E-06,1.45E-06
Northeast,1984,February,4.00E-06,1.29E-06,6.03E-07,1.81E-06,1.11E-06,5.83E-07,2.82E-07,2.61E-07,4.22E-07,0,0,2.01E-08,2.31E-06,2.94E-06,1.27E-06
Northeast,1984,January,4.34E-06,1.03E-06,6.64E-07,1.89E-06,9.65E-07,5.83E-07,5.03E-07,3.02E-07,3.42E-07,0,0,8.05E-08,2.35E-06,2.84E-06,1.13E-06
Northeast,1984,July,4.16E-06,1.23E-06,5.43E-07,1.75E-06,1.07E-06,6.84E-07,4.42E-07,2.21E-07,4.02E-07,0,0,6.03E-08,2.25E-06,3.00E-06,1.07E-06
Northeast,1984,June,3.82E-06,1.21E-06,4.83E-07,1.59E-06,9.86E-07,8.25E-07,4.42E-07,1.61E-07,3.22E-07,0,0,4.02E-08,1.87E-06,3.08E-06,1.15E-06
Northeast,1984,March,4.18E-06,1.37E-06,5.63E-07,1.95E-06,1.21E-06,5.43E-07,4.02E-07,3.02E-07,3.42E-07,0,0,1.01E-07,2.57E-06,2.86E-06,9.86E-07
Northeast,1984,May,3.48E-06,1.17E-06,4.02E-07,1.59E-06,9.86E-07,4.83E-07,3.22E-07,2.61E-07,3.42E-07,0,0,6.03E-08,2.25E-06,2.33E-06,1.03E-06
Northeast,1984,November,4.63E-06,8.85E-07,5.23E-07,2.03E-06,1.15E-06,6.84E-07,3.42E-07,2.41E-07,3.82E-07,0,0,2.01E-08,2.84E-06,2.61E-06,1.23E-06
Northeast,1984,October,3.08E-06,1.29E-06,4.22E-07,1.51E-06,9.45E-07,4.22E-07,3.62E-07,2.41E-07,3.62E-07,0,2.01E-08,4.02E-08,1.75E-06,2.51E-06,9.86E-07
Northeast,1984,September,3.82E-06,1.47E-06,6.24E-07,1.77E-06,9.65E-07,6.84E-07,3.82E-07,2.41E-07,3.82E-07,0,0,1.81E-07,2.49E-06,2.57E-06,1.13E-06
Northeast,1985,April,3.61E-06,1.16E-06,5.41E-07,1.48E-06,1.00E-06,5.82E-07,4.21E-07,2.21E-07,4.61E-07,0,0,4.01E-08,2.35E-06,2.39E-06,7.42E-07
Northeast,1985,August,4.07E-06,1.58E-06,4.41E-07,1.62E-06,1.54E-06,6.02E-07,4.21E-07,3.61E-07,4.01E-07,0,0,6.02E-08,2.49E-06,3.09E-06,7.42E-07
Northeast,1985,December,1.70E-06,9.42E-07,2.21E-07,9.42E-07,6.02E-07,3.21E-07,1.20E-07,1.80E-07,1.00E-07,0,0,4.01E-08,1.22E-06,1.32E-06,1.20E-07
