"","Region","Year","Month","referenceSex_male","referenceSex_female","referenceSex_unknown","reference_age_10s","reference_age_20s","reference_age_30s","reference_age_40s","reference_age_50s","reference_age_60s","reference_age_70sOlder","reference_age_Unknown","reference_raceAAPI","reference_raceAmericanIndian","reference_raceAsian","reference_raceBlack","reference_raceWhite","reference_raceUnknown","reference_hispanic_yes","reference_hispanic_unknown","offernderRelation_boyfriend_girlfriend_yes","offernderRelation_child_yes","offernderRelation_employee_yes","offernderRelation_exspouse_yes","offernderRelation_friend_yes","offernderRelation_otherRelative_yes","offernderRelation_parent_yes","offernderRelation_sibling_yes","offernderRelation_spouse_yes","offernderRelation_suporvisor_yes"
"11","Midwest",1976,"October",0.438893903371259,0.134249899854738,0,0.0757307127385702,0.170394103661783,0.110153763983375,0.0894999332364921,0.0464711191804863,0.0430288140560058,0.0189326781846426,0.00344230512448047,0,0.00688461024896093,0,0.320134376576683,0.246124816400353,0,0,0.573143803225998,0.0103269153734414,0.0103269153734414,0,0.00344230512448047,0.0499134243049668,0.00172115256224023,0.0103269153734414,0.00344230512448047,0.0567980345539277,0
"12","Midwest",1976,"September",0.469874649491584,0.130807594730258,0,0.0671249499273691,0.228913290777951,0.104990306296654,0.0654037973651289,0.0585191871161679,0.0120480679356816,0.029259593558084,0.00688461024896093,0,0.0051634576867207,0,0.328740139387884,0.266778647147236,0,0,0.600682244221841,0.0103269153734414,0.0309807461203242,0,0.0051634576867207,0.0585191871161679,0.0051634576867207,0.00688461024896093,0.0103269153734414,0.0447499666182461,0
"13","Midwest",1977,"April",0.418074383657267,0.13193330959676,0,0.0616831057854984,0.197043254592564,0.0993783370988585,0.0753904626267202,0.0582562665751929,0.0171341960515273,0.0205610352618328,0.0051402588154582,0,0.00856709802576366,0.00342683921030547,0.301561850506881,0.233025066300772,0.00342683921030547,0,0.550007693254027,0.0137073568412219,0.0137073568412219,0.00171341960515273,0.00342683921030547,0.0222744548669855,0.00685367842061093,0.0119939372360691,0.0051402588154582,0.0582562665751929,0
"14","Midwest",1977,"August",0.479757489442765,0.152494344858593,0,0.0890978194679421,0.231311646695619,0.109658854729775,0.0616831057854984,0.0736770430215675,0.0308415528927492,0.0222744548669855,0.00171341960515273,0,0.0051402588154582,0.00171341960515273,0.339257081820241,0.286141074060506,0,0,0.632251834301358,0.0154207764463746,0.00685367842061093,0,0.00685367842061093,0.0428354901288183,0.00856709802576366,0.0102805176309164,0.00856709802576366,0.0462623293391238,0.00171341960515273
"15","Midwest",1977,"December",0.4386354189191,0.140500407622524,0,0.0668233646009566,0.179909058541037,0.107945435124622,0.0616831057854984,0.0582562665751929,0.0394086509185128,0.0359818117082074,0.00342683921030547,0,0.00171341960515273,0.00171341960515273,0.323836305373866,0.251872681957452,0,0,0.579135826541624,0.0171341960515273,0.0239878744721383,0,0.0051402588154582,0.0428354901288183,0.00856709802576366,0.0102805176309164,0.0102805176309164,0.0479757489442765,0
"16","Midwest",1977,"February",0.414647544446961,0.155921184068899,0,0.0651099449958038,0.176482219330731,0.119939372360691,0.0685367842061093,0.051402588154582,0.0308415528927492,0.0274147136824437,0.00342683921030547,0,0.00171341960515273,0,0.31355578774295,0.246732423141993,0.00856709802576366,0,0.57056872851586,0.0222744548669855,0.0154207764463746,0,0.00171341960515273,0.0376952313133601,0.0051402588154582,0.0171341960515273,0.00856709802576366,0.070250203811262,0
"17","Midwest",1977,"January",0.423214642472725,0.157634603674051,0,0.0633965253906511,0.214177450644092,0.0736770430215675,0.0633965253906511,0.0548294273648874,0.0342683921030546,0.0428354901288183,0.00856709802576366,0,0.00171341960515273,0,0.323836305373866,0.251872681957452,0.00342683921030547,0,0.580849246146776,0.0171341960515273,0.0376952313133601,0,0,0.0359818117082074,0.0102805176309164,0.0137073568412219,0.0119939372360691,0.0462623293391238,0
"18","Midwest",1977,"July",0.455769614970627,0.125079631176149,0,0.0839575606524839,0.214177450644092,0.102805176309164,0.0685367842061093,0.044548909733971,0.0222744548669855,0.0222744548669855,0.00171341960515273,0,0.00856709802576366,0,0.299848430901728,0.272433717219284,0,0,0.580849246146776,0.0119939372360691,0.0188476156566801,0,0.00171341960515273,0.051402588154582,0.00856709802576366,0.00856709802576366,0.00685367842061093,0.0496891685494292,0
"19","Midwest",1977,"June",0.361531536687227,0.111372274334928,0.00171341960515273,0.0753904626267202,0.142213827227677,0.0822441410473312,0.0651099449958038,0.0428354901288183,0.0137073568412219,0.0274147136824437,0.00342683921030547,0,0.00685367842061093,0.00685367842061093,0.258726360378063,0.20047009380287,0.00171341960515273,0,0.474617230627307,0.0154207764463746,0.00856709802576366,0,0.00685367842061093,0.0342683921030546,0.00856709802576366,0.0119939372360691,0.00685367842061093,0.0394086509185128,0
"20","Midwest",1977,"March",0.467763552206696,0.159348023279204,0,0.0633965253906511,0.20047009380287,0.15078092525344,0.0616831057854984,0.0548294273648874,0.0428354901288183,0.0188476156566801,0.00171341960515273,0,0.00171341960515273,0.00171341960515273,0.35125101905631,0.270720297614132,0.00171341960515273,0,0.6271115754859,0.0205610352618328,0.0222744548669855,0,0.00342683921030547,0.0496891685494292,0.00342683921030547,0.0154207764463746,0.00685367842061093,0.0753904626267202,0
"21","Midwest",1977,"May",0.450629356155169,0.14392724683283,0,0.0805307214421784,0.185049317356495,0.119939372360691,0.0736770430215675,0.0616831057854984,0.0376952313133601,0.0171341960515273,0,0,0.0051402588154582,0.00171341960515273,0.316982626953256,0.267293458403826,0.00342683921030547,0,0.594556602987998,0.0222744548669855,0.0222744548669855,0,0.0051402588154582,0.051402588154582,0.0119939372360691,0.0102805176309164,0.0119939372360691,0.0633965253906511,0
"22","Midwest",1977,"November",0.4386354189191,0.138786988017371,0,0.0633965253906511,0.195329834987411,0.114799113545233,0.0616831057854984,0.0685367842061093,0.0188476156566801,0.0342683921030546,0.00856709802576366,0,0.00342683921030547,0.00171341960515273,0.299848430901728,0.270720297614132,0.00171341960515273,0,0.577422406936471,0.0119939372360691,0.0119939372360691,0,0,0.0342683921030546,0.0137073568412219,0.0119939372360691,0.0102805176309164,0.070250203811262,0
"23","Midwest",1977,"October",0.430068320893336,0.130219889991608,0,0.0685367842061093,0.214177450644092,0.106232015519469,0.0599696861803456,0.0428354901288183,0.0291281332875965,0.0154207764463746,0,0,0.0051402588154582,0.00171341960515273,0.310128948532645,0.243305583931688,0,0,0.560288210884944,0.0171341960515273,0.0154207764463746,0,0.0051402588154582,0.0291281332875965,0.00171341960515273,0.0137073568412219,0.00342683921030547,0.0479757489442765,0
"24","Midwest",1977,"September",0.498605105099445,0.166201701699815,0,0.0908112390730948,0.198756674197717,0.123366211570997,0.0890978194679421,0.070250203811262,0.0376952313133601,0.0274147136824437,0.00342683921030547,0,0.00342683921030547,0.00171341960515273,0.368385215107838,0.287854493665659,0.00342683921030547,0,0.66480680679926,0.0171341960515273,0.0222744548669855,0,0.0102805176309164,0.0428354901288183,0.00856709802576366,0.0137073568412219,0.00685367842061093,0.0496891685494292,0
"25","Midwest",1978,"April",0.402699753752513,0.126270261769856,0,0.0546033564410187,0.201349876876257,0.0887304542166555,0.0631351308849279,0.0494842917746732,0.0221826135541639,0.0273016782205094,0.00682541955512734,0,0.00853177444390918,0.00170635488878184,0.276429491982657,0.240596039318239,0.00170635488878184,0,0.528970015522369,0.0153571939990365,0.0153571939990365,0,0.00170635488878184,0.0255953233317275,0.010238129332691,0.00682541955512734,0.00170635488878184,0.0477779368858914,0
"26","Midwest",1978,"August",0.424882367306677,0.155278294879147,0,0.08361138955031,0.197937167098693,0.112619422659601,0.0631351308849279,0.0494842917746732,0.0221826135541639,0.0255953233317275,0.00682541955512734,0,0.00170635488878184,0.00170635488878184,0.303731170203167,0.271310427316312,0.00170635488878184,0,0.580160662185824,0.010238129332691,0.0255953233317275,0,0.00511906466634551,0.0358334526644186,0.00853177444390918,0.0153571939990365,0.00170635488878184,0.0801986797727463,0.00170635488878184
"27","Midwest",1978,"December",0.552858983965315,0.126270261769856,0,0.0699605504400553,0.267897717538748,0.124563906881074,0.0733732602176189,0.0648414857737098,0.030714387998073,0.0187699037766002,0.00511906466634551,0,0.00341270977756367,0,0.344683687533931,0.325913783757331,0.00511906466634551,0,0.679129245735171,0.0170635488878184,0.0238889684429457,0,0.00341270977756367,0.0358334526644186,0.00853177444390918,0.00853177444390918,0.00511906466634551,0.0477779368858914,0
"28","Midwest",1978,"February",0.394167979308604,0.134802036213765,0,0.0767859699951826,0.155278294879147,0.093849518883001,0.0580160662185824,0.0460715819971096,0.0409525173307641,0.0238889684429457,0.00170635488878184,0,0.00341270977756367,0,0.290080331092912,0.23206426487433,0.00341270977756367,0,0.528970015522369,0.0136508391102547,0.0187699037766002,0,0.00511906466634551,0.0375398075532004,0,0.0170635488878184,0.0119444842214729,0.0494842917746732,0
"29","Midwest",1978,"January",0.426588722195459,0.141627455768892,0,0.0614287759961461,0.189405392654784,0.104087648215692,0.0784923248839645,0.0477779368858914,0.0290080331092912,0.0221826135541639,0.00341270977756367,0,0.00341270977756367,0,0.296905750648039,0.266191362649966,0.00170635488878184,0,0.568216177964351,0.0187699037766002,0.0341270977756367,0,0.00170635488878184,0.0324207428868549,0.00511906466634551,0.00853177444390918,0.0136508391102547,0.0733732602176189,0
"30","Midwest",1978,"July",0.45559675530475,0.146746520435238,0,0.0614287759961461,0.199643521987475,0.116032132437165,0.0904368091054373,0.0511906466634551,0.0221826135541639,0.0324207428868549,0.00341270977756367,0,0.00341270977756367,0.00511906466634551,0.30714387998073,0.284961266426567,0.00170635488878184,0,0.602343275739988,0.00853177444390918,0.0238889684429457,0,0.00682541955512734,0.0426588722195459,0.00341270977756367,0.0119444842214729,0.0119444842214729,0.0597224211073643,0.00170635488878184
"31","Midwest",1978,"June",0.397580689086168,0.117738487325947,0,0.0648414857737098,0.18599268287722,0.0904368091054373,0.0563097113298006,0.0563097113298006,0.0187699037766002,0.0273016782205094,0.00682541955512734,0,0.00170635488878184,0,0.300318460425603,0.20476258665382,0.00853177444390918,0,0.515319176412114,0.010238129332691,0.0136508391102547,0,0.00341270977756367,0.0273016782205094,0.00341270977756367,0.00682541955512734,0.00511906466634551,0.0494842917746732,0
"32","Midwest",1978,"March",0.426588722195459,0.156984649767929,0,0.0563097113298006,0.174048198655747,0.122857551992292,0.0819050346615281,0.0597224211073643,0.0324207428868549,0.0290080331092912,0.00511906466634551,0,0.00170635488878184,0.00170635488878184,0.317382009313421,0.262778652872403,0,0,0.583573371963388,0.0153571939990365,0.0221826135541639,0,0,0.0341270977756367,0.00853177444390918,0.0170635488878184,0.010238129332691,0.0853177444390918,0
"33","Midwest",1978,"May",0.394167979308604,0.141627455768892,0,0.0563097113298006,0.20476258665382,0.104087648215692,0.0546033564410187,0.0409525173307641,0.0290080331092912,0.0273016782205094,0.00341270977756367,0,0.00170635488878184,0,0.279842201760221,0.25083416865093,0.00341270977756367,0,0.535795435077496,0.0153571939990365,0.00853177444390918,0,0.00341270977756367,0.0358334526644186,0.00853177444390918,0.00682541955512734,0.00682541955512734,0.0597224211073643,0
"34","Midwest",1978,"November",0.419763302640332,0.12968297154742,0,0.0682541955512734,0.191111747543566,0.107500357993256,0.0597224211073643,0.0477779368858914,0.0255953233317275,0.0290080331092912,0.00341270977756367,0,0.00511906466634551,0.00511906466634551,0.320794719090985,0.208175296431384,0.010238129332691,0,0.549446274187751,0.0153571939990365,0.0170635488878184,0,0.00341270977756367,0.0273016782205094,0.00853177444390918,0.00853177444390918,0.00511906466634551,0.0528970015522369,0
"35","Midwest",1978,"October",0.421469657529113,0.119444842214729,0,0.0511906466634551,0.196230812209911,0.0887304542166555,0.0801986797727463,0.0494842917746732,0.030714387998073,0.020476258665382,0.00511906466634551,0,0.00170635488878184,0,0.295199395759258,0.238889684429457,0.00511906466634551,0,0.540914499743842,0.0187699037766002,0.0170635488878184,0,0,0.0409525173307641,0.00511906466634551,0.00853177444390918,0.00511906466634551,0.0494842917746732,0.00170635488878184
"36","Midwest",1978,"September",0.50166833730186,0.141627455768892,0.00170635488878184,0.08361138955031,0.223532490430421,0.105794003104474,0.0921431639942192,0.0563097113298006,0.0290080331092912,0.0375398075532004,0.010238129332691,0,0.00170635488878184,0.00170635488878184,0.361747236421749,0.278135846871439,0.00170635488878184,0,0.645002147959534,0.0187699037766002,0.0170635488878184,0,0.00511906466634551,0.0290080331092912,0.00511906466634551,0.0170635488878184,0.00853177444390918,0.0580160662185824,0
"37","Midwest",1979,"April",0.423589303869936,0.144598758349175,0.00170116186293147,0.0680464745172587,0.165012700704352,0.0935639024612308,0.0782534456948476,0.0510348558879441,0.0323220753956979,0.0357243991215608,0.00510348558879441,0,0.00510348558879441,0.00170116186293147,0.309611459053527,0.250070793850926,0.00340232372586294,0,0.569889224082042,0.0136092949034518,0.0136092949034518,0,0.00340232372586294,0.025517427943972,0.00340232372586294,0.0187127804922462,0.00340232372586294,0.0731499601060532,0
"38","Midwest",1979,"August",0.495038102113057,0.171817348156078,0,0.0714487982431217,0.248369631987994,0.119081330405203,0.10377087363882,0.0391267228474238,0.025517427943972,0.0357243991215608,0.00850580931465734,0,0.00340232372586294,0.00170116186293147,0.304507973464733,0.34703702003802,0.0102069711775888,0,0.666855450269136,0.0221151042181091,0.00850580931465734,0,0.00510348558879441,0.0272185898069035,0.0187127804922462,0.00680464745172588,0.00680464745172588,0.0629429889284643,0
"39","Midwest",1979,"December",0.510348558879441,0.151403405800901,0,0.0646441507913958,0.253473117576789,0.124184815993997,0.083356931283642,0.0561383414767385,0.0374255609844923,0.0153104567663832,0.00170116186293147,0,0.00340232372586294,0,0.331726563271636,0.319818430231116,0.00680464745172588,0,0.661751964680341,0.0187127804922462,0.0170116186293147,0,0.00170116186293147,0.0357243991215608,0.00680464745172588,0.00340232372586294,0.00850580931465734,0.054437179613807,0.00340232372586294
"40","Midwest",1979,"February",0.42869278945873,0.16161037697849,0,0.0561383414767385,0.239863822673337,0.105472035501751,0.0476325321620811,0.054437179613807,0.0323220753956979,0.0272185898069035,0.00170116186293147,0,0.00340232372586294,0.00170116186293147,0.335128886997499,0.248369631987994,0.00170116186293147,0,0.59030316643722,0.0187127804922462,0.0204139423551776,0,0.00680464745172588,0.028919751669835,0.0119081330405203,0.0136092949034518,0.0136092949034518,0.0374255609844923,0
"41","Midwest",1979,"January",0.452509055539771,0.134391787171586,0,0.0493336940250126,0.188828966785393,0.120782492268134,0.0697476363801902,0.0510348558879441,0.0476325321620811,0.0374255609844923,0.00680464745172588,0,0.00340232372586294,0,0.280691707383692,0.30110564973887,0.00170116186293147,0,0.586900842711357,0.0221151042181091,0.0153104567663832,0,0.00850580931465734,0.0187127804922462,0.00510348558879441,0.0170116186293147,0.00680464745172588,0.054437179613807,0.00170116186293147
"42","Midwest",1979,"July",0.534164824960481,0.159909215115558,0,0.0748511219689846,0.239863822673337,0.154805729526764,0.0748511219689846,0.0527360177508755,0.0306209135327664,0.0408278847103552,0.00680464745172588,0,0.00170116186293147,0.00170116186293147,0.328324239545773,0.348738181900951,0.0136092949034518,0,0.694074040076039,0.0238162660810406,0.0238162660810406,0,0.00340232372586294,0.0323220753956979,0.00340232372586294,0.0153104567663832,0.00340232372586294,0.0629429889284643,0
"43","Midwest",1979,"June",0.464417188580291,0.151403405800901,0,0.0731499601060532,0.207541747277639,0.137794110897449,0.0629429889284643,0.0493336940250126,0.0340232372586294,0.028919751669835,0.00340232372586294,0,0.00170116186293147,0.00170116186293147,0.316416106505253,0.290898678561281,0.00510348558879441,0,0.615820594381192,0.0238162660810406,0.0204139423551776,0,0.00170116186293147,0.0238162660810406,0.0187127804922462,0.0102069711775888,0.00340232372586294,0.0680464745172587,0
"44","Midwest",1979,"March",0.462716026717359,0.178621995607804,0,0.0714487982431217,0.234760337084543,0.13949527276038,0.0782534456948476,0.0476325321620811,0.025517427943972,0.0187127804922462,0,0,0.00340232372586294,0.00510348558879441,0.336830048860431,0.294301002287144,0.00170116186293147,0,0.641338022325164,0.0238162660810406,0.0204139423551776,0.00170116186293147,0.00680464745172588,0.0493336940250126,0.025517427943972,0.0119081330405203,0.00340232372586294,0.0629429889284643,0
"45","Midwest",1979,"May",0.461014864854428,0.136092949034517,0,0.0731499601060532,0.200737099825913,0.11567900667934,0.0680464745172587,0.0561383414767385,0.028919751669835,0.028919751669835,0.00850580931465734,0,0.00850580931465734,0,0.314714944642322,0.273887059931966,0,0,0.597107813888946,0.0204139423551776,0.0272185898069035,0,0.00170116186293147,0.0306209135327664,0.0119081330405203,0.00340232372586294,0.00680464745172588,0.0697476363801902,0
"46","Midwest",1979,"November",0.546072958001001,0.158208053252627,0,0.0459313702991496,0.268783574343172,0.141196434623312,0.0935639024612308,0.0680464745172587,0.0357243991215608,0.0340232372586294,0.0136092949034518,0,0.00340232372586294,0.00170116186293147,0.386163742885443,0.304507973464733,0.00850580931465734,0,0.704281011253628,0.0170116186293147,0.0119081330405203,0.00170116186293147,0.0102069711775888,0.0187127804922462,0.00850580931465734,0.0136092949034518,0.0102069711775888,0.0595406652026014,0
"47","Midwest",1979,"October",0.612418270655329,0.182024319333667,0.00170116186293147,0.107173197364683,0.316416106505253,0.144598758349175,0.0867592550095049,0.0374255609844923,0.0306209135327664,0.0442302084362182,0.0170116186293147,0,0.00340232372586294,0,0.42869278945873,0.35894515307854,0.00510348558879441,0,0.796143751851927,0.0170116186293147,0.0204139423551776,0,0.00510348558879441,0.0408278847103552,0.00850580931465734,0.0119081330405203,0.0102069711775888,0.0323220753956979,0
"48","Midwest",1979,"September",0.49844042583892,0.146299920212106,0,0.0646441507913958,0.238162660810406,0.117380168542271,0.0765522838319161,0.0595406652026014,0.0306209135327664,0.0306209135327664,0.00680464745172588,0,0.00510348558879441,0,0.31301378277939,0.323220753956979,0.00340232372586294,0,0.644740346051027,0.0272185898069035,0.0221151042181091,0,0.00340232372586294,0.0272185898069035,0.0102069711775888,0.0119081330405203,0.00340232372586294,0.0425290465732867,0.00510348558879441
"49","Midwest",1980,"April",0.451876280351519,0.140998989733745,0,0.0577586223005701,0.225938140175759,0.129107508671863,0.0577586223005701,0.0407707922121671,0.0356744431856462,0.0271805281414447,0.0016987830088403,0,0.0016987830088403,0,0.310877290617774,0.278600413449809,0.0016987830088403,0.00679513203536119,0.319371205661976,0.00849391504420148,0.0152890470795627,0,0.00679513203536119,0.0203853961060836,0.00339756601768059,0.00679513203536119,0.00509634902652089,0.0611561883182507,0.0016987830088403
"50","Midwest",1980,"August",0.665922939465396,0.137601423716064,0,0.0934330654862163,0.300684592564733,0.17327586690171,0.100228197521578,0.0611561883182507,0.0237829621237642,0.0322768771679656,0,0,0.0016987830088403,0.00339756601768059,0.480755591501804,0.315973639644295,0.0016987830088403,0.016987830088403,0.451876280351519,0.0203853961060836,0.0135902640707224,0,0.00339756601768059,0.0322768771679656,0.0152890470795627,0.0135902640707224,0.00679513203536119,0.0407707922121671,0
"51","Midwest",1980,"December",0.480755591501804,0.152890470795627,0,0.0798428014154939,0.195360046016634,0.17157708389287,0.0815415844243342,0.0475659242475283,0.0254817451326045,0.016987830088403,0,0,0.0016987830088403,0,0.351648082829941,0.278600413449809,0.0016987830088403,0.00849391504420148,0.332961469732698,0.0135902640707224,0.0101926980530418,0.0016987830088403,0.00509634902652089,0.028879311150285,0.0118914810618821,0.0101926980530418,0.00509634902652089,0.0492647072563686,0
"52","Midwest",1980,"February",0.475659242475283,0.147794121769106,0,0.0492647072563686,0.215745442122718,0.135902640707224,0.0832403674331745,0.0543610562828895,0.0237829621237642,0.0322768771679656,0.00339756601768059,0,0.0016987830088403,0.00679513203536119,0.327865120706177,0.28709432849401,0,0.00679513203536119,0.197058829025474,0.0237829621237642,0.0254817451326045,0,0.0016987830088403,0.0339756601768059,0.0118914810618821,0.0152890470795627,0.0016987830088403,0.0594574053094104,0
"53","Midwest",1980,"January",0.439984799289637,0.161384385839828,0,0.0560598392917298,0.224239357166919,0.105324546548098,0.0883367164596954,0.0373732261944865,0.0220841791149239,0.0152890470795627,0.00339756601768059,0,0.0016987830088403,0.0016987830088403,0.307479724600094,0.28879311150285,0.0016987830088403,0.00849391504420148,0.353346865838782,0.0237829621237642,0.0254817451326045,0,0.00509634902652089,0.0220841791149239,0.0135902640707224,0.0118914810618821,0.0101926980530418,0.0373732261944865,0
"54","Midwest",1980,"July",0.579285006014541,0.159685602830988,0,0.100228197521578,0.278600413449809,0.134203857698383,0.0747464523889731,0.0577586223005701,0.0373732261944865,0.0322768771679656,0.00339756601768059,0,0.00339756601768059,0.0016987830088403,0.414503054157032,0.319371205661976,0,0.0101926980530418,0.392418875042109,0.0356744431856462,0.0322768771679656,0,0.00339756601768059,0.0356744431856462,0.016987830088403,0.0118914810618821,0.00509634902652089,0.0509634902652089,0
"55","Midwest",1980,"June",0.480755591501804,0.146095338760266,0.0016987830088403,0.0611561883182507,0.241227187255322,0.118914810618821,0.0679513203536119,0.0543610562828895,0.0305780941591253,0.0271805281414447,0.00509634902652089,0,0.00339756601768059,0,0.34315416778574,0.281997979467489,0,0.0203853961060836,0.348250516812261,0.0271805281414447,0.0220841791149239,0,0.0016987830088403,0.016987830088403,0.0016987830088403,0.0152890470795627,0.00849391504420148,0.0424695752210074,0
"56","Midwest",1980,"March",0.441683582298477,0.135902640707224,0.0016987830088403,0.0611561883182507,0.208950310087357,0.120613593627661,0.0526622732740492,0.0594574053094104,0.0203853961060836,0.0339756601768059,0.00849391504420148,0,0.0016987830088403,0.00339756601768059,0.300684592564733,0.266708932387927,0.00679513203536119,0.00849391504420148,0.203853961060836,0.0152890470795627,0.0237829621237642,0,0.00509634902652089,0.016987830088403,0.0118914810618821,0.00509634902652089,0.00679513203536119,0.0509634902652089,0
"57","Midwest",1980,"May",0.528321515749332,0.181769781945912,0,0.100228197521578,0.290491894511691,0.132505074689543,0.0543610562828895,0.0560598392917298,0.028879311150285,0.0254817451326045,0.00339756601768059,0,0.00679513203536119,0,0.358443214865303,0.34315416778574,0.0016987830088403,0.0118914810618821,0.411105488139352,0.0152890470795627,0.0322768771679656,0,0,0.028879311150285,0.00679513203536119,0.00679513203536119,0.00849391504420148,0.0560598392917298,0
"58","Midwest",1980,"November",0.451876280351519,0.147794121769106,0,0.0713488863712925,0.195360046016634,0.137601423716064,0.0577586223005701,0.0526622732740492,0.0203853961060836,0.0356744431856462,0.0016987830088403,0,0.0016987830088403,0,0.312576073626615,0.28539554548517,0,0.00679513203536119,0.348250516812261,0.0135902640707224,0.0186866130972433,0,0.0016987830088403,0.0186866130972433,0.00679513203536119,0.00509634902652089,0.016987830088403,0.062854971327091,0
